condition,run_id,stage_original,stage_original_id,VB,stage_unified,stage_unified_id
C1,197,severe,2,122.6342497,middle,1
C1,198,severe,2,123.0274957,middle,1
C1,199,severe,2,123.4147755,middle,1
C1,200,severe,2,123.7959876,middle,1
C1,201,severe,2,124.1710401,middle,1
C1,202,severe,2,124.5398507,middle,1
C1,203,severe,2,124.9023469,middle,1
C1,204,severe,2,125.2584659,middle,1
C1,205,severe,2,125.6081548,middle,1
C1,206,severe,2,125.9513701,middle,1
C1,207,severe,2,126.2880785,middle,1
C1,208,severe,2,126.6182561,middle,1
C1,209,severe,2,126.941889,middle,1
C1,210,severe,2,127.2589728,middle,1
C1,211,severe,2,127.5695129,middle,1
C1,212,severe,2,127.8735244,middle,1
C1,213,severe,2,128.1710319,middle,1
C1,214,severe,2,128.4620693,middle,1
C1,215,severe,2,128.7466804,middle,1
C1,216,severe,2,129.024918,middle,1
C1,217,severe,2,129.2968443,middle,1
C1,218,severe,2,129.5625308,middle,1
C1,219,severe,2,129.8220578,middle,1
C1,220,severe,2,130.0755148,middle,1
C1,221,severe,2,130.3230002,middle,1
C1,222,severe,2,130.5646208,middle,1
C1,223,severe,2,130.8004924,middle,1
C1,224,severe,2,131.030739,middle,1
C1,225,severe,2,131.2554931,middle,1
C1,226,severe,2,131.474895,middle,1
C1,227,severe,2,131.6890935,middle,1
C1,228,severe,2,131.8982448,late,2
C1,229,severe,2,132.1025129,late,2
C1,230,severe,2,132.3020694,late,2
C1,231,severe,2,132.4970931,late,2
C1,232,severe,2,132.6877699,late,2
C1,233,severe,2,132.8742926,late,2
C1,234,severe,2,133.0568608,late,2
C1,235,severe,2,133.2356806,late,2
C1,236,severe,2,133.4109642,late,2
C1,237,severe,2,133.5829302,late,2
C1,238,severe,2,133.7518028,late,2
C1,239,severe,2,133.9178121,late,2
C1,240,severe,2,134.0811934,late,2
C1,241,severe,2,134.2421873,late,2
C1,242,severe,2,134.4010394,late,2
C1,243,severe,2,134.5579999,late,2
C1,244,severe,2,134.7133235,late,2
C1,245,severe,2,134.8672693,late,2
C1,246,severe,2,135.0201002,late,2
C1,247,severe,2,135.172083,late,2
C1,248,severe,2,135.6291837,late,2
C1,249,severe,2,136.2650196,late,2
C1,250,severe,2,136.902076,late,2
C1,251,severe,2,137.540114,late,2
C1,252,severe,2,138.1788957,late,2
C1,253,severe,2,138.8181847,late,2
C1,254,severe,2,139.4577462,late,2
C1,255,severe,2,140.0973471,late,2
C1,256,severe,2,140.7367569,late,2
C1,257,severe,2,141.375747,late,2
C1,258,severe,2,142.0140922,late,2
C1,259,severe,2,142.6515699,late,2
C1,260,severe,2,143.2879608,late,2
C1,261,severe,2,143.9230495,late,2
C1,262,severe,2,144.556624,late,2
C1,263,severe,2,145.1884767,late,2
C1,264,severe,2,145.8184043,late,2
C1,265,severe,2,146.4462078,late,2
C1,266,severe,2,147.0716935,late,2
C1,267,severe,2,147.6946724,late,2
C1,268,severe,2,148.3149609,late,2
C1,269,severe,2,148.9323811,late,2
C1,270,severe,2,149.5467607,late,2
C1,271,severe,2,150.1579333,late,2
C1,272,severe,2,150.765739,late,2
C1,273,severe,2,151.3700239,late,2
C1,274,severe,2,151.970641,late,2
C1,275,severe,2,152.5674499,late,2
C1,276,severe,2,153.1603172,late,2
C1,277,severe,2,153.7491167,late,2
C1,278,severe,2,154.3337295,late,2
C1,279,severe,2,154.914044,late,2
C1,280,severe,2,155.4899564,late,2
C1,281,severe,2,156.0613707,late,2
C1,282,severe,2,156.6281987,late,2
C1,283,severe,2,157.1903603,late,2
C1,284,severe,2,157.7477835,late,2
C1,285,severe,2,158.3004046,late,2
C1,286,severe,2,158.8481684,late,2
C1,287,severe,2,159.3910281,late,2
C1,288,severe,2,159.9289454,late,2
C1,289,severe,2,160.4618907,late,2
C1,290,severe,2,160.9898432,late,2
C1,291,severe,2,161.5127908,late,2
C1,292,severe,2,162.0307303,late,2
C1,293,severe,2,162.5436673,late,2
C1,294,severe,2,163.0516165,late,2
C1,295,severe,2,163.5546014,late,2
C1,296,severe,2,164.0526545,late,2
C1,297,severe,2,164.5458173,late,2
C1,298,severe,2,165.0341403,late,2
C1,299,severe,2,165.5176828,late,2
C1,300,severe,2,165.9965134,late,2
C1,301,severe,2,166.4707092,late,2
C1,302,severe,2,166.9403565,late,2
C1,303,severe,2,167.4055503,late,2
C1,304,severe,2,167.8663945,late,2
C1,305,severe,2,168.3230015,late,2
C1,306,severe,2,168.7754925,late,2
C1,307,severe,2,169.2239972,late,2
C1,308,severe,2,169.6686538,late,2
C1,309,severe,2,170.109609,late,2
C1,310,severe,2,170.5470173,late,2
C1,311,severe,2,170.9810419,late,2
C1,312,severe,2,171.4118535,late,2
C1,313,severe,2,171.839631,late,2
C1,314,severe,2,172.2645609,late,2
C1,315,severe,2,172.6868372,late,2
C4,1,initial,0,31.41635516,early,0
C4,2,initial,0,34.8927704,early,0
C4,3,initial,0,38.10284657,early,0
C4,4,initial,0,41.06102301,early,0
C4,5,initial,0,43.78119133,early,0
C4,6,initial,0,46.27671037,early,0
C4,7,initial,0,48.56042098,early,0
C4,8,initial,0,50.64466037,early,0
C4,9,initial,0,52.54127629,early,0
C4,10,initial,0,54.26164088,early,0
C4,11,initial,0,55.81666418,early,0
C4,12,initial,0,57.21680745,early,0
C4,13,initial,0,58.47209617,early,0
C4,14,initial,0,59.59213275,early,0
C4,15,initial,0,60.58610902,early,0
C4,16,initial,0,61.46281844,early,0
C4,17,initial,0,62.23066801,early,0
C4,18,initial,0,62.89769001,early,0
C4,19,initial,0,63.47155339,early,0
C4,20,initial,0,63.959575,early,0
C4,21,initial,0,64.36873051,early,0
C4,22,initial,0,64.70566514,early,0
C4,23,initial,0,64.9767041,early,0
C4,24,initial,0,65.1878629,early,0
C4,25,initial,0,65.34485725,early,0
C4,26,initial,0,65.45311297,early,0
C4,27,initial,0,65.51777545,early,0
C4,28,initial,0,65.54371906,early,0
C4,29,initial,0,65.54371906,early,0
C4,30,initial,0,65.54371906,early,0
C4,31,initial,0,65.54371906,early,0
C4,32,initial,0,65.54371906,early,0
C4,33,initial,0,65.54371906,early,0
C4,34,initial,0,65.54371906,early,0
C4,35,initial,0,65.54371906,early,0
C4,36,initial,0,65.9459689,early,0
C4,37,initial,0,66.35836702,early,0
C4,38,initial,0,66.76413333,early,0
C4,39,initial,0,67.16474862,early,0
C4,40,initial,0,67.56156165,early,0
C4,41,initial,0,67.95579535,early,0
C4,42,initial,0,68.34855283,early,0
C4,43,initial,0,68.74082317,early,0
C4,44,initial,0,69.1334871,early,0
C4,45,initial,0,69.52732244,early,0
C4,46,initial,0,69.92300941,early,0
C4,47,initial,0,70.32113581,early,0
C4,48,initial,0,70.72220197,early,0
C4,49,initial,0,71.12662555,early,0
C4,50,initial,0,71.53474627,early,0
C4,51,initial,0,71.94683041,early,0
C4,52,initial,0,72.36307514,early,0
C4,53,initial,0,72.78361282,early,0
C4,54,initial,0,73.208515,early,0
C4,55,initial,0,73.63779647,early,0
C4,56,initial,0,74.07141897,early,0
C4,57,initial,0,74.50929495,early,0
C4,58,initial,0,74.95129106,early,0
C4,59,initial,0,75.39723162,early,0
C4,60,initial,0,75.84690187,early,0
C4,61,initial,0,76.3000512,early,0
C4,62,initial,0,76.75639617,early,0
C4,63,initial,0,77.21562347,early,0
C4,64,initial,0,77.67739272,early,0
C4,65,initial,0,78.14133923,early,0
C4,66,initial,0,78.60707661,early,0
C4,67,initial,0,79.07419922,early,0
C4,68,initial,0,79.54228463,early,0
C4,69,initial,0,80.01089589,early,0
C4,70,initial,0,80.47958375,early,0
C4,71,initial,0,80.94788874,early,0
C4,72,initial,0,81.41534322,early,0
C4,73,initial,0,81.88147329,early,0
C4,74,initial,0,82.34580059,early,0
C4,75,initial,0,82.8078441,early,0
C4,76,initial,0,83.26712176,early,0
C4,77,initial,0,83.72315207,early,0
C4,78,initial,0,84.17545561,early,0
C4,79,initial,0,84.6235564,early,0
C4,80,initial,0,85.06698331,early,0
C4,81,initial,0,85.50527131,early,0
C4,82,initial,0,85.93796266,early,0
C4,83,initial,0,86.36460805,early,0
C4,84,initial,0,86.78476767,early,0
C4,85,initial,0,87.19801218,early,0
C4,86,initial,0,87.60392369,early,0
C4,87,initial,0,88.00209657,early,0
C4,88,initial,0,88.39213832,early,0
C4,89,initial,0,88.77367027,early,0
C4,90,initial,0,89.14632832,early,0
C4,91,initial,0,89.50976354,early,0
C4,92,initial,0,89.86364278,early,0
C4,93,initial,0,90.20764919,early,0
C4,94,initial,0,90.54148272,early,0
C4,95,initial,0,90.86486054,early,0
C4,96,initial,0,91.17751744,middle,1
C4,97,initial,0,91.47920614,middle,1
C4,98,initial,0,91.76969765,middle,1
C4,99,initial,0,92.04878148,middle,1
C4,100,initial,0,92.31626586,middle,1
C4,101,initial,0,92.57197792,middle,1
C4,102,initial,0,92.81576385,middle,1
C4,103,initial,0,93.04748896,middle,1
C4,104,initial,0,93.26703779,middle,1
C4,105,initial,0,93.47431411,middle,1
C4,106,initial,0,93.66924092,middle,1
C4,107,initial,0,93.85176045,middle,1
C4,108,initial,0,94.02183405,middle,1
C4,109,initial,0,94.17944214,middle,1
C4,110,initial,0,94.32458407,middle,1
C4,111,initial,0,94.45727798,middle,1
C4,112,initial,0,94.57756064,middle,1
C4,113,initial,0,94.68548722,middle,1
C4,114,initial,0,94.78113112,middle,1
C4,115,initial,0,94.86458369,middle,1
C4,116,initial,0,94.935954,middle,1
C4,117,initial,0,94.99536852,middle,1
C4,118,initial,0,95.04297086,middle,1
C4,119,initial,0,95.07892145,middle,1
C4,120,initial,0,95.10339716,middle,1
C4,121,initial,0,95.11659101,middle,1
C4,122,initial,0,95.11871175,middle,1
C4,123,initial,0,95.11871175,middle,1
C4,124,initial,0,95.11871175,middle,1
C4,125,initial,0,95.11871175,middle,1
C4,126,initial,0,95.11871175,middle,1
C4,127,initial,0,95.11871175,middle,1
C4,128,initial,0,95.11871175,middle,1
C4,129,initial,0,95.11871175,middle,1
C4,130,initial,0,95.11871175,middle,1
C4,131,initial,0,95.11871175,middle,1
C4,132,initial,0,95.11871175,middle,1
C4,133,initial,0,95.20726268,middle,1
C4,134,initial,0,95.44025205,middle,1
C4,135,initial,0,95.66161694,middle,1
C4,136,normal,1,95.87144806,middle,1
C4,137,normal,1,96.06985284,middle,1
C4,138,normal,1,96.25695507,middle,1
C4,139,normal,1,96.43289455,middle,1
C4,140,normal,1,96.59782671,middle,1
C4,141,normal,1,96.75192223,middle,1
C4,142,normal,1,96.89536664,middle,1
C4,143,normal,1,97.02835992,middle,1
C4,144,normal,1,97.15111612,middle,1
C4,145,normal,1,97.26386291,middle,1
C4,146,normal,1,97.36684116,middle,1
C4,147,normal,1,97.46030457,middle,1
C4,148,normal,1,97.54451915,middle,1
C4,149,normal,1,97.61976286,middle,1
C4,150,normal,1,97.68632512,middle,1
C4,151,normal,1,97.7445064,middle,1
C4,152,normal,1,97.79461776,middle,1
C4,153,normal,1,97.83698037,middle,1
C4,154,normal,1,97.87192512,middle,1
C4,155,normal,1,97.89979211,middle,1
C4,156,normal,1,97.92093022,middle,1
C4,157,normal,1,97.93569664,middle,1
C4,158,normal,1,97.94445643,middle,1
C4,159,normal,1,97.94758207,middle,1
C4,160,normal,1,97.94758207,middle,1
C4,161,normal,1,97.94758207,middle,1
C4,162,normal,1,97.94758207,middle,1
C4,163,normal,1,97.94758207,middle,1
C4,164,normal,1,97.94758207,middle,1
C4,165,normal,1,97.94758207,middle,1
C4,166,normal,1,97.94758207,middle,1
C4,167,normal,1,97.94758207,middle,1
C4,168,normal,1,97.94758207,middle,1
C4,169,normal,1,97.94758207,middle,1
C4,170,normal,1,97.94758207,middle,1
C4,171,normal,1,97.94758207,middle,1
C4,172,normal,1,97.94758207,middle,1
C4,173,normal,1,97.94758207,middle,1
C4,174,normal,1,97.94758207,middle,1
C4,175,normal,1,97.94758207,middle,1
C4,176,normal,1,97.94758207,middle,1
C4,177,normal,1,97.94758207,middle,1
C4,178,normal,1,97.94758207,middle,1
C4,179,normal,1,97.94758207,middle,1
C4,180,normal,1,97.94758207,middle,1
C4,181,normal,1,97.94758207,middle,1
C4,182,normal,1,97.94758207,middle,1
C4,183,normal,1,97.94758207,middle,1
C4,184,normal,1,97.94758207,middle,1
C4,185,normal,1,97.94758207,middle,1
C4,186,normal,1,97.94758207,middle,1
C4,187,normal,1,97.94758207,middle,1
C4,188,normal,1,97.94758207,middle,1
C4,189,normal,1,97.94758207,middle,1
C4,190,normal,1,97.94758207,middle,1
C4,191,normal,1,97.94758207,middle,1
C4,192,normal,1,97.94758207,middle,1
C4,193,normal,1,97.94758207,middle,1
C4,194,normal,1,97.94758207,middle,1
C4,195,normal,1,97.94758207,middle,1
C4,196,normal,1,97.94758207,middle,1
C4,197,normal,1,97.94758207,middle,1
C4,198,normal,1,98.04939711,middle,1
C4,199,normal,1,98.16385952,middle,1
C4,200,normal,1,98.28908463,middle,1
C4,201,normal,1,98.42538882,middle,1
C4,202,normal,1,98.57308034,middle,1
C4,203,normal,1,98.73245902,middle,1
C4,204,normal,1,98.90381609,middle,1
C4,205,severe,2,99.08743402,middle,1
C4,206,severe,2,99.28358632,middle,1
C4,207,severe,2,99.49253735,middle,1
C4,208,severe,2,99.71454217,middle,1
C4,209,severe,2,99.94984642,middle,1
C4,210,severe,2,100.1986861,middle,1
C4,211,severe,2,100.4612875,middle,1
C4,212,severe,2,100.737867,middle,1
C4,213,severe,2,101.0286311,middle,1
C4,214,severe,2,101.3337761,middle,1
C4,215,severe,2,101.6534881,middle,1
C4,216,severe,2,101.9879429,middle,1
C4,217,severe,2,102.337306,middle,1
C4,218,severe,2,102.7017323,middle,1
C4,219,severe,2,103.0813662,middle,1
C4,220,severe,2,103.4763417,middle,1
C4,221,severe,2,103.8867818,middle,1
C4,222,severe,2,104.3127991,middle,1
C4,223,severe,2,104.7544953,middle,1
C4,224,severe,2,105.362396,middle,1
C4,225,severe,2,106.1176442,middle,1
C4,226,severe,2,106.8910702,middle,1
C4,227,severe,2,107.6825431,middle,1
C4,228,severe,2,108.4919199,late,2
C4,229,severe,2,109.3190454,late,2
C4,230,severe,2,110.1637529,late,2
C4,231,severe,2,111.0258638,late,2
C4,232,severe,2,111.9051881,late,2
C4,233,severe,2,112.8015244,late,2
C4,234,severe,2,113.7146603,late,2
C4,235,severe,2,114.6443724,late,2
C4,236,severe,2,115.5904267,late,2
C4,237,severe,2,116.5525786,late,2
C4,238,severe,2,117.5305732,late,2
C4,239,severe,2,118.5241458,late,2
C4,240,severe,2,119.5330215,late,2
C4,241,severe,2,120.556916,late,2
C4,242,severe,2,121.5955358,late,2
C4,243,severe,2,122.648578,late,2
C4,244,severe,2,123.715731,late,2
C4,245,severe,2,124.7966747,late,2
C4,246,severe,2,125.8910804,late,2
C4,247,severe,2,126.9986117,late,2
C4,248,severe,2,128.1189241,late,2
C4,249,severe,2,129.2516656,late,2
C4,250,severe,2,130.3964771,late,2
C4,251,severe,2,131.5529925,late,2
C4,252,severe,2,132.7208389,late,2
C4,253,severe,2,133.8996371,late,2
C4,254,severe,2,135.0890018,late,2
C4,255,severe,2,136.2885418,late,2
C4,256,severe,2,137.4978605,late,2
C4,257,severe,2,138.716556,late,2
C4,258,severe,2,139.9442215,late,2
C4,259,severe,2,141.1804455,late,2
C4,260,severe,2,142.4248124,late,2
C4,261,severe,2,143.6769023,late,2
C4,262,severe,2,144.9362918,late,2
C4,263,severe,2,146.202554,late,2
C4,264,severe,2,147.475259,late,2
C4,265,severe,2,148.7539741,late,2
C4,266,severe,2,150.0382639,late,2
C4,267,severe,2,151.3276912,late,2
C4,268,severe,2,152.6218167,late,2
C4,269,severe,2,153.9201996,late,2
C4,270,severe,2,155.2223977,late,2
C4,271,severe,2,156.5279683,late,2
C4,272,severe,2,157.8364676,late,2
C4,273,severe,2,159.1474517,late,2
C4,274,severe,2,160.4604766,late,2
C4,275,severe,2,161.7750987,late,2
C4,276,severe,2,163.090875,late,2
C4,277,severe,2,164.4073631,late,2
C4,278,severe,2,165.724122,late,2
C4,279,severe,2,167.0407123,late,2
C4,280,severe,2,168.3566961,late,2
C4,281,severe,2,169.6716378,late,2
C4,282,severe,2,170.9851038,late,2
C4,283,severe,2,172.2966636,late,2
C4,284,severe,2,173.6058893,late,2
C4,285,severe,2,174.9123562,late,2
C4,286,severe,2,176.2156432,late,2
C4,287,severe,2,177.5153329,late,2
C4,288,severe,2,178.8110119,late,2
C4,289,severe,2,180.102271,late,2
C4,290,severe,2,181.3887056,late,2
C4,291,severe,2,182.6699161,late,2
C4,292,severe,2,183.9455075,late,2
C4,293,severe,2,185.2150905,late,2
C4,294,severe,2,186.4782811,late,2
C4,295,severe,2,187.7347013,late,2
C4,296,severe,2,188.9839787,late,2
C4,297,severe,2,190.2257477,late,2
C4,298,severe,2,191.4596487,late,2
C4,299,severe,2,192.685329,late,2
C4,300,severe,2,193.9024428,late,2
C4,301,severe,2,195.1106513,late,2
C4,302,severe,2,196.3096231,late,2
C4,303,severe,2,197.4990343,late,2
C4,304,severe,2,198.6785687,late,2
C4,305,severe,2,199.8479179,late,2
C4,306,severe,2,201.0067816,late,2
C4,307,severe,2,202.1548679,late,2
C4,308,severe,2,203.291893,late,2
C4,309,severe,2,204.417582,late,2
C4,310,severe,2,205.5316685,late,2
C4,311,severe,2,206.6338951,late,2
C4,312,severe,2,207.7240132,late,2
C4,313,severe,2,208.8017835,late,2
C4,314,severe,2,209.8669762,late,2
C4,315,severe,2,210.9193705,late,2
C6,1,initial,0,62.78864802,early,0
C6,2,initial,0,64.13604296,early,0
C6,3,initial,0,65.36527295,early,0
C6,4,initial,0,66.4868801,early,0
C6,5,initial,0,67.51080822,early,0
C6,6,initial,0,68.44642494,early,0
C6,7,initial,0,69.30254323,early,0
C6,8,initial,0,70.08744241,early,0
C6,9,initial,0,70.8088887,early,0
C6,10,initial,0,71.47415519,early,0
C6,11,initial,0,72.09004135,early,0
C6,12,initial,0,74.13432456,early,0
C6,13,initial,0,75.21507024,early,0
C6,14,initial,0,76.29581591,early,0
C6,15,initial,0,77.37656158,early,0
C6,16,initial,0,78.45730726,early,0
C6,17,initial,0,79.53805293,early,0
C6,18,initial,0,80.6187986,early,0
C6,19,initial,0,81.69954428,early,0
C6,20,initial,0,82.78028995,early,0
C6,21,initial,0,83.61749165,early,0
C6,22,initial,0,84.45469334,early,0
C6,23,initial,0,85.29189504,early,0
C6,24,initial,0,86.12909673,early,0
C6,25,initial,0,86.96629843,early,0
C6,26,initial,0,87.80350012,early,0
C6,27,initial,0,88.64070181,early,0
C6,28,initial,0,89.47790351,early,0
C6,29,initial,0,90.3151052,early,0
C6,30,initial,0,91.1523069,early,0
C6,31,initial,0,91.98950859,early,0
C6,32,initial,0,92.82671029,early,0
C6,33,initial,0,93.25202035,early,0
C6,34,initial,0,93.67733042,early,0
C6,35,initial,0,94.10264048,early,0
C6,36,initial,0,94.52795055,early,0
C6,37,initial,0,94.95326061,early,0
C6,38,initial,0,95.37857068,early,0
C6,39,initial,0,95.80388075,early,0
C6,40,initial,0,96.22919081,early,0
C6,41,initial,0,96.65450088,early,0
C6,42,initial,0,97.07981094,early,0
C6,43,initial,0,97.50512101,early,0
C6,44,initial,0,97.93043107,early,0
C6,45,initial,0,98.35574114,early,0
C6,46,initial,0,98.7810512,early,0
C6,47,initial,0,99.20636127,early,0
C6,48,initial,0,99.63167133,early,0
C6,49,initial,0,100.0569814,early,0
C6,50,initial,0,100.4822915,early,0
C6,51,initial,0,100.9076015,early,0
C6,52,initial,0,101.3329116,early,0
C6,53,initial,0,101.7582217,early,0
C6,54,initial,0,102.1835317,early,0
C6,55,initial,0,102.6088418,early,0
C6,56,initial,0,103.0341519,early,0
