ID,Configuration,condition,run_id,relative_tool_life,true_stage,true_stage_id,q_true,q_hat,p_E,p_M,p_L,pred_stage,pred_stage_id,dataset_id,task_id,protocol_id,aggregation_level,uncertainty_type,n_test,test_universe,source_path,status
A1,Temperature-scaled raw stage head,C6,22,0.033003300330033,early,0,0.1161809303080454,0.3078916370868683,0.9496849775314332,0.0357879623770713,0.0145269911736249,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,23,0.0363036303630363,early,0,0.1213168234786207,0.3078649938106537,0.9508822560310364,0.0344655737280845,0.0146521739661693,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,24,0.0396039603960396,early,0,0.1262477977578404,0.3084639608860016,0.9514207243919371,0.0337572582066059,0.0148220499977469,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,25,0.0429042904290429,early,0,0.13117877203706,0.3090329766273498,0.9520650506019592,0.0330435037612915,0.0148914605379104,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,26,0.0462046204620462,early,0,0.1361097463162796,0.309581995010376,0.9525678753852844,0.0323487035930156,0.015083422884345,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,27,0.0495049504950495,early,0,0.1410407205954993,0.3101050853729248,0.9525939226150512,0.0320662148296833,0.0153399035334587,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,28,0.0528052805280528,early,0,0.1459716948747189,0.3105781972408294,0.9525578022003174,0.0318359918892383,0.0156060950830578,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,29,0.0561056105610561,early,0,0.1509026691539386,0.3107044994831085,0.9525649547576904,0.0315693840384483,0.0158656314015388,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,30,0.0594059405940594,early,0,0.1554870761471252,0.3104238212108612,0.9527426958084106,0.0313476808369159,0.0159096177667379,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,31,0.0627062706270627,early,0,0.1597249158626929,0.3103744983673095,0.9531236290931702,0.0312274992465972,0.0156487971544265,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,32,0.066006600660066,early,0,0.1636161882838135,0.3107146024703979,0.953166663646698,0.0311665087938308,0.0156668461859226,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,33,0.0693069306930693,early,0,0.1671608934273151,0.3109871447086334,0.9529496431350708,0.0309529770165681,0.0160974580794572,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,34,0.0726072607260726,early,0,0.1703590312763698,0.3110054135322571,0.953183114528656,0.0308214575052261,0.0159954521805048,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,35,0.0759075907590759,early,0,0.1732106018478054,0.3112152516841888,0.9531115293502808,0.0307448115199804,0.0161436740309,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,36,0.0792079207920792,early,0,0.175715605133208,0.3111321628093719,0.9531773924827576,0.0306968856602907,0.0161257460713386,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,37,0.0825082508250825,early,0,0.1782206084186106,0.311008870601654,0.953300952911377,0.0305713806301355,0.0161276310682296,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,38,0.0858085808580858,early,0,0.1807256117040133,0.3106935918331146,0.9534687995910645,0.0304633472114801,0.0160678662359714,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,39,0.0891089108910891,early,0,0.183230614989416,0.3104901015758514,0.9535147547721864,0.0304552987217903,0.0160299930721521,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,40,0.0924092409240924,early,0,0.1857356182748186,0.3105015158653259,0.953469216823578,0.0305200573056936,0.0160106979310512,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,41,0.0957095709570957,early,0,0.1882406215602211,0.3105050325393677,0.9535230994224548,0.0305167976766824,0.0159601233899593,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,42,0.099009900990099,early,0,0.1907456248456237,0.309992104768753,0.9536473155021667,0.0304599348455667,0.0158927496522665,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,43,0.1023102310231023,early,0,0.1932506281226124,0.3100661039352417,0.9536505937576294,0.0303955785930156,0.0159538947045803,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,44,0.1056105610561056,early,0,0.195755631408015,0.3098283112049103,0.9537405967712402,0.0303243398666381,0.0159351676702499,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,45,0.1089108910891089,early,0,0.1982606346850036,0.3096039295196533,0.9539487957954408,0.0302279852330684,0.0158231817185878,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,46,0.1122112211221122,early,0,0.2007656379704062,0.3096730411052704,0.9538984894752502,0.0302793625742197,0.0158221069723367,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,47,0.1155115511551155,early,0,0.2032706412810509,0.3096702694892883,0.953827738761902,0.0303450915962457,0.0158271435648202,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,48,0.1188118811881188,early,0,0.2057756445412115,0.3095974028110504,0.9538148641586304,0.0303449444472789,0.0158402081578969,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,49,0.1221122112211221,early,0,0.2082806478266142,0.3098601400852203,0.9537163972854614,0.0304034650325775,0.0158801898360252,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,50,0.1254125412541254,early,0,0.2107856511456729,0.3099804520606994,0.9536588191986084,0.03046490624547,0.0158762261271476,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,51,0.1287128712871287,early,0,0.2132906544058334,0.3100768625736236,0.9534433484077454,0.0305540151894092,0.0160026662051677,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,52,0.132013201320132,early,0,0.21579565769965,0.3102250695228576,0.9533939361572266,0.0305783785879611,0.0160276927053928,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,53,0.1353135313531353,early,0,0.2183006610187089,0.3107087016105652,0.9530602097511292,0.0307010151445865,0.016238797456026,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,54,0.1386138613861386,early,0,0.2208056642536273,0.3109383583068847,0.9529060125350952,0.0307521894574165,0.0163417812436819,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,55,0.1419141914191419,early,0,0.2233106675726861,0.3110228478908539,0.9526597261428832,0.0308785755187273,0.016461756080389,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,56,0.1452145214521452,early,0,0.2258156708917448,0.3114282190799713,0.9525459408760072,0.0309593416750431,0.0164946727454662,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,57,0.1485148514851485,early,0,0.2283206741266631,0.3120516538619995,0.952199161052704,0.0311888568103313,0.0166119448840618,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,58,0.1518151815181518,early,0,0.230825677445722,0.3124416470527649,0.9521390795707704,0.0311882961541414,0.0166727062314748,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,59,0.1551155115511551,early,0,0.2333306806806404,0.3128249645233154,0.9515952467918396,0.0314938426017761,0.0169109161943197,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,60,0.1584158415841584,early,0,0.2358356839155588,0.3130836188793182,0.951650619506836,0.031677171587944,0.0166722293943166,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,61,0.1617161716171617,early,0,0.2383406872346176,0.3133983016014099,0.951187252998352,0.0319410823285579,0.0168716963380575,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,62,0.165016501650165,early,0,0.2405333421859526,0.3131302893161773,0.9513248801231384,0.0320745147764682,0.0166005864739418,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,63,0.1683168316831683,early,0,0.2424136488537044,0.3138535618782043,0.9505762457847596,0.0324738435447216,0.0169499553740024,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,64,0.1716171617161716,early,0,0.2439816073220131,0.3140126466751098,0.9504362940788268,0.0326967909932136,0.0168669074773788,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,65,0.1749174917491749,early,0,0.2452372175067385,0.315245121717453,0.948268175125122,0.0336769297719001,0.018054898828268,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,66,0.1782178217821782,early,0,0.2461804794078805,0.3159659802913666,0.9477221369743348,0.0341922156512737,0.018085591495037,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,67,0.1815181518151815,early,0,0.2468113930254392,0.3172479569911957,0.9459684491157532,0.0354891866445541,0.0185423269867897,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,68,0.1848184818481848,early,0,0.2471427694933539,0.3175893127918243,0.9443592429161072,0.0369033031165599,0.0187374390661716,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,69,0.1881188118811881,early,0,0.2479090181565044,0.3202665448188782,0.9413667917251588,0.0391905233263969,0.0194427426904439,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,70,0.1914191419141914,early,0,0.2490971012066999,0.3227491378784179,0.9371427893638612,0.0427666902542114,0.0200905129313468,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,71,0.1947194719471947,early,0,0.2506934927372599,0.3251096606254577,0.9319100379943848,0.0473451912403106,0.0207447502762079,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,72,0.198019801980198,early,0,0.252684213072299,0.3270651400089264,0.9274467825889589,0.051637727767229,0.0209154188632965,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,73,0.2013201320132013,early,0,0.255054863769136,0.3326156139373779,0.9162877798080444,0.0613175928592681,0.0223946962505579,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,74,0.2046204620462046,early,0,0.2577906625365613,0.334667444229126,0.9081835150718688,0.0688480213284492,0.022968403995037,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,75,0.2079207920792079,early,0,0.2608636681129916,0.3361213803291321,0.8950241804122925,0.0810258165001869,0.0239500161260366,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,76,0.2112211221122112,early,0,0.2638363774010046,0.3346440494060516,0.9027579426765442,0.0737863034009933,0.0234558247029781,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,77,0.2145214521452145,early,0,0.266706110107996,0.335044264793396,0.8905656933784485,0.0854575857520103,0.0239767767488956,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,78,0.2178217821782178,early,0,0.2694704346603989,0.3337025344371795,0.9048151969909668,0.0727155804634094,0.0224692113697528,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,79,0.2211221122112211,early,0,0.2721271695499306,0.3345933556556701,0.90184485912323,0.0757201015949249,0.0224350485950708,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,80,0.2244224422442244,early,0,0.2746743849322597,0.3317588269710541,0.9133342504501344,0.0656465739011764,0.0210192538797855,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,81,0.2277227722772277,early,0,0.2771104033001299,0.3314158022403717,0.9112527966499328,0.0674518644809722,0.0212953221052885,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,82,0.231023102310231,early,0,0.2794337993150789,0.3301896750926971,0.9169702529907228,0.0624889805912971,0.0205408036708831,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,83,0.2343234323432343,early,0,0.2816433994708767,0.3304326236248016,0.9145652055740356,0.0647789314389228,0.0206558220088481,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,84,0.2376237623762376,early,0,0.2837382809997008,0.3306461870670318,0.9165960550308228,0.0631335526704788,0.0202704109251499,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,85,0.2409240924092409,early,0,0.2857177701051873,0.3312995433807373,0.9135992527008056,0.0659404695034027,0.0204602479934692,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,86,0.2442244224422442,early,0,0.2875814402796224,0.3310129344463348,0.9089104533195496,0.0704838931560516,0.0206056665629148,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,87,0.2475247524752475,early,0,0.2893291093590293,0.3274817764759063,0.9222020506858826,0.0580658093094825,0.0197321251034736,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,88,0.2508250825082508,early,0,0.2909608366623936,0.3314131796360016,0.902335524559021,0.0761542022228241,0.0215103216469287,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,89,0.2541254125412541,early,0,0.292476919541907,0.3302106261253357,0.9112846255302428,0.0683028176426887,0.0204126052558422,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,90,0.2574257425742574,early,0,0.2938778895966487,0.3326147794723511,0.883976936340332,0.0931140109896659,0.0229089893400669,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,91,0.2607260726072607,early,0,0.2951645082131444,0.3339242339134216,0.9039337038993835,0.0746558159589767,0.0214105509221553,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,92,0.264026402640264,early,0,0.2963377620217843,0.3341516256332397,0.8746984004974365,0.1013754308223724,0.0239262357354164,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
A1,Temperature-scaled raw stage head,C6,93,0.2673267326732673,early,0,0.2973988580166796,0.3338065147399902,0.8906856179237366,0.0868988782167434,0.0224156007170677,early,0,PHM2010,D1,PHM_D1_FROZEN_B11_B12,run_probability,none,304,run_id_12_315_common_304,figures/fig4_ablation/A1_A6_probability_trajectories.csv,DERIVED
