ID,Configuration,condition,run_id,relative_tool_life,true_stage,true_stage_id,q_true,q_hat,p_E,p_M,p_L,pred_stage,pred_stage_id
A1,Temperature-scaled raw stage head,C6,35,0.07590759075907591,early,0,0.1732106018478054,0.31121525168418884,0.9531115293502808,0.03074481151998043,0.0161436740309,early,0
A1,Temperature-scaled raw stage head,C6,36,0.07920792079207921,early,0,0.175715605133208,0.31113216280937195,0.9531773924827576,0.030696885660290718,0.016125746071338654,early,0
A1,Temperature-scaled raw stage head,C6,37,0.08250825082508251,early,0,0.1782206084186106,0.31100887060165405,0.953300952911377,0.030571380630135536,0.016127631068229675,early,0
A1,Temperature-scaled raw stage head,C6,38,0.0858085808580858,early,0,0.1807256117040133,0.3106935918331146,0.9534687995910645,0.03046334721148014,0.01606786623597145,early,0
A1,Temperature-scaled raw stage head,C6,39,0.0891089108910891,early,0,0.183230614989416,0.31049010157585144,0.9535147547721863,0.030455298721790314,0.016029993072152138,early,0
A1,Temperature-scaled raw stage head,C6,40,0.0924092409240924,early,0,0.1857356182748186,0.3105015158653259,0.9534692168235779,0.030520057305693626,0.016010697931051254,early,0
A1,Temperature-scaled raw stage head,C6,41,0.09570957095709572,early,0,0.1882406215602211,0.3105050325393677,0.9535230994224548,0.030516797676682472,0.015960123389959335,early,0
A1,Temperature-scaled raw stage head,C6,42,0.09900990099009901,early,0,0.1907456248456237,0.30999210476875305,0.9536473155021667,0.03045993484556675,0.015892749652266502,early,0
A1,Temperature-scaled raw stage head,C6,43,0.10231023102310231,early,0,0.1932506281226124,0.3100661039352417,0.9536505937576294,0.03039557859301567,0.015953894704580307,early,0
A1,Temperature-scaled raw stage head,C6,44,0.10561056105610561,early,0,0.195755631408015,0.3098283112049103,0.9537405967712402,0.030324339866638184,0.01593516767024994,early,0
A1,Temperature-scaled raw stage head,C6,45,0.10891089108910891,early,0,0.1982606346850036,0.3096039295196533,0.9539487957954407,0.030227985233068466,0.015823181718587875,early,0
A1,Temperature-scaled raw stage head,C6,46,0.11221122112211221,early,0,0.2007656379704062,0.3096730411052704,0.9538984894752502,0.030279362574219704,0.01582210697233677,early,0
A1,Temperature-scaled raw stage head,C6,47,0.11551155115511551,early,0,0.2032706412810509,0.30967026948928833,0.9538277387619019,0.030345091596245766,0.01582714356482029,early,0
A1,Temperature-scaled raw stage head,C6,48,0.1188118811881188,early,0,0.2057756445412115,0.3095974028110504,0.9538148641586304,0.030344944447278976,0.015840208157896996,early,0
A1,Temperature-scaled raw stage head,C6,49,0.12211221122112212,early,0,0.2082806478266142,0.30986014008522034,0.9537163972854614,0.030403465032577515,0.015880189836025238,early,0
A1,Temperature-scaled raw stage head,C6,50,0.1254125412541254,early,0,0.2107856511456729,0.30998045206069946,0.9536588191986084,0.030464906245470047,0.015876226127147675,early,0
A1,Temperature-scaled raw stage head,C6,51,0.12871287128712872,early,0,0.2132906544058334,0.31007686257362366,0.9534433484077454,0.030554015189409256,0.01600266620516777,early,0
A1,Temperature-scaled raw stage head,C6,52,0.132013201320132,early,0,0.21579565769965,0.31022506952285767,0.9533939361572266,0.030578378587961197,0.016027692705392838,early,0
A1,Temperature-scaled raw stage head,C6,53,0.1353135313531353,early,0,0.2183006610187089,0.3107087016105652,0.9530602097511292,0.030701015144586563,0.016238797456026077,early,0
A1,Temperature-scaled raw stage head,C6,54,0.13861386138613863,early,0,0.2208056642536273,0.31093835830688477,0.9529060125350952,0.030752189457416534,0.016341781243681908,early,0
A1,Temperature-scaled raw stage head,C6,55,0.1419141914191419,early,0,0.2233106675726861,0.3110228478908539,0.9526597261428833,0.030878575518727303,0.016461756080389023,early,0
A1,Temperature-scaled raw stage head,C6,56,0.14521452145214522,early,0,0.2258156708917448,0.3114282190799713,0.9525459408760071,0.030959341675043106,0.016494672745466232,early,0
A1,Temperature-scaled raw stage head,C6,57,0.1485148514851485,early,0,0.2283206741266631,0.3120516538619995,0.9521991610527039,0.031188856810331345,0.016611944884061813,early,0
A1,Temperature-scaled raw stage head,C6,58,0.15181518151815182,early,0,0.230825677445722,0.3124416470527649,0.9521390795707703,0.031188296154141426,0.016672706231474876,early,0
A1,Temperature-scaled raw stage head,C6,59,0.1551155115511551,early,0,0.2333306806806404,0.31282496452331543,0.9515952467918396,0.03149384260177612,0.016910916194319725,early,0
A1,Temperature-scaled raw stage head,C6,60,0.15841584158415842,early,0,0.2358356839155588,0.31308361887931824,0.9516506195068359,0.03167717158794403,0.016672229394316673,early,0
A1,Temperature-scaled raw stage head,C6,61,0.1617161716171617,early,0,0.2383406872346176,0.3133983016014099,0.951187252998352,0.03194108232855797,0.016871696338057518,early,0
A1,Temperature-scaled raw stage head,C6,62,0.16501650165016502,early,0,0.2405333421859526,0.31313028931617737,0.9513248801231384,0.03207451477646828,0.016600586473941803,early,0
A1,Temperature-scaled raw stage head,C6,63,0.16831683168316833,early,0,0.2424136488537044,0.31385356187820435,0.9505762457847595,0.0324738435447216,0.016949955374002457,early,0
A1,Temperature-scaled raw stage head,C6,64,0.1716171617161716,early,0,0.2439816073220131,0.31401264667510986,0.9504362940788269,0.032696790993213654,0.016866907477378845,early,0
A1,Temperature-scaled raw stage head,C6,65,0.17491749174917492,early,0,0.2452372175067385,0.315245121717453,0.9482681751251221,0.03367692977190018,0.01805489882826805,early,0
A1,Temperature-scaled raw stage head,C6,66,0.1782178217821782,early,0,0.2461804794078805,0.3159659802913666,0.9477221369743347,0.03419221565127373,0.01808559149503708,early,0
A1,Temperature-scaled raw stage head,C6,67,0.18151815181518152,early,0,0.2468113930254392,0.3172479569911957,0.9459684491157532,0.03548918664455414,0.018542326986789703,early,0
A1,Temperature-scaled raw stage head,C6,68,0.1848184818481848,early,0,0.2471427694933539,0.31758931279182434,0.9443592429161072,0.03690330311655998,0.018737439066171646,early,0
A1,Temperature-scaled raw stage head,C6,69,0.18811881188118812,early,0,0.2479090181565044,0.3202665448188782,0.9413667917251587,0.03919052332639694,0.019442742690443993,early,0
A1,Temperature-scaled raw stage head,C6,70,0.19141914191419143,early,0,0.2490971012066999,0.32274913787841797,0.9371427893638611,0.042766690254211426,0.020090512931346893,early,0
A1,Temperature-scaled raw stage head,C6,71,0.19471947194719472,early,0,0.2506934927372599,0.32510966062545776,0.9319100379943848,0.04734519124031067,0.020744750276207924,early,0
A1,Temperature-scaled raw stage head,C6,72,0.19801980198019803,early,0,0.252684213072299,0.3270651400089264,0.9274467825889587,0.05163772776722908,0.02091541886329651,early,0
A1,Temperature-scaled raw stage head,C6,73,0.20132013201320131,early,0,0.255054863769136,0.33261561393737793,0.9162877798080444,0.06131759285926819,0.0223946962505579,early,0
A1,Temperature-scaled raw stage head,C6,74,0.20462046204620463,early,0,0.2577906625365613,0.334667444229126,0.9081835150718689,0.06884802132844925,0.02296840399503708,early,0
A1,Temperature-scaled raw stage head,C6,75,0.2079207920792079,early,0,0.2608636681129916,0.3361213803291321,0.8950241804122925,0.08102581650018692,0.023950016126036644,early,0
A1,Temperature-scaled raw stage head,C6,76,0.21122112211221122,early,0,0.2638363774010046,0.33464404940605164,0.9027579426765442,0.07378630340099335,0.023455824702978134,early,0
A1,Temperature-scaled raw stage head,C6,77,0.2145214521452145,early,0,0.266706110107996,0.335044264793396,0.8905656933784485,0.08545758575201035,0.023976776748895645,early,0
A1,Temperature-scaled raw stage head,C6,78,0.21782178217821782,early,0,0.2694704346603989,0.33370253443717957,0.9048151969909668,0.07271558046340942,0.022469211369752884,early,0
A1,Temperature-scaled raw stage head,C6,79,0.22112211221122113,early,0,0.2721271695499306,0.33459335565567017,0.90184485912323,0.07572010159492493,0.02243504859507084,early,0
A1,Temperature-scaled raw stage head,C6,80,0.22442244224422442,early,0,0.2746743849322597,0.3317588269710541,0.9133342504501343,0.06564657390117645,0.021019253879785538,early,0
A1,Temperature-scaled raw stage head,C6,81,0.22772277227722773,early,0,0.2771104033001299,0.3314158022403717,0.9112527966499329,0.06745186448097229,0.021295322105288506,early,0
A1,Temperature-scaled raw stage head,C6,82,0.23102310231023102,early,0,0.2794337993150789,0.33018967509269714,0.9169702529907227,0.06248898059129715,0.02054080367088318,early,0
A1,Temperature-scaled raw stage head,C6,83,0.23432343234323433,early,0,0.2816433994708767,0.33043262362480164,0.9145652055740356,0.06477893143892288,0.02065582200884819,early,0
A1,Temperature-scaled raw stage head,C6,84,0.2376237623762376,early,0,0.2837382809997008,0.33064618706703186,0.9165960550308228,0.06313355267047882,0.020270410925149918,early,0
A1,Temperature-scaled raw stage head,C6,85,0.24092409240924093,early,0,0.2857177701051873,0.3312995433807373,0.9135992527008057,0.06594046950340271,0.02046024799346924,early,0
A1,Temperature-scaled raw stage head,C6,86,0.24422442244224424,early,0,0.2875814402796224,0.33101293444633484,0.9089104533195496,0.07048389315605164,0.02060566656291485,early,0
A1,Temperature-scaled raw stage head,C6,87,0.24752475247524752,early,0,0.2893291093590293,0.32748177647590637,0.9222020506858826,0.058065809309482574,0.019732125103473663,early,0
A1,Temperature-scaled raw stage head,C6,88,0.2508250825082508,early,0,0.2909608366623936,0.3314131796360016,0.902335524559021,0.0761542022228241,0.021510321646928787,early,0
A1,Temperature-scaled raw stage head,C6,89,0.25412541254125415,early,0,0.292476919541907,0.3302106261253357,0.9112846255302429,0.06830281764268875,0.02041260525584221,early,0
A1,Temperature-scaled raw stage head,C6,90,0.25742574257425743,early,0,0.2938778895966487,0.3326147794723511,0.883976936340332,0.09311401098966599,0.02290898934006691,early,0
A1,Temperature-scaled raw stage head,C6,91,0.2607260726072607,early,0,0.2951645082131444,0.33392423391342163,0.9039337038993835,0.07465581595897675,0.02141055092215538,early,0
A1,Temperature-scaled raw stage head,C6,92,0.264026402640264,early,0,0.2963377620217843,0.33415162563323975,0.8746984004974365,0.10137543082237244,0.023926235735416412,early,0
A1,Temperature-scaled raw stage head,C6,93,0.26732673267326734,early,0,0.2973988580166796,0.33380651473999023,0.8906856179237366,0.08689887821674347,0.02241560071706772,early,0
A1,Temperature-scaled raw stage head,C6,94,0.2706270627062706,early,0,0.2983492180865358,0.333255797624588,0.84426349401474,0.12993045151233673,0.025806037709116936,early,0
A1,Temperature-scaled raw stage head,C6,95,0.2739273927392739,early,0,0.2991904732089655,0.33521968126296997,0.8553918600082397,0.11943110078573227,0.02517707645893097,early,0
A1,Temperature-scaled raw stage head,C6,96,0.27722772277227725,middle,1,0.2999244579813612,0.3373226821422577,0.7834638953208923,0.18651796877384186,0.030018175020813942,early,0
A1,Temperature-scaled raw stage head,C6,97,0.28052805280528054,middle,1,0.3005532038896633,0.34093204140663147,0.6984309554100037,0.2670489251613617,0.03452014550566673,early,0
A1,Temperature-scaled raw stage head,C6,98,0.2838283828382838,middle,1,0.3010789330819709,0.3407261371612549,0.6346250176429749,0.3288787603378296,0.03649624437093735,early,0
A1,Temperature-scaled raw stage head,C6,99,0.2871287128712871,middle,1,0.3015040515531672,0.3496839702129364,0.36248934268951416,0.5978859663009644,0.03962472453713417,middle,1
A1,Temperature-scaled raw stage head,C6,100,0.29042904290429045,middle,1,0.3018311420771272,0.3530406057834625,0.30065760016441345,0.6600238084793091,0.03931856527924538,middle,1
A1,Temperature-scaled raw stage head,C6,101,0.29372937293729373,middle,1,0.3020690494932344,0.3592841625213623,0.23077362775802612,0.7301220893859863,0.03910425305366516,middle,1
A1,Temperature-scaled raw stage head,C6,102,0.297029702970297,middle,1,0.3022325432192163,0.36500686407089233,0.18706242740154266,0.774116039276123,0.03882152959704399,middle,1
A1,Temperature-scaled raw stage head,C6,103,0.30033003300330036,middle,1,0.302336046771595,0.3781692385673523,0.13393636047840118,0.8271718621253967,0.03889172896742821,middle,1
A1,Temperature-scaled raw stage head,C6,104,0.30363036303630364,middle,1,0.3023936126918466,0.38504308462142944,0.11732424050569534,0.8425677418708801,0.040108051151037216,middle,1
A1,Temperature-scaled raw stage head,C6,105,0.3069306930693069,middle,1,0.302418898229824,0.3891671299934387,0.11373157799243927,0.8424013257026672,0.043867077678442,middle,1
A1,Temperature-scaled raw stage head,C6,106,0.3102310231023102,middle,1,0.3024251420368648,0.39413201808929443,0.11647175997495651,0.8357145190238953,0.04781379550695419,middle,1
A1,Temperature-scaled raw stage head,C6,107,0.31353135313531355,middle,1,0.3024251420368648,0.3975559175014496,0.11424628645181656,0.835455060005188,0.05029864236712456,middle,1
A1,Temperature-scaled raw stage head,C6,108,0.31683168316831684,middle,1,0.3024251420368648,0.38123711943626404,0.20326673984527588,0.736822247505188,0.059910960495471954,middle,1
A1,Temperature-scaled raw stage head,C6,109,0.3201320132013201,middle,1,0.3024251420368648,0.3917933404445648,0.1475425809621811,0.7984219789505005,0.05403542518615723,middle,1
A1,Temperature-scaled raw stage head,C6,110,0.3234323432343234,middle,1,0.3024251420368648,0.3877370059490204,0.18160086870193481,0.7620987296104431,0.05630040913820267,middle,1
A1,Temperature-scaled raw stage head,C6,111,0.32673267326732675,middle,1,0.3024251420368648,0.3961142301559448,0.13886472582817078,0.808013916015625,0.05312132462859154,middle,1
A1,Temperature-scaled raw stage head,C6,112,0.33003300330033003,middle,1,0.3024251420368648,0.39156052470207214,0.18921039998531342,0.7537918090820312,0.05699780955910683,middle,1
A1,Temperature-scaled raw stage head,C6,113,0.3333333333333333,middle,1,0.3024251420368648,0.3999877870082855,0.12371525913476944,0.8241108059883118,0.052173953503370285,middle,1
A1,Temperature-scaled raw stage head,C6,114,0.33663366336633666,middle,1,0.3024251420368648,0.39979586005210876,0.13965196907520294,0.8065503239631653,0.053797703236341476,middle,1
A1,Temperature-scaled raw stage head,C6,115,0.33993399339933994,middle,1,0.3024251420368648,0.40596628189086914,0.09986953437328339,0.8491182923316956,0.05101212486624718,middle,1
A1,Temperature-scaled raw stage head,C6,116,0.3432343234323432,middle,1,0.3024251420368648,0.4059394896030426,0.11376409232616425,0.8347123861312866,0.05152353644371033,middle,1
A1,Temperature-scaled raw stage head,C6,117,0.3465346534653465,middle,1,0.3024251420368648,0.4113992154598236,0.0887920930981636,0.8607588410377502,0.05044908821582794,middle,1
A1,Temperature-scaled raw stage head,C6,118,0.34983498349834985,middle,1,0.3024251420368648,0.4197269082069397,0.07618100196123123,0.8724938035011292,0.05132519453763962,middle,1
A1,Temperature-scaled raw stage head,C6,119,0.35313531353135313,middle,1,0.3024251420368648,0.3979281783103943,0.13918501138687134,0.798744261264801,0.062070734798908234,middle,1
A1,Temperature-scaled raw stage head,C6,120,0.3564356435643564,middle,1,0.3024251420368648,0.4191836714744568,0.09521006792783737,0.8405860066413879,0.0642039030790329,middle,1
A1,Temperature-scaled raw stage head,C6,121,0.35973597359735976,middle,1,0.3024251420368648,0.42013537883758545,0.09843945503234863,0.8392990231513977,0.06226157397031784,middle,1
A1,Temperature-scaled raw stage head,C6,122,0.36303630363036304,middle,1,0.3024251420368648,0.42659351229667664,0.08811171352863312,0.8473545908927917,0.06453365087509155,middle,1
A1,Temperature-scaled raw stage head,C6,123,0.36633663366336633,middle,1,0.3024251420368648,0.4262668788433075,0.12384548783302307,0.8017935156822205,0.07436104863882065,middle,1
A1,Temperature-scaled raw stage head,C6,124,0.3696369636963696,middle,1,0.3024251420368648,0.43316465616226196,0.09221652895212173,0.8363949656486511,0.07138853520154953,middle,1
A1,Temperature-scaled raw stage head,C6,125,0.37293729372937295,middle,1,0.3024251420368648,0.4333382546901703,0.08734174072742462,0.8455895185470581,0.06706879287958145,middle,1
A1,Temperature-scaled raw stage head,C6,126,0.37623762376237624,middle,1,0.3024412137797824,0.4377652406692505,0.07600247114896774,0.8590559959411621,0.06494148820638657,middle,1
A1,Temperature-scaled raw stage head,C6,127,0.3795379537953795,middle,1,0.3026364281860637,0.4334155023097992,0.09060748666524887,0.8412401676177979,0.06815234571695328,middle,1
A1,Temperature-scaled raw stage head,C6,128,0.38283828382838286,middle,1,0.3030107851715685,0.4364373981952667,0.07881633192300797,0.8547945022583008,0.06638913601636887,middle,1
A1,Temperature-scaled raw stage head,C6,129,0.38613861386138615,middle,1,0.3035642847362966,0.4446551501750946,0.06478222459554672,0.8718650937080383,0.06335272639989853,middle,1
A1,Temperature-scaled raw stage head,C6,130,0.38943894389438943,middle,1,0.3042969268802481,0.44123417139053345,0.05956566706299782,0.8826507925987244,0.0577835850417614,middle,1
A1,Temperature-scaled raw stage head,C6,131,0.3927392739273927,middle,1,0.3052087116875634,0.442484050989151,0.05059950426220894,0.8974893093109131,0.051911212503910065,middle,1
A1,Temperature-scaled raw stage head,C6,132,0.39603960396039606,middle,1,0.3062996390741022,0.4391639828681946,0.046936605125665665,0.9067181348800659,0.046345245093107224,middle,1
A1,Temperature-scaled raw stage head,C6,133,0.39933993399339934,middle,1,0.3075536372969468,0.4388996362686157,0.0393533818423748,0.9216490387916565,0.038997583091259,middle,1
A1,Temperature-scaled raw stage head,C6,134,0.40264026402640263,middle,1,0.3088076355197915,0.43563637137413025,0.03770851343870163,0.9262296557426453,0.036061860620975494,middle,1
A1,Temperature-scaled raw stage head,C6,135,0.40594059405940597,middle,1,0.310061633742636,0.43309086561203003,0.033940110355615616,0.9339566230773926,0.03210322931408882,middle,1
A1,Temperature-scaled raw stage head,C6,136,0.40924092409240925,middle,1,0.3113156319654807,0.4312250018119812,0.03307541459798813,0.9362135529518127,0.030711106956005096,middle,1
A1,Temperature-scaled raw stage head,C6,137,0.41254125412541254,middle,1,0.3125696301883253,0.42990371584892273,0.030148331075906754,0.9420765042304993,0.02777521312236786,middle,1
A1,Temperature-scaled raw stage head,C6,138,0.4158415841584158,middle,1,0.3138236284111699,0.43029606342315674,0.02980184555053711,0.9425428509712219,0.027655240148305893,middle,1
A1,Temperature-scaled raw stage head,C6,139,0.41914191419141916,middle,1,0.3150776266340144,0.42874759435653687,0.02829189971089363,0.9457879066467285,0.025920173153281212,middle,1
A1,Temperature-scaled raw stage head,C6,140,0.42244224422442245,middle,1,0.3163316248568591,0.4263884127140045,0.028838111087679863,0.9456631541252136,0.02549872174859047,middle,1
A1,Temperature-scaled raw stage head,C6,141,0.42574257425742573,middle,1,0.3175856230797036,0.42744770646095276,0.02773148939013481,0.9473757743835449,0.02489272877573967,middle,1
A1,Temperature-scaled raw stage head,C6,142,0.429042904290429,middle,1,0.3188396213025483,0.42739763855934143,0.027709631249308586,0.9474508762359619,0.02483949437737465,middle,1
A1,Temperature-scaled raw stage head,C6,143,0.43234323432343236,middle,1,0.3200936195253929,0.42825859785079956,0.02734353393316269,0.9478708505630493,0.02478559873998165,middle,1
A1,Temperature-scaled raw stage head,C6,144,0.43564356435643564,middle,1,0.3213476177482375,0.4287724494934082,0.02783031202852726,0.9469448924064636,0.025224843993782997,middle,1
A1,Temperature-scaled raw stage head,C6,145,0.4389438943894389,middle,1,0.3226016159710823,0.4291303753852844,0.027255836874246597,0.9477728605270386,0.02497129887342453,middle,1
A1,Temperature-scaled raw stage head,C6,146,0.44224422442244227,middle,1,0.3238556141939268,0.42859500646591187,0.02716401405632496,0.9481091499328613,0.024726830422878265,middle,1
A1,Temperature-scaled raw stage head,C6,147,0.44554455445544555,middle,1,0.3251096124167714,0.42979878187179565,0.02698812261223793,0.9479807615280151,0.02503107115626335,middle,1
A1,Temperature-scaled raw stage head,C6,148,0.44884488448844884,middle,1,0.326363610639616,0.43002158403396606,0.026969384402036667,0.9479784369468689,0.025052204728126526,middle,1
A1,Temperature-scaled raw stage head,C6,149,0.4521452145214521,middle,1,0.3276176088624607,0.4305769205093384,0.026862673461437225,0.9481079578399658,0.02502935566008091,middle,1
A1,Temperature-scaled raw stage head,C6,150,0.45544554455445546,middle,1,0.3288716070853052,0.4278234839439392,0.028159568086266518,0.9463492035865784,0.02549121342599392,middle,1
A1,Temperature-scaled raw stage head,C6,151,0.45874587458745875,middle,1,0.3301256053081499,0.43024733662605286,0.027398640289902687,0.94725102186203,0.02535036765038967,middle,1
A1,Temperature-scaled raw stage head,C6,152,0.46204620462046203,middle,1,0.3313796035309944,0.4287784695625305,0.02739543840289116,0.9476304650306702,0.02497410587966442,middle,1
A1,Temperature-scaled raw stage head,C6,153,0.46534653465346537,middle,1,0.3326336017538391,0.4315391182899475,0.027637537568807602,0.9465075731277466,0.02585483342409134,middle,1
A1,Temperature-scaled raw stage head,C6,154,0.46864686468646866,middle,1,0.3338875999766836,0.4321834444999695,0.028274981305003166,0.9452955722808838,0.026429414749145508,middle,1
A1,Temperature-scaled raw stage head,C6,155,0.47194719471947194,middle,1,0.3351415981995282,0.4340552091598511,0.028299817815423012,0.9444723725318909,0.027227818965911865,middle,1
A1,Temperature-scaled raw stage head,C6,156,0.4752475247524752,middle,1,0.3363955964223728,0.43387433886528015,0.028282780200242996,0.9447457194328308,0.02697150968015194,middle,1
A1,Temperature-scaled raw stage head,C6,157,0.47854785478547857,middle,1,0.3376495946452175,0.4355609714984894,0.028950160369277,0.9428317546844482,0.028218107298016548,middle,1
A1,Temperature-scaled raw stage head,C6,158,0.48184818481848185,middle,1,0.3389266209189708,0.43666067719459534,0.028918476775288582,0.9427236914634705,0.028357870876789093,middle,1
A1,Temperature-scaled raw stage head,C6,159,0.48514851485148514,middle,1,0.3402266750753522,0.43485450744628906,0.02914014272391796,0.9427087306976318,0.028151143342256546,middle,1
A1,Temperature-scaled raw stage head,C6,160,0.4884488448844885,middle,1,0.3415497572826421,0.43394482135772705,0.028523117303848267,0.9442461133003235,0.027230801060795784,middle,1
A1,Temperature-scaled raw stage head,C6,161,0.49174917491749176,middle,1,0.3428958675408408,0.4502932131290436,0.028741640970110893,0.937895655632019,0.033362746238708496,middle,1
A1,Temperature-scaled raw stage head,C6,162,0.49504950495049505,middle,1,0.3442650056816676,0.44622305035591125,0.02851625718176365,0.9394864439964294,0.03199724853038788,middle,1
A1,Temperature-scaled raw stage head,C6,163,0.49834983498349833,middle,1,0.3456571718734029,0.4466346502304077,0.028466055169701576,0.9394838213920593,0.032050132751464844,middle,1
A1,Temperature-scaled raw stage head,C6,164,0.5016501650165016,middle,1,0.3470723660319067,0.44980674982070923,0.029265400022268295,0.9360584020614624,0.03467618674039841,middle,1
A1,Temperature-scaled raw stage head,C6,165,0.504950495049505,middle,1,0.3484875601904105,0.4536552429199219,0.02917897328734398,0.9344063997268677,0.03641468286514282,middle,1
A1,Temperature-scaled raw stage head,C6,166,0.5082508250825083,middle,1,0.3499027544330546,0.456484317779541,0.0303348358720541,0.9300392270088196,0.03962591663002968,middle,1
A1,Temperature-scaled raw stage head,C6,167,0.5115511551155115,middle,1,0.3513179485915584,0.46158847212791443,0.030031472444534302,0.9277981519699097,0.04217034578323364,middle,1
A1,Temperature-scaled raw stage head,C6,168,0.5148514851485149,middle,1,0.3527331427500622,0.4708063006401062,0.03231735900044441,0.9168726205825806,0.050809964537620544,middle,1
A1,Temperature-scaled raw stage head,C6,169,0.5181518151815182,middle,1,0.3541483369085658,0.483792245388031,0.03493621200323105,0.8996706008911133,0.06539318710565567,middle,1
A1,Temperature-scaled raw stage head,C6,170,0.5214521452145214,middle,1,0.3555635310670696,0.49402931332588196,0.03919839859008789,0.8701746463775635,0.09062691777944565,middle,1
A1,Temperature-scaled raw stage head,C6,171,0.5247524752475248,middle,1,0.3569787253097137,0.5034048557281494,0.04263921454548836,0.8379225730895996,0.11943820118904114,middle,1
A1,Temperature-scaled raw stage head,C6,172,0.528052805280528,middle,1,0.3583939194682176,0.5054937601089478,0.04680879786610603,0.8152022957801819,0.1379888653755188,middle,1
A1,Temperature-scaled raw stage head,C6,173,0.5313531353135313,middle,1,0.3598091136267213,0.5135019421577454,0.047405943274497986,0.7958627939224243,0.1567312777042389,middle,1
A1,Temperature-scaled raw stage head,C6,174,0.5346534653465347,middle,1,0.3612243078693654,0.5183797478675842,0.050521332770586014,0.7625957131385803,0.186882883310318,middle,1
