sample_id,condition,run_id,true_stage,q_true,q_hat,PC1,PC2
test_C6_00099,C6,111,middle,0.3024251420368648,0.3959003388881683,4.025784610650347,-2.206501782439583
test_C6_00100,C6,112,middle,0.3024251420368648,0.3913194835186004,4.0050016445767245,-1.482370389283899
test_C6_00101,C6,113,middle,0.3024251420368648,0.3997854888439178,3.9993733101188735,-2.4523629239535456
test_C6_00102,C6,114,middle,0.3024251420368648,0.3996331393718719,3.9738311973207097,-2.1823674819302217
test_C6_00103,C6,115,middle,0.3024251420368648,0.4057877361774444,3.9190198729868535,-2.888546074758418
test_C6_00104,C6,116,middle,0.3024251420368648,0.405704140663147,3.9323277935670986,-2.613984648381452
test_C6_00105,C6,117,middle,0.3024251420368648,0.4111517667770386,3.8565338817409254,-3.1223833343990983
test_C6_00106,C6,118,middle,0.3024251420368648,0.4194510281085968,3.747917392493703,-3.4119733392988394
test_C6_00107,C6,119,middle,0.3024251420368648,0.3977336287498474,3.7009573543131666,-2.3023730524305797
test_C6_00108,C6,120,middle,0.3024251420368648,0.4189057648181915,3.4947683813355597,-2.953044519482284
test_C6_00109,C6,121,middle,0.3024251420368648,0.4198625981807709,3.5749601946005165,-2.8445442962531344
test_C6_00110,C6,122,middle,0.3024251420368648,0.4261872470378876,3.4569368558016698,-3.0723866971805407
test_C6_00111,C6,123,middle,0.3024251420368648,0.4260479509830475,3.2528902556403563,-2.343260949100244
test_C6_00112,C6,124,middle,0.3024251420368648,0.4328463971614837,3.2617913468086512,-2.971268169142141
test_C6_00113,C6,125,middle,0.3024251420368648,0.4330358803272247,3.3346847381164473,-3.09284817199929
test_C6_00114,C6,126,middle,0.3024412137797824,0.4375047385692596,3.332937713190068,-3.401208546443635
test_C6_00115,C6,127,middle,0.3026364281860637,0.4330861270427704,3.28738306557081,-3.022700242324223
test_C6_00116,C6,128,middle,0.3030107851715685,0.4361431300640106,3.318608973878797,-3.340217420780168
test_C6_00117,C6,129,middle,0.3035642847362966,0.4444568455219269,3.308430703519231,-3.716060762288893
test_C6_00118,C6,130,middle,0.3042969268802481,0.4410601258277893,3.4433057405822325,-3.916506193586592
test_C6_00119,C6,131,middle,0.3052087116875634,0.4423111975193023,3.5178701271558146,-4.233139133704565
test_C6_00120,C6,132,middle,0.3062996390741022,0.4390105307102203,3.6885428345747453,-4.38466477275943
test_C6_00121,C6,133,middle,0.3075536372969468,0.4387499690055847,3.852704164518895,-4.7251752420431945
test_C6_00122,C6,134,middle,0.3088076355197915,0.4355540871620178,3.945427426766891,-4.816532779383971
test_C6_00123,C6,135,middle,0.310061633742636,0.4330067336559295,4.084129554984949,-5.035426570792928
test_C6_00124,C6,136,middle,0.3113156319654807,0.4311597645282745,4.132823370315027,-5.0861609581859035
test_C6_00125,C6,137,middle,0.3125696301883253,0.4298482835292816,4.239053220370866,-5.266871907252364
test_C6_00126,C6,138,middle,0.3138236284111699,0.430252194404602,4.220362150758259,-5.274223309084289
test_C6_00127,C6,139,middle,0.3150776266340144,0.4286084473133087,4.2977947628913515,-5.38396794306486
test_C6_00128,C6,140,middle,0.3163316248568591,0.4262362420558929,4.35613722846577,-5.351848168208788
test_C6_00129,C6,141,middle,0.3175856230797036,0.4272903203964233,4.358675005765754,-5.418241310262392
test_C6_00130,C6,142,middle,0.3188396213025483,0.4272324442863464,4.364648108863885,-5.4198079831521655
test_C6_00131,C6,143,middle,0.3200936195253929,0.4281225800514221,4.3487448948016665,-5.441583257537963
test_C6_00132,C6,144,middle,0.3213476177482375,0.4286538362503052,4.322826840283092,-5.406109337558953
test_C6_00133,C6,145,middle,0.3226016159710823,0.4290164411067962,4.324576002396062,-5.443208387556085
test_C6_00134,C6,146,middle,0.3238556141939268,0.4284985363483429,4.331522419959974,-5.459305014109508
test_C6_00135,C6,147,middle,0.3251096124167714,0.4296855032444,4.303024692401077,-5.462419603180592
test_C6_00136,C6,148,middle,0.326363610639616,0.4299250841140747,4.294258211069383,-5.456396974742668
test_C6_00137,C6,149,middle,0.3276176088624607,0.4304493367671966,4.287906247597372,-5.46064195193215
test_C6_00138,C6,150,middle,0.3288716070853052,0.4276692867279053,4.331459061062262,-5.388598006198778
test_C6_00139,C6,151,middle,0.3301256053081499,0.43007493019104,4.295302649427381,-5.422524173626946
test_C6_00140,C6,152,middle,0.3313796035309944,0.4286222159862518,4.329086715465577,-5.429877336985045
test_C6_00141,C6,153,middle,0.3326336017538391,0.4313619434833526,4.255444313061033,-5.4035165294527525
test_C6_00142,C6,154,middle,0.3338875999766836,0.4319930970668793,4.222794846324117,-5.359457558147148
test_C6_00143,C6,155,middle,0.3351415981995282,0.4338762760162353,4.17419048843982,-5.357947819799421
test_C6_00144,C6,156,middle,0.3363955964223728,0.4336780309677124,4.185071732681233,-5.366923019331197
test_C6_00145,C6,157,middle,0.3376495946452175,0.4353448748588562,4.12149010862729,-5.3154480307975485
test_C6_00146,C6,158,middle,0.3389266209189708,0.4364944398403168,4.102891021518271,-5.301977130711536
test_C6_00147,C6,159,middle,0.3402266750753522,0.4346721768379211,4.125756095343372,-5.300883907944724
test_C6_00148,C6,160,middle,0.3415497572826421,0.4337354600429535,4.173376969710128,-5.348636277064614
test_C6_00149,C6,161,middle,0.3428958675408408,0.4501543343067169,3.732724825582455,-5.255265500451943
test_C6_00150,C6,162,middle,0.3442650056816676,0.4460711181163788,3.792545755836083,-5.294411178877166
test_C6_00151,C6,163,middle,0.3456571718734029,0.4465202093124389,3.7676967171441484,-5.303248904631148
test_C6_00152,C6,164,middle,0.3470723660319067,0.4497026205062866,3.663075274954606,-5.244028166796627
test_C6_00153,C6,165,middle,0.3484875601904105,0.4534157216548919,3.5350995682459647,-5.225487920988334
test_C6_00154,C6,166,middle,0.3499027544330546,0.4561644196510315,3.4135951845842554,-5.167630339506187
test_C6_00155,C6,167,middle,0.3513179485915584,0.4612416326999664,3.2937788554033336,-5.20266650690925
test_C6_00156,C6,168,middle,0.3527331427500622,0.470242977142334,2.981774549158577,-5.208273334147336
test_C6_00157,C6,169,middle,0.3541483369085658,0.4830891788005829,2.590189944997168,-5.171872783048831
test_C6_00158,C6,170,middle,0.3555635310670696,0.4933706223964691,2.097076189412505,-5.0856586632467815
test_C6_00159,C6,171,middle,0.3569787253097137,0.502670407295227,1.6676602508769711,-4.958775070581914
test_C6_00160,C6,172,middle,0.3583939194682176,0.5047885775566101,1.4470623475848505,-4.781909418778116
test_C6_00161,C6,173,middle,0.3598091136267213,0.5127119421958923,1.2517978432312313,-4.768587761861295
test_C6_00162,C6,174,middle,0.3612243078693654,0.5176573395729065,0.9516306306767971,-4.612495688270347
test_C6_00163,C6,175,middle,0.3626395020278692,0.5279541015625,0.5073014157658636,-4.46107275836432
test_C6_00164,C6,176,middle,0.3640546962705133,0.5201172828674316,0.84756947317779,-4.4210394516923825
test_C6_00165,C6,177,middle,0.365469890429017,0.5262582302093506,0.5929541364612554,-4.402027567328705
test_C6_00166,C6,178,middle,0.3668850845875208,0.5213652849197388,0.7929073957018793,-4.457047248203907
test_C6_00167,C6,179,middle,0.368300278830165,0.5186871290206909,0.9713512853791314,-4.544231001239644
test_C6_00168,C6,180,middle,0.3697154729886687,0.5068267583847046,1.4799427217787344,-4.694440161099847
test_C6_00169,C6,181,middle,0.3711306671471724,0.5020236372947693,1.6993482121512784,-4.84232853185756
test_C6_00170,C6,182,middle,0.3725458613056763,0.4968989193439483,1.8938787267948085,-4.91307701261438
test_C6_00171,C6,183,middle,0.3739610554641798,0.4928957819938659,2.026185689665704,-4.926365088791002
test_C6_00172,C6,184,middle,0.3753762497068241,0.496462881565094,1.9623173799703355,-4.847912940364714
test_C6_00173,C6,185,middle,0.3767914438653277,0.4845648407936096,2.403094739696734,-4.867197064487113
test_C6_00174,C6,186,middle,0.3782066380238316,0.4740836024284363,2.7879496124173158,-4.990306057232845
test_C6_00175,C6,187,middle,0.3796218321823353,0.4701003432273865,2.8868728815601155,-4.94121889228344
test_C6_00176,C6,188,middle,0.3810370263408391,0.4645352959632873,3.12779433645267,-5.0620169139806395
test_C6_00177,C6,189,middle,0.3824522205834832,0.460752010345459,3.254551678858193,-5.0962756919946
test_C6_00178,C6,190,middle,0.3842404922043516,0.4566036462783813,3.4386056121494595,-5.2038895342356675
test_C6_00179,C6,191,middle,0.3864018412875842,0.4520258009433746,3.581018863037156,-5.214387077000181
test_C6_00180,C6,192,middle,0.3889362679173217,0.4491161704063415,3.7436535141578315,-5.329584334098627
test_C6_00181,C6,193,middle,0.3918437719252833,0.4550849497318268,3.593743114909585,-5.364211728374557
test_C6_00182,C6,194,middle,0.3951243534797499,0.4501535594463348,3.7711387198326576,-5.436676976098834
test_C6_00183,C6,195,middle,0.3987780124965807,0.4485146999359131,3.845016187872152,-5.500226644359266
test_C6_00184,C6,196,middle,0.4028047489757763,0.4448868334293365,4.0132369453219345,-5.606629264933158
test_C6_00185,C6,197,middle,0.4068314854549716,0.4460882246494293,3.9797760825574513,-5.6033639094911845
test_C6_00186,C6,198,middle,0.4108582219341671,0.4421637058258056,4.137621574647469,-5.716239572385423
test_C6_00187,C6,199,middle,0.4148849584133625,0.4410771429538727,4.1876599653045625,-5.789410284932606
test_C6_00188,C6,200,middle,0.4189116948925581,0.4396816492080688,4.268023275061251,-5.891181261462098
test_C6_00189,C6,201,middle,0.4229384313717534,0.4409306049346924,4.295467157934662,-6.047228165177675
test_C6_00190,C6,202,middle,0.4269651678509489,0.4396722018718719,4.3395717936475044,-6.073630003498152
test_C6_00191,C6,203,middle,0.4309919042460039,0.4423034191131592,4.271451016320257,-6.097848764366125
test_C6_00192,C6,204,middle,0.4350186407251992,0.4395731389522552,4.340781001479867,-6.16637325378933
test_C6_00193,C6,205,middle,0.4390453772043946,0.4451496303081512,4.120249585561386,-5.945776477854992
test_C6_00194,C6,206,middle,0.4430721135994497,0.4427049458026886,4.2119521919168745,-6.022794345012699
test_C6_00195,C6,207,middle,0.4470988500786451,0.4468312561511993,4.078103682667671,-6.0305887855547375
test_C6_00196,C6,208,middle,0.4511255865578406,0.446054607629776,4.065575505220442,-5.875839913705973
test_C6_00197,C6,209,middle,0.455152323037036,0.4516468644142151,3.8534994219376837,-5.8869292678428895
test_C6_00198,C6,210,middle,0.4591790595162315,0.4513644278049469,3.888134473401697,-5.923843328661107
test_C6_00199,C6,211,middle,0.4632057959954269,0.4566443562507629,3.6579985783213425,-5.792700479026652
test_C6_00200,C6,212,middle,0.4672325324746222,0.4596397876739502,3.4834622974289955,-5.654389208423533
test_C6_00201,C6,213,middle,0.4712592689538178,0.4659953713417053,3.1811925688730853,-5.436799798320486
test_C6_00202,C6,214,middle,0.4752860054330132,0.4753658473491668,2.9019501041235234,-5.422999999894512
test_C6_00203,C6,215,middle,0.4793127419122085,0.4687154591083526,3.2137628205391855,-5.7325610241438465
test_C6_00204,C6,216,middle,0.4833394783072636,0.4919394254684448,2.3271181930226117,-5.347553541556107
test_C6_00205,C6,217,middle,0.4873662147864592,0.4804013669490814,2.673099905099116,-5.342598390772253
test_C6_00206,C6,218,middle,0.4913929512656543,0.4947957098484039,2.150781108690768,-5.296980915312132
test_C6_00207,C6,219,middle,0.4954196876607095,0.4859336316585541,2.3980126492839227,-5.1997266870439365
test_C6_00208,C6,220,middle,0.4994464241399048,0.515974760055542,0.9967631704827642,-4.955954314464235
test_C6_00209,C6,221,middle,0.5034731606191004,0.5206659436225891,0.8794867786765893,-4.873463122938707
test_C6_00210,C6,222,middle,0.5080172527216286,0.5424875617027283,-0.2957938875630002,-4.580097373658381
test_C6_00211,C6,223,middle,0.5130787005316301,0.5424078106880188,-0.21281573570727177,-4.579874706092966
test_C6_00212,C6,224,middle,0.5186575039649646,0.5644207000732422,-1.5392383350680576,-4.192617845315737
test_C6_00213,C6,225,late,0.5247536630216317,0.5981863141059875,-3.471265421181297,-3.4516257443862366
test_C6_00214,C6,226,late,0.5313671777016317,0.6170638799667358,-4.473400101184347,-2.9132560870317397
test_C6_00215,C6,227,late,0.5384980480049646,0.6511935591697693,-6.137251547571297,-1.8100423302373458
test_C6_00216,C6,228,late,0.5461462739316305,0.6577705144882202,-6.404386478904262,-1.6334106388544247
test_C6_00217,C6,229,late,0.5537944998582961,0.6783016324043274,-7.177217064608317,-1.168893620389966
test_C6_00218,C6,230,late,0.5614427257849618,0.6880930066108704,-7.709870211495071,-0.9037330447919018
test_C6_00219,C6,231,late,0.5690909517116278,0.6969251036643982,-8.185436504963356,-0.6618731230803597
test_C6_00220,C6,232,late,0.5767391776382933,0.7028141021728516,-8.372838912277775,-0.45672260985934504
test_C6_00221,C6,233,late,0.5843874036490995,0.7089534401893616,-8.360042433627582,-0.26748862695898457
test_C6_00222,C6,234,late,0.5920356296599056,0.7120978832244873,-8.468890702728617,-0.14899600568907048
test_C6_00223,C6,235,late,0.5996838556707117,0.7163373231887817,-8.603283126047012,-0.029085132173202178
test_C6_00224,C6,236,late,0.6073320816815179,0.7145554423332214,-8.543295050585257,0.05158660055653934
test_C6_00225,C6,237,late,0.6149803076923238,0.7189689874649048,-8.685327740619934,0.060432294238958545
test_C6_00226,C6,238,late,0.6226285336189898,0.7184935808181763,-8.650431051082425,0.12681684516469272
test_C6_00227,C6,239,late,0.6302767595456554,0.720963716506958,-8.727842127237581,0.15404164013583135
test_C6_00228,C6,240,late,0.6379249854723213,0.7174453139305115,-8.58641039130789,0.12245595729197525
test_C6_00229,C6,241,late,0.645573211398987,0.7211993932723999,-8.73580857050411,0.1786360123430723
test_C6_00230,C6,242,late,0.6532214373256527,0.7200806736946106,-8.707505824048022,0.18403509094238324
test_C6_00231,C6,243,late,0.6608696632523182,0.7213953733444214,-8.755115957911084,0.2063968653254417
test_C6_00232,C6,244,late,0.6685178891789844,0.7189964056015015,-8.693967287554162,0.1488600697959489
test_C6_00233,C6,245,late,0.6761661151897903,0.7219682335853577,-8.76955710097521,0.218119213937917
test_C6_00234,C6,246,late,0.6838143412005964,0.7164318561553955,-8.593203213045253,0.2677354926285083
test_C6_00235,C6,247,late,0.6914625672114025,0.7224716544151306,-8.769817381247217,0.23799717810307602
test_C6_00236,C6,248,late,0.6991107932222087,0.722013533115387,-8.732850826246608,0.38568630949674504
test_C6_00237,C6,249,late,0.7067590192330147,0.7234129905700684,-8.789152722559935,0.3181285488303111
test_C6_00238,C6,250,late,0.7144072451596807,0.7190530896186829,-8.65011212542956,0.27827531289808316
test_C6_00239,C6,251,late,0.7220554710863463,0.7232587933540344,-8.795314101794368,0.3292097587896747
test_C6_00240,C6,252,late,0.729703697013012,0.7222763299942017,-8.75694220250644,0.36027126611878757
test_C6_00241,C6,253,late,0.7373519229396778,0.7235472798347473,-8.807091526586632,0.3639278536497457
test_C6_00242,C6,254,late,0.7448714868279991,0.7208490967750549,-8.746614680970762,0.2829234501094511
test_C6_00243,C6,255,late,0.752262388677976,0.7240395545959473,-8.80956165132402,0.3764368830339958
test_C6_00244,C6,256,late,0.7595246284896082,0.723435640335083,-8.786941270447917,0.3548840526165263
test_C6_00245,C6,257,late,0.7666582063470367,0.7244014143943787,-8.803780893168426,0.37387746003827327
test_C6_00246,C6,258,late,0.7736631222502615,0.7258619666099548,-8.834329476317277,0.4943016498252258
test_C6_00247,C6,259,late,0.7805393761151413,0.725984513759613,-8.841893984030571,0.46512841140251654
test_C6_00248,C6,260,late,0.7872869679416767,0.7265386581420898,-8.842355118972426,0.4888505895451557
test_C6_00249,C6,261,late,0.7940345597682124,0.727178156375885,-8.861458340307143,0.4860415140252216
test_C6_00250,C6,262,late,0.8007821515947479,0.7271155118942261,-8.858176845332283,0.4941917146102261
test_C6_00251,C6,263,late,0.8075297434212836,0.7276288866996765,-8.867285365066893,0.4859481415451304
test_C6_00252,C6,264,late,0.8142773352478189,0.727565348148346,-8.861147451794805,0.5041199279011834
test_C6_00253,C6,265,late,0.8210249269902141,0.7282912135124207,-8.86599794928317,0.5322055353020724
test_C6_00254,C6,266,late,0.8277725187326093,0.7279256582260132,-8.855508102924809,0.5643799895964523
test_C6_00255,C6,267,late,0.8345201104750046,0.7278257012367249,-8.85624380584794,0.5946585200194566
test_C6_00256,C6,268,late,0.8412677022173995,0.7243006229400635,-8.790180250462278,0.6616599012404997
test_C6_00257,C6,269,late,0.8480152939597948,0.7272902727127075,-8.842834561218298,0.5727401250265922
test_C6_00258,C6,270,late,0.8547628857021901,0.7257544994354248,-8.803436237745712,0.607456267174857
test_C6_00259,C6,271,late,0.8615104774445851,0.726554274559021,-8.82684173291668,0.5401491788868333
test_C6_00260,C6,272,late,0.8682580691869803,0.723988950252533,-8.77663047964896,0.5357553971703621
test_C6_00261,C6,273,late,0.8750056609293755,0.7256709337234497,-8.82740735956915,0.5271537511551394
test_C6_00262,C6,274,late,0.8817532527559108,0.724215030670166,-8.792904555552319,0.5322884868956109
test_C6_00263,C6,275,late,0.8885008445824465,0.7245842218399048,-8.807067494009353,0.4896482923874538
test_C6_00264,C6,276,late,0.895248436408982,0.7225261330604553,-8.755307268175729,0.4673002098941527
test_C6_00265,C6,277,late,0.9019960282355176,0.7235239148139954,-8.770494148551515,0.5098868313755606
test_C6_00266,C6,278,late,0.9087436200620532,0.7216888070106506,-8.710767708849895,0.5144149360177153
test_C6_00267,C6,279,late,0.9154912118885886,0.7138045430183411,-8.524691813557205,0.6350762387583357
test_C6_00268,C6,280,late,0.9222388037151243,0.7212038040161133,-8.663736914435718,0.41580163045339075
test_C6_00269,C6,281,late,0.9289863954575196,0.7178779244422913,-8.567248869191962,0.5259599729969885
test_C6_00270,C6,282,late,0.9357339871999144,0.7195775508880615,-8.608672845952851,0.3919475939206292
test_C6_00271,C6,283,late,0.9424815789423098,0.7140624523162842,-8.431931520365943,0.3742635337896126
test_C6_00272,C6,284,late,0.949229170684705,0.7171517014503479,-8.605220771809213,0.36888764358738574
test_C6_00273,C6,285,late,0.9559767624271,0.7151066660881042,-8.529829044792924,0.3369396857262115
