run_id,relative_life,VB_true,q_true,q_pred,true_stage,pred_stage,prob_early,prob_middle,prob_late
29,0.056105610561056105,90.3151052,0.1509026691539386,0.31039134,early,early,0.8569148693947723,0.123749137187361,0.0193359934168665
30,0.0594059405940594,91.1523069,0.1554870761471252,0.31010622,early,early,0.8572474907555031,0.1233735896246931,0.0193789196188038
31,0.0627062706270627,91.98950859,0.1597249158626929,0.31003374,early,early,0.8576387628244226,0.123220016989505,0.0191412201850723
32,0.066006600660066,92.82671029,0.1636161882838135,0.3103569,early,early,0.8575130451653633,0.1233260380084997,0.019160916825137
33,0.06930693069306931,93.25202035,0.1671608934273151,0.3106518,early,early,0.8572026325147336,0.1232419959508027,0.0195553715334637
34,0.07260726072607261,93.67733042,0.1703590312763698,0.3106452,early,early,0.8574164359787517,0.1231248775451358,0.0194586864751125
35,0.07590759075907591,94.10264048,0.1732106018478054,0.31085083,early,early,0.8572513966241427,0.1231522642384562,0.019596339136401
36,0.07920792079207921,94.52795055,0.175715605133208,0.3107693,early,early,0.8573663129881294,0.1230504248457137,0.0195832621651568
37,0.08250825082508251,94.95326061,0.1782206084186106,0.31063253,early,early,0.8575543346243597,0.1228525446026276,0.0195931207720127
38,0.0858085808580858,95.37857068,0.1807256117040133,0.31032658,early,early,0.8578806378346199,0.1225834704096293,0.0195358917547507
39,0.0891089108910891,95.80388075,0.183230614989416,0.31011748,early,early,0.8580147108405106,0.1224827642624082,0.0195025248960812
40,0.0924092409240924,96.22919081,0.1857356182748186,0.31012213,early,early,0.8579829899195082,0.1225337520415926,0.0194832580378992
41,0.09570957095709572,96.65450088,0.1882406215602211,0.31012973,early,early,0.858001997897288,0.1225577119226623,0.0194402901790496
42,0.09900990099009901,97.07981094,0.1907456248456237,0.30962062,early,early,0.8583912745618231,0.1222382829671026,0.0193704424700744
43,0.10231023102310231,97.50512101,0.1932506281226124,0.30968666,early,early,0.858377668300433,0.1221925657313027,0.0194297659672642
44,0.10561056105610561,97.93043107,0.195755631408015,0.30943763,early,early,0.8585971619023091,0.1219907003014055,0.0194121377952854
45,0.10891089108910891,98.35574114,0.1982606346850036,0.309207,early,early,0.8589178003765094,0.1217747429068615,0.019307456715629
46,0.11221122112211221,98.7810512,0.2007656379704062,0.3092773,early,early,0.8588341583876061,0.1218582974150208,0.019307544196373
47,0.11551155115511551,99.20636127,0.2032706412810509,0.3092726,early,early,0.8588206534019234,0.121872018164923,0.0193073284321537
48,0.1188118811881188,99.63167133,0.2057756445412115,0.30921546,early,early,0.8588042522635273,0.1218750190517959,0.0193207286836768
49,0.12211221122112212,100.0569814,0.2082806478266142,0.30946785,early,early,0.8585939581704493,0.1220507871824665,0.0193552546460842
50,0.1254125412541254,100.4822915,0.2107856511456729,0.30960348,early,early,0.8584410533393168,0.1222038055176799,0.0193551411420033
51,0.12871287128712872,100.9076015,0.2132906544058334,0.309708,early,early,0.8581936562872067,0.1223362450194598,0.0194700986923335
52,0.132013201320132,101.3329116,0.21579565769965,0.30985945,early,early,0.8580534050898799,0.1224509879553285,0.0194956069537915
53,0.1353135313531353,101.7582217,0.2183006610187089,0.31034297,early,early,0.8575290636705533,0.122781690145706,0.0196892461827407
54,0.13861386138613863,102.1835317,0.2208056642536273,0.31057817,early,early,0.8572567325978704,0.1229559610480901,0.0197873063530395
55,0.1419141914191419,102.6088418,0.2233106675726861,0.31067303,early,early,0.8569645705706133,0.123134358077182,0.0199010713512046
56,0.14521452145214522,103.0341519,0.2258156708917448,0.31107557,early,early,0.8566355629483715,0.1234343238259305,0.019930113224698
57,0.1485148514851485,103.4594619,0.2283206741266631,0.31170356,early,early,0.8559660445738961,0.1239933298097508,0.020040625615353
58,0.15181518151815182,103.884772,0.230825677445722,0.31208268,early,early,0.8557676973710592,0.1241357520973871,0.0200965505305536
59,0.1551155115511551,104.3100821,0.2333306806806404,0.3124793,early,early,0.8550202685518585,0.1246652473267047,0.0203144841204367
60,0.15841584158415842,104.7353921,0.2358356839155588,0.31273922,early,early,0.8548861734304002,0.1250132881570742,0.0201005384115256
61,0.1617161716171617,105.1607022,0.2383406872346176,0.3130735,early,early,0.854266707099215,0.1254532710513777,0.0202800218484073
62,0.16501650165016502,105.5860122,0.2405333421859526,0.3128292,early,early,0.8544947860515113,0.1254695736930378,0.0200356402544507
63,0.16831683168316833,106.0113223,0.2424136488537044,0.31355837,early,early,0.8534243744220167,0.1262224550969027,0.0203531704800806
64,0.1716171617161716,106.4366324,0.2439816073220131,0.3137321,early,early,0.8532326769729731,0.1264947908596225,0.0202725321664042
65,0.17491749174917492,106.4907197,0.2452372175067385,0.31490836,early,early,0.8508629103500511,0.1277872463193975,0.0213498433295512
66,0.1782178217821782,106.5448071,0.2461804794078805,0.31548768,early,early,0.8502101418558287,0.1284508108446573,0.0213390472985141
67,0.18151815181518152,106.5988945,0.2468113930254392,0.31680593,early,early,0.8479555006234492,0.1303108781564133,0.0217336212191375
68,0.1848184818481848,106.6529819,0.2471427694933539,0.3171714,early,early,0.8463253090467077,0.1317999538808395,0.0218747370714528
69,0.18811881188118812,106.7070692,0.2479090181565044,0.3198522,early,early,0.8422635356447687,0.1352645713825689,0.0224718929716624
70,0.19141914191419143,106.7611566,0.2490971012066999,0.3223141,early,early,0.8373426817268965,0.1396822470637962,0.0229750712083073
71,0.19471947194719472,106.8304699,0.2506934927372599,0.32480612,early,early,0.8316107710194771,0.1449259609807907,0.0234632679987322
72,0.19801980198019803,107.4013983,0.252684213072299,0.3268025,early,early,0.8267343007765039,0.1496969957555994,0.0235687034668966
73,0.20132013201320131,107.9568315,0.255054863769136,0.33228207,early,early,0.8150475922281818,0.1602382707200758,0.0247141370507424
74,0.20462046204620463,108.4961893,0.2577906625365613,0.33443183,early,early,0.8076132323459074,0.1672806582555559,0.0251061093975367
75,0.2079207920792079,109.0189324,0.2608636681129916,0.33585265,early,early,0.7971964606216861,0.177032273592986,0.0257712657843279
76,0.21122112211221122,109.524563,0.2638363774010046,0.3345486,early,early,0.803492922117845,0.1710918901762244,0.0254151877049306
77,0.2145214521452145,110.0126251,0.266706110107996,0.3347901,early,early,0.7946280979024767,0.1796606429539841,0.025711259142539
78,0.21782178217821782,110.4827052,0.2694704346603989,0.33362174,early,early,0.8051335758274555,0.1702502428317875,0.024616181339757
79,0.22112211221122113,110.9344325,0.2721271695499306,0.33459008,early,early,0.8025892731314042,0.1728993199709386,0.0245114068966571
80,0.22442244224422442,111.3674791,0.2746743849322597,0.33159715,early,early,0.8125933902627149,0.1639533514458266,0.0234532582904584
81,0.22772277227722773,111.7815604,0.2771104033001299,0.33138466,early,early,0.8111432113729177,0.1651825652744244,0.0236742233516578
82,0.23102310231023102,112.1764343,0.2794337993150789,0.3300119,early,early,0.8163245098465473,0.1605823212100873,0.0230931689423654
83,0.23432343234323433,112.5519021,0.2816433994708767,0.33040875,early,early,0.8142304886149724,0.1626427846148099,0.0231267267692176
84,0.2376237623762376,112.9078077,0.2837382809997008,0.33058292,early,early,0.8157440050248992,0.1614565144221991,0.0227994805519016
85,0.24092409240924093,113.2440373,0.2857177701051873,0.3312505,early,early,0.8130362992236219,0.1640226436566252,0.0229410571187529
86,0.24422442244224424,113.5605194,0.2875814402796224,0.33099213,early,early,0.8098117491469328,0.1671845878994846,0.0230036629525825
87,0.24752475247524752,113.8572241,0.2893291093590293,0.3272775,early,early,0.8218264409131473,0.155774231853985,0.0223993272318677
88,0.2508250825082508,114.1341627,0.2909608366623936,0.33134857,early,early,0.8050895249094705,0.1712139523087349,0.0236965227807946
89,0.25412541254125415,114.391387,0.292476919541907,0.33018684,early,early,0.8119370784295333,0.1652060604642826,0.0228568611051839
90,0.25742574257425743,114.6289887,0.2938778895966487,0.33249724,early,early,0.7915019731067431,0.1838079215131268,0.0246901053791301
91,0.2607260726072607,114.8470987,0.2951645082131444,0.3338606,early,early,0.8046473833265849,0.1717377317251798,0.0236148849472352
92,0.264026402640264,115.0458861,0.2963377620217843,0.3340861,early,early,0.7842881814205958,0.1902459656175952,0.025465852960809
93,0.26732673267326734,115.2255578,0.2973988580166796,0.33365762,early,early,0.7951554323168452,0.1805007737104815,0.0243437939716732
94,0.2706270627062706,115.386357,0.2983492180865358,0.3331414,early,early,0.7651570753126603,0.2081490551550637,0.0266938695312759
95,0.2739273927392739,115.5285627,0.2991904732089655,0.33512202,early,early,0.7706441324204141,0.2030472767591715,0.0263085908194143
96,0.27722772277227725,115.6524886,0.2999244579813612,0.33714688,middle,early,0.7258959614685982,0.2445687704037622,0.0295352681266395
97,0.28052805280528054,115.7584818,0.3005532038896633,0.34078965,middle,early,0.6747837869892561,0.2927435947860133,0.0324726182237305
98,0.2838283828382838,115.8469217,0.3010789330819709,0.34062564,middle,early,0.637673500815174,0.328617085372746,0.03370941381108
99,0.2871287128712871,115.9182194,0.3015040515531672,0.3494098,middle,middle,0.4773175550941868,0.4866233811167891,0.036059063788024
100,0.29042904290429045,115.9728158,0.3018311420771272,0.35281166,middle,middle,0.4024065145418347,0.561282674213534,0.0363108112436314
101,0.29372937293729373,116.0111807,0.3020690494932344,0.3589523,middle,middle,0.3025051688246379,0.660636350280215,0.0368584808941471
102,0.297029702970297,116.0338116,0.3022325432192163,0.3646732,middle,middle,0.2223595323082183,0.7403910610321195,0.0372494066586622
103,0.30033003300330036,116.0412323,0.302336046771595,0.37777534,middle,middle,0.1554071695751855,0.8064751660460523,0.0381176643777622
104,0.30363036303630364,116.0412323,0.3023936126918466,0.3847643,middle,middle,0.1326822389978919,0.8279333324199429,0.0393844285811651
105,0.3069306930693069,116.0412323,0.302418898229824,0.38883728,middle,middle,0.1263378284078044,0.8312889288257956,0.0423732427653998
106,0.3102310231023102,116.0412323,0.3024251420368648,0.3938136,middle,middle,0.1248733331239745,0.8298392743632382,0.0452873925117874
107,0.31353135313531355,116.0412323,0.3024251420368648,0.39726377,middle,middle,0.1217808149783168,0.831023118014878,0.047196067005805
108,0.31683168316831684,116.0412323,0.3024251420368648,0.38097987,middle,middle,0.1790131607202281,0.7684049596558793,0.0525818796228926
109,0.3201320132013201,116.0412323,0.3024251420368648,0.3915255,middle,middle,0.1438990693277131,0.8068595978793072,0.0492413327919796
110,0.3234323432343234,116.0412323,0.3024251420368648,0.38744736,middle,middle,0.1644826519700334,0.7852305858902245,0.050286762138742
111,0.32673267326732675,116.0412323,0.3024251420368648,0.3958831,middle,middle,0.1367957210116516,0.8144940999892991,0.0487101789980493
112,0.33003300330033003,116.0412323,0.3024251420368648,0.39136127,middle,middle,0.1665712235901795,0.7827638216637993,0.0506649547450213
113,0.3333333333333333,116.0412323,0.3024251420368648,0.39974964,middle,middle,0.1261428764677294,0.8255223174722648,0.0483348060590058
114,0.33663366336633666,116.0412323,0.3024251420368648,0.39951575,middle,middle,0.1356005717380781,0.8151485355361946,0.0492508927247272
115,0.33993399339933994,116.0412323,0.3024251420368648,0.4056981,middle,middle,0.1091106434635065,0.8428479576192451,0.0480413989162483
116,0.3432343234323432,116.0412323,0.3024251420368648,0.40573922,middle,middle,0.1174708554713377,0.8344019703068842,0.048127174220778
117,0.3465346534653465,116.0412323,0.3024251420368648,0.41114983,middle,middle,0.0997816815335946,0.8523125711587073,0.0479057473066981
118,0.34983498349834985,116.0412323,0.3024251420368648,0.41953334,middle,middle,0.0883505302254729,0.8627924474494791,0.048857022324048
119,0.35313531353135313,116.0412323,0.3024251420368648,0.39778233,middle,middle,0.135225552735536,0.8095901805215056,0.0551842667419585
120,0.3564356435643564,116.0412323,0.3024251420368648,0.41903692,middle,middle,0.1002821044247351,0.8420406457684249,0.0576772498058399
121,0.35973597359735976,116.0412323,0.3024251420368648,0.42005587,middle,middle,0.1019875064602797,0.8418412483978875,0.0561712451408327
122,0.36303630363036304,116.0412323,0.3024251420368648,0.42645273,middle,middle,0.0931931823651569,0.8487404154811958,0.0580664021526473
123,0.36633663366336633,116.0412323,0.3024251420368648,0.4261883,middle,middle,0.114583138819055,0.821518983620324,0.0638978775596209
124,0.3696369636963696,116.0412323,0.3024251420368648,0.43308562,middle,middle,0.0934669143006574,0.8437992852901999,0.0627338004081426
125,0.37293729372937295,116.0412323,0.3024251420368648,0.43326184,middle,middle,0.0905788509519118,0.8494923119144535,0.0599288371326345
126,0.37623762376237624,116.0412323,0.3024412137797824,0.437754,middle,middle,0.0818623075102414,0.8593881878663182,0.0587495046224403
127,0.3795379537953795,116.0412323,0.3026364281860637,0.43331897,middle,middle,0.0924790265196058,0.8468844635275184,0.0606365099518756
128,0.38283828382838286,116.0412323,0.3030107851715685,0.43642968,middle,middle,0.0840128091053727,0.8562728289892886,0.0597143619043387
129,0.38613861386138615,116.0603334,0.3035642847362966,0.44468194,middle,middle,0.0724221024729479,0.8696382106498534,0.0579396868761987
130,0.38943894389438943,116.2732426,0.3042969268802481,0.4412253,middle,middle,0.0698171479147938,0.8760473024471489,0.0541355496370572
131,0.3927392739273927,116.4861517,0.3052087116875634,0.4425191,middle,middle,0.0632043542687399,0.886695401951495,0.0501002437787651
132,0.39603960396039606,116.6990608,0.3062996390741022,0.43919992,middle,middle,0.0615904955109075,0.8924417282821921,0.0459677762059002
133,0.39933993399339934,116.9119699,0.3075536372969468,0.43888494,middle,middle,0.0561496959348529,0.9034218890204,0.0404284150437469
134,0.40264026402640263,117.1248791,0.3088076355197915,0.43563417,middle,middle,0.0558610503021528,0.9060240772952544,0.0381148724015927
135,0.40594059405940597,117.3377882,0.310061633742636,0.43307406,middle,middle,0.0537167188191899,0.911356148846092,0.0349271323337182
136,0.40924092409240925,117.5506973,0.3113156319654807,0.4312298,middle,middle,0.0536017509168583,0.9126256846881476,0.0337725643939942
137,0.41254125412541254,117.7636065,0.3125696301883253,0.42987746,middle,middle,0.0517084004183377,0.9169758224615852,0.0313157771190771
138,0.4158415841584158,117.9765156,0.3138236284111699,0.43030164,middle,middle,0.0512734060507264,0.9175005162147148,0.0312260777335587
139,0.41914191419141916,118.1894247,0.3150776266340144,0.42868012,middle,middle,0.0505657581698668,0.9197127690629554,0.0297214727661777
140,0.42244224422442245,118.4023338,0.3163316248568591,0.42632744,middle,middle,0.0517829307922573,0.9188888823241168,0.0293281868826257
141,0.42574257425742573,118.615243,0.3175856230797036,0.42738637,middle,middle,0.0505536873258972,0.920631525312952,0.0288147873601506
142,0.429042904290429,118.8281521,0.3188396213025483,0.42736092,middle,middle,0.0505585610881947,0.9206698613539354,0.02877157755687
143,0.43234323432343236,119.0410612,0.3200936195253929,0.42821988,middle,middle,0.049961270111028,0.9212965725647324,0.0287421573232395
144,0.43564356435643564,119.2539704,0.3213476177482375,0.42876065,middle,middle,0.0502034790343682,0.920670625868756,0.0291258950958759
145,0.4389438943894389,119.4668795,0.3226016159710823,0.42909992,middle,middle,0.0496085589988482,0.921477179437298,0.0289142615628538
146,0.44224422442244227,119.6797886,0.3238556141939268,0.42858744,middle,middle,0.0496771687400495,0.9216074314461642,0.0287153998127862
147,0.44554455445544555,119.8926977,0.3251096124167714,0.42978978,middle,middle,0.0491265030957779,0.921881390045292,0.0289921068579299
148,0.44884488448844884,120.1056069,0.326363610639616,0.43004274,middle,middle,0.0490385666433297,0.9219528556991728,0.0290085776564975
149,0.4521452145214521,120.318516,0.3276176088624607,0.43056393,middle,middle,0.048775334507645,0.9222192613789458,0.0290054041124091
150,0.45544554455445546,120.5314251,0.3288716070853052,0.42780825,middle,middle,0.0507185289693891,0.9199360684793166,0.0293454025502942
151,0.45874587458745875,120.7443343,0.3301256053081499,0.4302209,middle,middle,0.0493572054501947,0.921392319678067,0.0292504748707382
152,0.46204620462046203,120.9572434,0.3313796035309944,0.42877644,middle,middle,0.04983785090436,0.9212536627467116,0.0289084863479282
153,0.46534653465346537,121.1701525,0.3326336017538391,0.4315061,middle,middle,0.0491559313273513,0.921134781908274,0.0297092867633747
154,0.46864686468646866,121.3830616,0.3338875999766836,0.43216893,middle,middle,0.0494904198951389,0.9202999935310028,0.0302095865728583
155,0.47194719471947194,121.5959708,0.3351415981995282,0.4339731,middle,middle,0.0489106347190146,0.9201916645088286,0.0308977007711567
156,0.4752475247524752,121.8088799,0.3363955964223728,0.43381295,middle,middle,0.0489700289740449,0.9203437912603044,0.0306861797646505
157,0.47854785478547857,122.021789,0.3376495946452175,0.43551704,middle,middle,0.0490041970381253,0.9192252865746464,0.0317705163862281
158,0.48184818481848185,122.2346982,0.3389266209189708,0.4366483,middle,middle,0.0486913601722937,0.9194171978242328,0.0318914420024736
159,0.48514851485148514,122.4476073,0.3402266750753522,0.43482205,middle,middle,0.0493852601336573,0.9189004455389684,0.0317142943263741
160,0.4884488448844885,122.6605164,0.3415497572826421,0.43389755,middle,middle,0.0491913073330176,0.9198942084638791,0.0309144842021031
161,0.49174917491749176,122.9007941,0.3428958675408408,0.45037955,middle,middle,0.0449541349421763,0.9188480580336532,0.0361978070231706
162,0.49504950495049505,123.1410717,0.3442650056816676,0.4462752,middle,middle,0.0456303864609912,0.9193310532976648,0.035038560240344
163,0.49834983498349833,123.3813494,0.3456571718734029,0.4467305,middle,middle,0.0454992539361367,0.9193896764425976,0.0351110696202657
164,0.5016501650165016,123.6216271,0.3470723660319067,0.44993588,middle,middle,0.0453183277250572,0.9174084392033413,0.0372732330706016
165,0.504950495049505,123.8619047,0.3484875601904105,0.45374623,middle,middle,0.0443536415115155,0.916939107802734,0.0387072506847505
166,0.5082508250825083,124.1021824,0.3499027544330546,0.45637932,middle,middle,0.0446219831306717,0.9141202096012604,0.0412578072670677
167,0.5115511551155115,124.34246,0.3513179485915584,0.46138558,middle,middle,0.043397355051484,0.9132964120800195,0.0433062328674962
168,0.5148514851485149,124.5827377,0.3527331427500622,0.47055346,middle,middle,0.0434047109237731,0.906611608897433,0.0499836801777938
169,0.5181518151815182,124.8230154,0.3541483369085658,0.4835607,middle,middle,0.0433346525000223,0.8960312012000017,0.060634146298976
170,0.5214521452145214,125.063293,0.3555635310670696,0.49388233,middle,middle,0.0448928745525893,0.8771627602382911,0.0779443652081194
171,0.5247524752475248,125.3035707,0.3569787253097137,0.5033934,middle,middle,0.0460518290328128,0.8575454473281684,0.0964027236380186
172,0.528052805280528,125.5438483,0.3583939194682176,0.5055533,middle,middle,0.0485725846746828,0.8438659106263082,0.1075615046980088
173,0.5313531353135313,125.784126,0.3598091136267213,0.5136125,middle,middle,0.0482071205515438,0.8329076346089664,0.1188852448384897
174,0.5346534653465347,126.0244037,0.3612243078693654,0.51849055,middle,middle,0.0497110281848877,0.8142760676817826,0.1360129041323297
175,0.5379537953795379,126.2646813,0.3626395020278692,0.5289565,middle,middle,0.0496936740518854,0.7870603930019505,0.1632459329451639
176,0.5412541254125413,126.504959,0.3640546962705133,0.52098805,middle,middle,0.0508776161169398,0.8053621188012833,0.1437602650807769
177,0.5445544554455446,126.7452367,0.365469890429017,0.5272335,middle,middle,0.0499812684176837,0.7917020795579222,0.1583166520233941
178,0.5478547854785478,126.9855143,0.3668850845875208,0.52223736,middle,middle,0.0501194559259387,0.8033909248900447,0.1464896191830165
179,0.5511551155115512,127.225792,0.368300278830165,0.5195219,middle,middle,0.0488080889534909,0.815931608778741,0.135260302266768
180,0.5544554455445545,127.4660696,0.3697154729886687,0.50754213,middle,middle,0.0480591159943061,0.8441749982462723,0.1077658857584215
181,0.5577557755775577,127.7063473,0.3711306671471724,0.5027605,middle,middle,0.0464203190648608,0.8570545238559588,0.0965251570781803
182,0.5610561056105611,127.946625,0.3725458613056763,0.49763444,middle,middle,0.046018332958404,0.8663840013950808,0.0875976656455153
183,0.5643564356435643,128.1869026,0.3739610554641798,0.4934488,middle,middle,0.0468376127240937,0.8718292416966854,0.0813331455782209
184,0.5676567656765676,128.4271803,0.3753762497068241,0.49716693,middle,middle,0.0460196825752842,0.8692112046680445,0.0847691127556712
185,0.570957095709571,128.6674579,0.3767914438653277,0.4852418,middle,middle,0.0454335804421265,0.8865108945249661,0.0680555250319073
186,0.5742574257425742,128.9077356,0.3782066380238316,0.47458526,middle,middle,0.0444665770800362,0.89971674360723,0.0558166793117337
187,0.5775577557755776,129.1480133,0.3796218321823353,0.47047713,middle,middle,0.0453384823192634,0.901164314871946,0.0534972028077906
188,0.5808580858085809,129.3882909,0.3810370263408391,0.4647055,middle,middle,0.0441914607805902,0.9083254475315384,0.0474830916868712
189,0.5841584158415841,129.6285686,0.3824522205834832,0.46090433,middle,middle,0.0446175048301131,0.910596822595704,0.0447856725731828
190,0.5874587458745875,129.8688462,0.3842404922043516,0.4567722,middle,middle,0.0440521675208375,0.9148451087576448,0.0411027237205175
191,0.5907590759075908,130.1091239,0.3864018412875842,0.45233768,middle,middle,0.045102351464591,0.9161894547697942,0.0387081937646147
192,0.594059405940594,130.3494016,0.3889362679173217,0.4494275,middle,middle,0.0445251310264686,0.9196171378482568,0.0358577311242745
193,0.5973597359735974,131.0330779,0.3918437719252833,0.45533293,middle,middle,0.0423736840681528,0.920438497105704,0.0371878188251433
194,0.6006600660066007,131.7167543,0.3951243534797499,0.4504533,middle,middle,0.0427320503620851,0.9230001043602272,0.0342678452766875
195,0.6039603960396039,132.4004307,0.3987780124965807,0.44878685,middle,middle,0.0425095915355118,0.9247675655967512,0.0327228428667369
196,0.6072607260726073,133.084107,0.4028047489757763,0.44513428,middle,middle,0.0428874823947666,0.9262619972258952,0.030850520378338
197,0.6105610561056105,133.7677834,0.4068314854549716,0.44631132,middle,middle,0.0419456417663468,0.9275883257847652,0.0304660324478879
198,0.6138613861386139,134.4514598,0.4108582219341671,0.4423904,middle,middle,0.0427202436006601,0.9281289994211438,0.0291507569771961
199,0.6171617161716172,135.1351362,0.4148849584133625,0.44125783,middle,middle,0.0425292100255185,0.929045819161499,0.0284249708119824
200,0.6204620462046204,135.8188125,0.4189116948925581,0.43987042,middle,middle,0.0427658792717031,0.9293794840067556,0.0278546367205411
201,0.6237623762376238,136.5024889,0.4229384313717534,0.44113916,middle,middle,0.0420787116918921,0.9299746097508766,0.0279466785562313
202,0.6270627062706271,137.1861653,0.4269651678509489,0.43986863,middle,middle,0.0423502558356509,0.9300872716343755,0.0275624725289735
203,0.6303630363036303,137.8698416,0.4309919042460039,0.44248894,middle,middle,0.0416507853059548,0.9299891155996228,0.0283600990934224
204,0.6336633663366337,138.553518,0.4350186407251992,0.43977445,middle,middle,0.042785033664266,0.9290149423932637,0.0282000239414703
205,0.636963696369637,139.2371944,0.4390453772043946,0.4453777,middle,middle,0.0412423218189781,0.9291033440199952,0.0296543341600265
206,0.6402640264026402,139.9208707,0.4430721135994497,0.44291887,middle,middle,0.0423037950302275,0.928151288408054,0.0295449165607186
207,0.6435643564356436,140.6045471,0.4470988500786451,0.4470755,middle,middle,0.0413576504391744,0.9273307737226116,0.0313115758372138
208,0.6468646864686468,141.2882235,0.4511255865578406,0.44635886,middle,middle,0.0420494816761546,0.9266936363037672,0.031256882019078
209,0.6501650165016502,141.9718998,0.455152323037036,0.45202142,middle,middle,0.0406328750875279,0.9253515962912926,0.0340155286201796
210,0.6534653465346535,142.6555762,0.4591790595162315,0.45175317,middle,middle,0.0410194135817999,0.9248505043956312,0.0341300820215688
211,0.6567656765676567,143.3392526,0.4632057959954269,0.45707557,middle,middle,0.0400598019460115,0.923183609685134,0.0367565883678542
212,0.6600660066006601,144.022929,0.4672325324746222,0.45999682,middle,middle,0.0399621175710512,0.9209345019432662,0.0391033804846825
213,0.6633663366336634,144.7066053,0.4712592689538178,0.46648896,middle,middle,0.0392854562473576,0.917480256660484,0.0432342870911583
214,0.6666666666666666,145.3902817,0.4752860054330132,0.47592893,middle,middle,0.038972184473301,0.9114110073769408,0.0496168081487583
215,0.66996699669967,146.0739581,0.4793127419122085,0.46926838,middle,middle,0.0396985882853246,0.9160141488684672,0.0442872628452082
216,0.6732673267326733,146.7576344,0.4833394783072636,0.4926544,middle,middle,0.039255519821384,0.8949835158373105,0.0657609643403054
217,0.6765676567656765,147.4413108,0.4873662147864592,0.4809557,middle,middle,0.0398578787843794,0.904079376402325,0.0560627448122956
218,0.6798679867986799,148.1249872,0.4913929512656543,0.49552202,middle,middle,0.0397731670458012,0.8883518546288315,0.0718749783243672
219,0.6831683168316832,148.8086635,0.4954196876607095,0.48672298,middle,middle,0.0405792726096489,0.894194223117947,0.065226504271404
220,0.6864686468646864,149.4923399,0.4994464241399048,0.5169382,middle,middle,0.042368910326947,0.8364335419586352,0.1211975477134178
221,0.6897689768976898,150.1760163,0.5034731606191004,0.5215835,middle,middle,0.0428588165765169,0.827437443207243,0.12970374021524
222,0.693069306930693,150.8596926,0.5080172527216286,0.5435706,middle,middle,0.0427186784358219,0.7610234135243757,0.1962579080388023
223,0.6963696369636964,151.543369,0.5130787005316301,0.54363286,middle,middle,0.0427419709750608,0.7619728212799349,0.1952852077440043
224,0.6996699669966997,152.2270454,0.5186575039649646,0.56582767,middle,middle,0.0410921470051219,0.6700730271574372,0.2888348258364407
225,0.7029702970297029,153.5255936,0.5247536630216317,0.59940237,late,middle,0.0340241203242257,0.5181284030471729,0.4478474766276014
226,0.7062706270627063,154.8241418,0.5313671777016317,0.61830604,late,late,0.0292082036164607,0.4280422543076739,0.5427495420748654
227,0.7095709570957096,156.12269,0.5384980480049646,0.6521367,late,late,0.0214522368159437,0.2801017516919398,0.6984460114911165
228,0.7128712871287128,157.4212382,0.5461462739316305,0.6587535,late,late,0.0202452500570907,0.2038236433159821,0.7759311066259271
229,0.7161716171617162,158.7197863,0.5537944998582961,0.6790881,late,late,0.0171252514342099,0.1466865451959282,0.8361882033688619
