condition,run_id,VB,Fx_mean,Fx_std,Fx_rms,Fx_max,Fx_min,Fx_ptp,Fx_skew,Fx_kurt,Fx_crest,Fy_mean,Fy_std,Fy_rms,Fy_max,Fy_min,Fy_ptp,Fy_skew,Fy_kurt,Fy_crest,Fz_mean,Fz_std,Fz_rms,Fz_max,Fz_min,Fz_ptp,Fz_skew,Fz_kurt,Fz_crest,Vx_mean,Vx_std,Vx_rms,Vx_max,Vx_min,Vx_ptp,Vx_skew,Vx_kurt,Vx_crest,Vy_mean,Vy_std,Vy_rms,Vy_max,Vy_min,Vy_ptp,Vy_skew,Vy_kurt,Vy_crest,Vz_mean,Vz_std,Vz_rms,Vz_max,Vz_min,Vz_ptp,Vz_skew,Vz_kurt,Vz_crest,AE_mean,AE_std,AE_rms,AE_max,AE_min,AE_ptp,AE_skew,AE_kurt,AE_crest
C1,11,57.20486968,2.7687361757099147,2.947104090267155,4.043676857706877,11.397000312805176,-5.999000072479248,17.396000385284424,0.14269803719499058,-0.4876699700648399,2.818474550230373,2.6337443348932683,6.030953785327833,6.580958348321504,26.9060001373291,-15.899999618530273,42.805999755859375,0.43593875357785083,0.5342344145299478,4.088462304914524,2.082584015000501,3.8633824848249745,4.388949806455754,16.055999755859375,-8.166000366210938,24.222000122070312,0.4816287050728574,-0.31174495204671526,3.6582782815694936,-0.005054648782623539,0.07718219732518415,0.07734753427394658,0.37599998712539673,-0.39399999380111694,0.7699999809265137,-0.004717309809570341,0.2676831340883905,5.093892100045086,-0.010076384058171394,0.0748333922769953,0.07550874197978953,0.3269999921321869,-0.36000001430511475,0.6870000064373016,-0.01613900785666515,0.10197071751377251,4.767660073011198,-0.012541654688309164,0.08145341847623637,0.08241330283264753,0.3799999952316284,-0.453000009059906,0.8330000042915344,-0.04878233661139811,0.12562330588823123,5.496685528722144,0.124438533404411,0.03485176743662273,0.1292269100818291,0.3319999873638153,-0.004999999888241291,0.3369999872520566,1.7567308302394522,6.126934222002943,2.5691242416228715
C1,12,58.62941046999999,2.8593157282772435,2.9981015063003422,4.142981906315065,11.098999977111816,-6.136000156402588,17.235000133514404,0.15365420155254303,-0.4521971175967501,2.6789882814093766,2.748919348127905,6.190787786633528,6.773655660102809,28.726999282836914,-17.111000061035156,45.83799934387207,0.4686582777328722,0.5596710126052105,4.240989020454084,2.1907490771512483,4.024301510762389,4.581962916541719,15.916000366210938,-7.991000175476074,23.90700054168701,0.4833517039994545,-0.3095249608338366,3.473620510709026,-0.0016077208291297566,0.07871233371485495,0.07872875107038792,0.414000004529953,-0.41100001335144043,0.8250000178813934,-0.007784164915471954,0.31092488683488373,5.258561820122806,-0.005504662279421533,0.07611301200188599,0.07631180709962074,0.37299999594688416,-0.37599998712539673,0.7489999830722809,-0.03817923996110325,0.16848338650864525,4.927153495783724,-0.0065172061174051015,0.08295697459803447,0.08321258083989272,0.3779999911785126,-0.42500001192092896,0.8030000030994415,-0.057682829280731346,0.16761868492208487,5.107400919742576,0.12782397091490957,0.03628878331935738,0.13287529241832327,0.32899999618530273,-0.004999999888241291,0.333999996073544,1.638068032797502,4.8707864262793334,2.476005811125938
C1,13,60.00075567666667,4.79126845520826,3.164047907893186,5.741729057811505,15.720000267028809,-3.812000036239624,19.532000303268433,0.6761966037991428,0.038201094049157724,2.7378512829056834,2.5262449570768513,6.3509513066566186,6.834946677383784,28.184999465942383,-23.58300018310547,51.76799964904785,0.4187485223741126,0.6437854006854868,4.123660475538142,1.238247685826173,3.7894535594327636,3.9866296053874275,12.798999786376953,-8.116999626159668,20.91599941253662,0.4449640265343432,-0.5126330371903176,3.210481297052906,0.007839583902765217,0.08030752059768735,0.08068926161712271,0.35600000619888306,-0.34599998593330383,0.7019999921321869,0.01868861305073166,0.14625940980350682,4.411987407738601,0.012903078073143904,0.07577877196867554,0.07686944584711257,0.33000001311302185,-0.3050000071525574,0.6350000202655792,-0.0032634865087376257,0.023522139711166457,4.2929932624345115,0.01614029304064449,0.0828792140843883,0.08443620779430909,0.3580000102519989,-0.3709999918937683,0.7290000021457672,0.007498562157590673,0.020151140577997495,4.393849529495087,0.12760459338512156,0.03557566527498371,0.13247097875663139,0.3050000071525574,-0.004999999888241291,0.31000000704079866,1.107786545994126,3.484159730618491,2.3023911351223934
C1,14,61.32053642666667,6.026762748665338,3.305421712357554,6.873694925236712,16.621999740600586,-2.9230000972747803,19.544999837875366,0.634981688758628,0.019669951132192942,2.4182044622857264,2.561929652115885,6.624664237165218,7.102792394373247,30.025999069213867,-16.274999618530273,46.30099868774414,0.49857961844002796,0.6529109112236298,4.227351357333195,1.2324981483006847,4.09761944518169,4.278964454525852,15.652000427246094,-9.251999855041504,24.904000282287598,0.46214282237903176,-0.47392004503255025,3.6578944727356517,-0.0034255627149007164,0.08006943659307823,0.08014267999166669,0.35199999809265137,-0.367000013589859,0.7190000116825104,-0.01894557532181773,0.1912471834385201,4.579332930012331,-0.009346520065934104,0.07552773807753496,0.07610385441258302,0.3050000071525574,-0.33000001311302185,0.6350000202655792,-0.02300501594312176,0.01239193884402967,4.336180022100476,-0.012298507207899562,0.08255483219295429,0.08346588283813691,0.3179999887943268,-0.38600000739097595,0.7039999961853027,-0.009242749542330621,0.00032745604420991725,4.624644157121185,0.14246224156095388,0.03775266949034926,0.14737962655746936,0.3619999885559082,-0.004999999888241291,0.3669999884441495,1.0686570460194402,4.002107654260353,2.4562417276331834
C1,15,62.59034291999999,7.1697769716862485,3.3340652481623057,7.907066011026213,18.31599998474121,-2.1440000534057617,20.460000038146973,0.6365938625352986,0.019176060199790346,2.316409140785934,2.634043581519023,6.692239473169023,7.191957644173328,31.006999969482422,-17.0049991607666,48.01199913024902,0.4973948359876915,0.6824171935383969,4.311343517797118,1.3106843497227176,4.275931715655729,4.472302036039004,15.394000053405762,-9.315999984741211,24.710000038146973,0.4817471110817951,-0.4940531628678708,3.4420752286749323,-0.00728672108802353,0.08110986522257443,0.08143651847076247,0.36000001430511475,-0.38600000739097595,0.7460000216960907,-0.020448436248070502,0.17068566795670748,4.739888377286397,-0.012282891519978153,0.07624224348482307,0.07722531395656865,0.3160000145435333,-0.32899999618530273,0.6450000107288361,-0.01674071497803102,0.01570996880769515,4.2602610378000065,-0.01639139784219372,0.08395505599633594,0.08554022066004377,0.3409999907016754,-0.39399999380111694,0.7349999845027924,-0.012123507192524008,0.012433073982111242,4.606020311338174,0.1446785070777384,0.04265174180648217,0.15083448375411382,0.3610000014305115,-0.004999999888241291,0.36600000131875277,1.2453710912913594,3.4867535910980747,2.3933519208817677
C1,16,63.81172538666666,8.264412196253405,3.29677279638542,8.897708683732514,19.033000946044922,-0.3100000023841858,19.343000948429108,0.6354460462043128,0.021820248366506423,2.1390901436052183,2.7183128480254255,6.666119381197877,7.199053572805392,30.469999313354492,-16.80500030517578,47.27499961853027,0.4955223961523632,0.6881898920139626,4.23250070376632,1.385716306447479,4.3597508327480305,4.574673431579744,16.285999298095703,-9.116999626159668,25.40299892425537,0.4842720555984492,-0.5250618866537522,3.560035386497129,-0.003044767479102178,0.08157376412206112,0.08163056781649546,0.37400001287460327,-0.3540000021457672,0.7280000150203705,-0.02272963814795776,0.15541957860500455,4.5816171916232316,-0.0054233519155985465,0.07682659160001244,0.07701777666795848,0.31299999356269836,-0.32100000977516174,0.6340000033378601,-0.020274457736422537,0.01204568941364803,4.167869077224852,-0.007724378025357889,0.08449469822400071,0.08484703909886061,0.32499998807907104,-0.421999990940094,0.746999979019165,-0.02366327659969494,0.017086909979466824,4.9736560688160445,0.14292798535456083,0.04314220080696636,0.14929721527202766,0.38100001215934753,-0.004999999888241291,0.3860000120475888,1.5493009633158346,4.365727457591177,2.5519565884909023
C1,17,64.98619508,9.352744230159242,3.3530251422183817,9.935622891350375,20.121000289916992,0.3709999918937683,19.750000298023224,0.6355781457039509,0.02661114432139433,2.0251372772442524,2.7537957750549995,6.7477436524356795,7.288033724516975,31.863000869750977,-17.554000854492188,49.417001724243164,0.49938033483610195,0.6997712405366214,4.371961227698404,1.4451067614553035,4.469678610500302,4.697484479289713,15.717000007629395,-9.479000091552734,25.19600009918213,0.4888031283856011,-0.5238846440792209,3.3458333022534115,-0.001122745753686861,0.08238767637795194,0.08239532618410805,0.3840000033378601,-0.4050000011920929,0.789000004529953,-0.02018282671784475,0.16803442137688807,4.915327360707647,-0.003077745373983586,0.07737220812698441,0.07743339787864452,0.3140000104904175,-0.33000001311302185,0.6440000236034393,-0.02717250789326234,0.028088815371366316,4.261727137764819,-0.004971810295243417,0.08531134383503079,0.08545609565473217,0.335999995470047,-0.41200000047683716,0.7479999959468842,-0.02748553956789047,0.01271688525753234,4.82118914180935,0.14004328890897613,0.04246201639971308,0.14633914583997154,0.40299999713897705,-0.004999999888241291,0.40799999702721834,1.6527056278564716,5.417395632162362,2.7538769262526777
C1,18,66.11522516333333,10.394296437358218,3.3505852362967077,10.920980718477951,22.009000778198242,0.9120000004768372,21.097000777721405,0.6344528387729386,0.01766931894831547,2.0152952693120043,2.7719605473125095,6.732685709639486,7.280990464259709,30.56999969482422,-17.945999145507812,48.51599884033203,0.5047189393947628,0.7358037902443404,4.198604550422002,1.498644337401668,4.503479260503338,4.746289108325553,16.715999603271484,-9.145000457763672,25.861000061035156,0.48924899899525326,-0.5302521599555177,3.521909268853033,-0.0009866406116039088,0.08193291889442617,0.08193885926870768,0.36800000071525574,-0.3700000047683716,0.7380000054836273,-0.017630634310649405,0.17472270767862996,4.515562067449459,-0.0036139428930563604,0.07697225617992481,0.07705704902643395,0.335999995470047,-0.3230000138282776,0.6590000092983246,-0.029088500317971402,0.03173057911726751,4.360405695660935,-0.004828556041836257,0.08535574601059905,0.08549221210423232,0.34599998593330383,-0.38999998569488525,0.7359999716281891,-0.02725440957892322,0.0191479245575219,4.561818861521965,0.13721845766337906,0.038338640688691146,0.1424737045681522,0.3449999988079071,-0.004999999888241291,0.3499999986961484,1.32606825572837,4.046159708632957,2.4214994609089784
C1,19,67.20025165333334,11.439309381446545,3.361507813920275,11.922983431486351,22.74799919128418,2.759999990463257,19.987999200820923,0.6377537335267391,0.01597403641310091,1.9079116667401461,2.798186616259414,6.707713809253888,7.267962086188164,31.43400001525879,-18.259000778198242,49.69300079345703,0.5016694250905096,0.7358711154171655,4.325008804736444,1.548826787314521,4.55094502596684,4.807282501213689,17.084999084472656,-9.277000427246094,26.36199951171875,0.47854914566053336,-0.5747832674401554,3.5539827501620036,-0.0017287580166028072,0.08157489547802288,0.0815932115836258,0.38199999928474426,-0.3709999918937683,0.7529999911785126,-0.01789782711689324,0.16052868320716795,4.681762022426907,-0.004561546746466255,0.07674670879941196,0.07688215020576579,0.3059999942779541,-0.32100000977516174,0.6270000040531158,-0.028806141867894316,0.02923640561829499,4.175221542475968,-0.006722227299349893,0.08532812568073773,0.08559250768643187,0.3319999873638153,-0.42899999022483826,0.7609999775886536,-0.024675926778002823,0.007255883060888646,5.012120824774377,0.13639877160449257,0.040219641351683745,0.14220493819017888,0.3610000014305115,-0.004999999888241291,0.36600000131875277,1.544516306856812,5.0533968303965064,2.538589770667364
C1,20,68.24267429000001,12.483285148791522,3.387346824963945,12.934702417088394,23.476999282836914,3.0880000591278076,20.388999223709106,0.6363915001861349,0.0034812293918320414,1.8150397686628634,2.8410125440075666,6.779042973167883,7.350290872289694,31.7189998626709,-18.382999420166016,50.101999282836914,0.5040861112237898,0.7386410071499889,4.315339408164915,1.62118254839438,4.670452082428773,4.94381993093213,16.812000274658203,-8.888999938964844,25.701000213623047,0.4887099553845434,-0.5602886011740171,3.40060934854579,-0.0006494561526798023,0.08119124503257273,0.08119384252043697,0.36800000071525574,-0.3930000066757202,0.761000007390976,-0.013082575526066965,0.1878539645810089,4.840268602535463,-0.003161703062638745,0.0766285749682127,0.07669377333209844,0.3160000145435333,-0.34200000762939453,0.6580000221729279,-0.028837164848862,0.03687518653401067,4.459293013841045,-0.00476242728439676,0.08508542080933644,0.08521859860347991,0.382999986410141,-0.4259999990463257,0.8089999854564667,-0.022742514009743846,0.028388631750886795,4.998908759618244,0.1319227834365463,0.03605035191918649,0.13675982108478751,0.3179999887943268,-0.004999999888241291,0.3229999886825681,1.2167648710037253,3.760949403330362,2.3252442586543736
C1,21,69.24385740999999,3.09082804932277,3.0074493162052787,4.312536309415145,11.72700023651123,-5.488999843597412,17.216000080108643,0.058557540386558804,-0.6658834152243274,2.71928150747533,2.55446126781454,5.839980827677953,6.374217476397455,25.452999114990234,-22.81599998474121,48.268999099731445,0.3365214670348143,0.5224268026949224,3.9931174625330836,0.42765334572526015,3.9619386301422486,3.984952332603672,14.133999824523926,-9.755999565124512,23.889999389648438,0.4363508639552238,-0.4844742978226395,3.5468428841369763,0.009753590278463634,0.08758972138036551,0.088131105829952,0.4230000078678131,-0.39899998903274536,0.8219999969005585,0.026428368795157222,0.14016818839907064,4.799667539395084,0.013168330073377891,0.0831923801876794,0.08422812498336181,0.375,-0.3490000069141388,0.7240000069141388,-0.01227137573403218,0.12971878780379376,4.452194561728927,0.016664914092471658,0.09065467109564172,0.0921736879655384,0.42899999022483826,-0.43299999833106995,0.8619999885559082,-0.02075409115781032,0.07225266219885862,4.697652962397044,0.11581002731913918,0.03182804323592451,0.12010406639197378,0.27900001406669617,-0.004999999888241291,0.28400001395493746,0.813823107856616,2.5051008709482376,2.3229855778056985
C1,22,70.2051308,3.502538539346796,3.2345311242802923,4.767595600881803,12.54699993133545,-5.71999979019165,18.2669997215271,0.0786790531856483,-0.6120173990427142,2.6317248738572028,2.588319712525733,6.296063297355492,6.807335159851922,28.559999465942383,-19.341999053955078,47.90199851989746,0.4392072127864129,0.5636358367709691,4.19547426346486,0.471081910347878,4.391604391255133,4.416798308226036,15.475000381469727,-10.288000106811523,25.76300048828125,0.4879526704221397,-0.4604156369054371,3.5036692421849813,-0.0021489319999322756,0.08807224958794817,0.08809846228069006,0.3970000147819519,-0.41100001335144043,0.8080000281333923,-0.011588780492141572,0.18397624079669894,4.6652348146246885,-0.008930000606472328,0.08356852340135094,0.08404429197937084,0.34200000762939453,-0.37700000405311584,0.7190000116825104,-0.015606090225018467,0.11910860683937807,4.485730026033974,-0.01155889917580144,0.09151118990387201,0.09223831106313074,0.36899998784065247,-0.39100000262260437,0.7599999904632568,-0.02254283971724026,0.07763625037092847,4.239019536586624,0.1297747433860061,0.03520095903310002,0.1344640901421406,0.31200000643730164,-0.004999999888241291,0.3170000063255429,1.2229320293801504,3.788786694122537,2.320322147758329
