sample_id,PC1,PC2,true_stage,pred_stage,q_true,q_hat,uncertainty,entropy,misclassified
test_C6_00072,4.47553186762491,2.852419799633809,early,early,0.2837382809997008,0.3304624557495117,0.0829492807388305,0.3022048100594925,0
test_C6_00073,4.465229969663184,2.791261082440253,early,early,0.2857177701051873,0.3311319649219513,0.0859348773956298,0.3096331443595607,0
test_C6_00074,4.458810082110559,2.702260202212039,early,early,0.2875814402796224,0.3310000300407409,0.090429663658142,0.3204142702436123,0
test_C6_00075,4.509339232246739,2.970511304999355,early,early,0.2893291093590293,0.3271334767341614,0.0775342583656311,0.2882952077628475,0
test_C6_00076,4.412864006000005,2.590468662228645,early,early,0.2909608366623936,0.3313663303852081,0.0968479514122009,0.3361835264215374,0
test_C6_00077,4.468286263209779,2.7420664270801294,early,early,0.292476919541907,0.3301905691623688,0.08814138174057,0.3148401643762479,0
test_C6_00078,4.355708613227868,2.312738650617174,early,early,0.2938778895966487,0.3326277434825897,0.1149724721908569,0.3769853140404705,0
test_C6_00079,4.414881968439203,2.618293767573966,early,early,0.2951645082131444,0.3338396549224853,0.095193862915039,0.3322896548510324,0
test_C6_00080,4.303088549737685,2.195772990698017,early,early,0.2963377620217843,0.3341951370239258,0.123946726322174,0.396363632865884,0
test_C6_00081,4.367805301976706,2.4130995335777237,early,early,0.2973988580166796,0.3337473571300506,0.1081052422523498,0.3619315117663116,0
test_C6_00082,4.225846844874669,1.8686838933144052,early,early,0.2983492180865358,0.3332902491092682,0.1536026000976562,0.4535731434512096,0
test_C6_00083,4.246278015713839,1.9873512537706766,early,early,0.2991904732089655,0.3352212309837341,0.1423290371894836,0.4327220323552543,0
test_C6_00084,4.0531700218281275,1.3686604072165884,middle,early,0.2999244579813612,0.3372643291950226,0.2128408551216125,0.5497789337509804,1
test_C6_00085,3.857585513019372,0.8488675850401647,middle,early,0.3005532038896633,0.3408200144767761,0.2960525155067444,0.6497554650658155,1
test_C6_00086,3.742530651355901,0.48956274516923437,middle,early,0.3010789330819709,0.3408096730709076,0.3588802814483642,0.7013961867233816,1
test_C6_00087,3.2133452008055206,-0.8374549947506408,middle,middle,0.3015040515531672,0.3495660126209259,0.4102708101272583,0.7351310291719185,0
test_C6_00088,3.0556830759115647,-1.1486482116879575,middle,middle,0.3018311420771272,0.3529260158538818,0.3475188612937927,0.7001077511954648,0
test_C6_00089,2.8042165846114315,-1.574537983824145,middle,middle,0.3020690494932344,0.3589408993721008,0.2763595581054687,0.6396443820809458,0
test_C6_00090,2.61250307749809,-1.8844740421321624,middle,middle,0.3022325432192163,0.3645730018615722,0.2312759160995483,0.5880524894605671,0
test_C6_00091,2.273238985076987,-2.3620943462974937,middle,middle,0.302336046771595,0.3776892423629761,0.1767505407333374,0.5098260931980351,0
test_C6_00092,2.09783204690131,-2.560332829228342,middle,middle,0.3023936126918466,0.3847452104091644,0.1602555513381958,0.4830456992436631,0
test_C6_00093,1.9551209194209413,-2.6120961411570462,middle,middle,0.302418898229824,0.388908177614212,0.1605255603790283,0.4870715991052741,0
test_C6_00094,1.8683506244719832,-2.6010846914138788,middle,middle,0.3024251420368648,0.3939142525196075,0.1668797135353088,0.5017975686492058,0
test_C6_00095,1.7873835218985425,-2.638381598269991,middle,middle,0.3024251420368648,0.3973129093647003,0.1668826341629028,0.5037330431743406,0
test_C6_00096,2.127377887813246,-1.8492352436912922,middle,middle,0.3024251420368648,0.3809111416339874,0.2672181725502014,0.6583377108963494,0
test_C6_00097,1.953183646591926,-2.3062183146762134,middle,middle,0.3024251420368648,0.3916327655315399,0.2049141526222229,0.5696692792857889,0
test_C6_00098,2.1059451786660492,-2.010988619341592,middle,middle,0.3024251420368648,0.3874472081661224,0.2420238852500915,0.6237429891029431,0
test_C6_00099,1.9185390660089123,-2.392945703333295,middle,middle,0.3024251420368648,0.3959003388881683,0.1950017809867859,0.5534174023297528,0
test_C6_00100,2.131570147901716,-1.9484133221462,middle,middle,0.3024251420368648,0.3913194835186004,0.2499477863311767,0.6344297121817659,0
test_C6_00101,1.823751332717998,-2.5431557223237236,middle,middle,0.3024251420368648,0.3997854888439178,0.178449809551239,0.5254169334995262,0
test_C6_00102,1.896984824713192,-2.3831891708773325,middle,middle,0.3024251420368648,0.3996331393718719,0.1961492896080017,0.5558309131289517,0
test_C6_00103,1.6411552775530474,-2.8250807342288944,middle,middle,0.3024251420368648,0.4057877361774444,0.1527551412582397,0.4778761148221529,0
test_C6_00104,1.755830118865034,-2.6433052062635976,middle,middle,0.3024251420368648,0.405704140663147,0.1674846410751342,0.5056588061465239,0
test_C6_00105,1.5364032367247682,-2.9754464624882786,middle,middle,0.3024251420368648,0.4111517667770386,0.1408964991569519,0.4539177950720236,0
test_C6_00106,1.3711698171826914,-3.171038401216361,middle,middle,0.3024251420368648,0.4194510281085968,0.1287311315536499,0.4284191904710623,0
test_C6_00107,1.7195353125301682,-2.3928061437356125,middle,middle,0.3024251420368648,0.3977336287498474,0.203664481639862,0.5743831260268839,0
test_C6_00108,1.3148371264587737,-2.89539298610534,middle,middle,0.3024251420368648,0.4189057648181915,0.1609467267990112,0.5002768696677344,0
test_C6_00109,1.3869338187622908,-2.850105863658775,middle,middle,0.3024251420368648,0.4198625981807709,0.1623607873916626,0.5022795112462449,0
test_C6_00110,1.2343507252563841,-2.9948440565914427,middle,middle,0.3024251420368648,0.4261872470378876,0.1541119217872619,0.486655792726381,0
test_C6_00111,1.3749397950081714,-2.533094622460599,middle,middle,0.3024251420368648,0.4260479509830475,0.2001848816871643,0.5761389639496551,0
test_C6_00112,1.1439136369268192,-2.9243561923342596,middle,middle,0.3024251420368648,0.4328463971614837,0.1650562286376953,0.5106052418680879,0
test_C6_00113,1.1706223407920502,-2.998493185225998,middle,middle,0.3024251420368648,0.4330358803272247,0.1557501554489135,0.490711315537219,0
test_C6_00114,1.087282761863664,-3.1741674393386985,middle,middle,0.3024412137797824,0.4375047385692596,0.1420391201972961,0.4611590599051786,0
test_C6_00115,1.184208688794192,-2.934379318852662,middle,middle,0.3026364281860637,0.4330861270427704,0.1601947546005249,0.5000395062925183,0
test_C6_00116,1.088474445760244,-3.1222283386785654,middle,middle,0.3030107851715685,0.4361431300640106,0.1463713645935058,0.4708211327658677,0
test_C6_00117,0.9777012072079623,-3.342036676714218,middle,middle,0.3035642847362966,0.4444568455219269,0.1290737986564636,0.4315230896016047,0
test_C6_00118,1.0108586519201679,-3.465485014055934,middle,middle,0.3042969268802481,0.4410601258277893,0.1182072758674621,0.4052876548294864,0
test_C6_00119,0.998359285392015,-3.6537938537352233,middle,middle,0.3052087116875634,0.4423111975193023,0.1031586527824401,0.3672513268589015,0
test_C6_00120,1.0664591615956385,-3.7489546313721984,middle,middle,0.3062996390741022,0.4390105307102203,0.0938542485237121,0.3426296917658251,0
test_C6_00121,1.1099030525581386,-3.945037866973094,middle,middle,0.3075536372969468,0.4387499690055847,0.0788425207138061,0.3009080735952538,0
test_C6_00122,1.1620230925428132,-4.007136305352044,middle,middle,0.3088076355197915,0.4355540871620178,0.0742377042770385,0.2875464958593082,0
test_C6_00123,1.2052336766987346,-4.1166673963928915,middle,middle,0.310061633742636,0.4330067336559295,0.0664353370666503,0.2642791341126227,0
test_C6_00124,1.2335309392504128,-4.152047737188712,middle,middle,0.3113156319654807,0.4311597645282745,0.0641486048698425,0.2572794916318165,0
test_C6_00125,1.26861631710775,-4.248731984972275,middle,middle,0.3125696301883253,0.4298482835292816,0.0582576990127563,0.2389157316901846,0
test_C6_00126,1.2623360836598911,-4.264917594258764,middle,middle,0.3138236284111699,0.430252194404602,0.0577820539474487,0.2374165717395616,0
test_C6_00127,1.29311466021689,-4.321930667555484,middle,middle,0.3150776266340144,0.4286084473133087,0.0544999241828918,0.2269023914890889,0
test_C6_00128,1.3258199106194386,-4.307021671671941,middle,middle,0.3163316248568591,0.4262362420558929,0.0546327829360961,0.2272833800517431,0
test_C6_00129,1.3238437169642798,-4.34503505364456,middle,middle,0.3175856230797036,0.4272903203964233,0.0529120564460754,0.2217307047062553,0
test_C6_00130,1.3238052008091068,-4.347210217684826,middle,middle,0.3188396213025483,0.4272324442863464,0.05282723903656,0.2214533829022741,0
test_C6_00131,1.3144801632877694,-4.3593794721876185,middle,middle,0.3200936195253929,0.4281225800514221,0.0524064302444458,0.220095447378094,0
test_C6_00132,1.309417640240796,-4.343810905448113,middle,middle,0.3213476177482375,0.4286538362503052,0.0533280372619628,0.2230968869122715,0
test_C6_00133,1.3042064156730568,-4.361807420116493,middle,middle,0.3226016159710823,0.4290164411067962,0.0525091886520385,0.2204427981595747,0
test_C6_00134,1.3114350539430053,-4.368923836148022,middle,middle,0.3238556141939268,0.4284985363483429,0.0521774291992187,0.2193515776874091,0
test_C6_00135,1.2915313649334994,-4.371475537522209,middle,middle,0.3251096124167714,0.4296855032444,0.0523021817207336,0.2197788046355555,0
test_C6_00136,1.2892331625879931,-4.371316514946435,middle,middle,0.326363610639616,0.4299250841140747,0.0523019433021545,0.2197793878712774,0
test_C6_00137,1.286299023128224,-4.3786470683446606,middle,middle,0.3276176088624607,0.4304493367671966,0.0521669387817382,0.2193407810447421,0
test_C6_00138,1.3085788740756827,-4.325556485469036,middle,middle,0.3288716070853052,0.4276692867279053,0.0539461970329284,0.2250979551106948,0
test_C6_00139,1.2926975105241432,-4.355570885333017,middle,middle,0.3301256053081499,0.43007493019104,0.0530183315277099,0.222111489814588,0
test_C6_00140,1.307468386026633,-4.358329255844713,middle,middle,0.3313796035309944,0.4286222159862518,0.0526447892189025,0.2208792619339224,0
test_C6_00141,1.2736317387992846,-4.347140142688911,middle,middle,0.3326336017538391,0.4313619434833526,0.0537649989128112,0.2245462954994493,0
test_C6_00142,1.2680722813646432,-4.325264639790421,middle,middle,0.3338875999766836,0.4319930970668793,0.0549842715263366,0.2284838419309941,0
test_C6_00143,1.2341824080298103,-4.319837367219812,middle,middle,0.3351415981995282,0.4338762760162353,0.0557907819747924,0.2310950560763161,0
test_C6_00144,1.245596916379086,-4.32164364644974,middle,middle,0.3363955964223728,0.4336780309677124,0.0555358529090881,0.2302713644734513,0
test_C6_00145,1.2124191010606287,-4.295620924769457,middle,middle,0.3376495946452175,0.4353448748588562,0.0574288368225097,0.2363287150455132,0
test_C6_00146,1.206196684503138,-4.295601878987733,middle,middle,0.3389266209189708,0.4364944398403168,0.0575479865074157,0.2367094458993602,0
test_C6_00147,1.2210332975482756,-4.29101020105903,middle,middle,0.3402266750753522,0.4346721768379211,0.0575639605522155,0.2367543957408154,0
test_C6_00148,1.241991803817529,-4.313525905452153,middle,middle,0.3415497572826421,0.4337354600429535,0.0560249090194702,0.2318403770744952,0
test_C6_00149,1.0205663921170083,-4.266196079474801,middle,middle,0.3428958675408408,0.4501543343067169,0.062389075756073,0.2517449644118167,0
test_C6_00150,1.0530840594859727,-4.289798437252721,middle,middle,0.3442650056816676,0.4460711181163788,0.0607589483261108,0.2467390386466127,0
test_C6_00151,1.0470981617707822,-4.289211157301615,middle,middle,0.3456571718734029,0.4465202093124389,0.060817539691925,0.2469163965605743,0
test_C6_00152,0.9824004896163838,-4.24240465556613,middle,middle,0.3470723660319067,0.4497026205062866,0.0642632246017456,0.257472501964921,0
test_C6_00153,0.9241138889826581,-4.2313143775455595,middle,middle,0.3484875601904105,0.4534157216548919,0.0658056139945983,0.2620438221719147,0
test_C6_00154,0.8553787190542587,-4.17806994203859,middle,middle,0.3499027544330546,0.4561644196510315,0.0701774358749389,0.2750260254161575,0
test_C6_00155,0.7712550018319309,-4.160334523557573,middle,middle,0.3513179485915584,0.4612416326999664,0.0724174976348877,0.281311027810484,0
test_C6_00156,0.6020201415120331,-4.054528936192976,middle,middle,0.3527331427500622,0.470242977142334,0.0832276940345764,0.3115350624852507,0
test_C6_00157,0.355079845779493,-3.905248986846764,middle,middle,0.3541483369085658,0.4830891788005829,0.1000514030456543,0.3549882668234568,0
test_C6_00158,0.05249802821407845,-3.6909256384587548,middle,middle,0.3555635310670696,0.4933706223964691,0.1294620633125305,0.4231496150322896,0
test_C6_00159,-0.21549746523627417,-3.499979820080639,middle,middle,0.3569787253097137,0.502670407295227,0.1613048315048217,0.4871171728733156,0
test_C6_00160,-0.3075324445763475,-3.347486296476756,middle,middle,0.3583939194682176,0.5047885775566101,0.1838037371635437,0.5293910745817186,0
test_C6_00161,-0.455950514277574,-3.2696044331429017,middle,middle,0.3598091136267213,0.5127119421958923,0.2028669118881225,0.5596803774028591,0
test_C6_00162,-0.6167097179775392,-3.1084725290245805,middle,middle,0.3612243078693654,0.5176573395729065,0.2357536554336547,0.608826098023609,0
test_C6_00163,-0.8939663889544359,-2.9268988848728705,middle,middle,0.3626395020278692,0.5279541015625,0.2848743796348572,0.6674569133724868,0
test_C6_00164,-0.6729715873325247,-3.030445132901108,middle,middle,0.3640546962705133,0.5201172828674316,0.2506420016288757,0.6299295196056085,0
test_C6_00165,-0.8409002605904745,-2.9524375067977457,middle,middle,0.365469890429017,0.5262582302093506,0.276023805141449,0.6583960887230311,0
test_C6_00166,-0.7203652356830735,-3.034087588531841,middle,middle,0.3668850845875208,0.5213652849197388,0.2547504901885986,0.633840508466372,0
test_C6_00167,-0.6354401261278726,-3.1367842794452496,middle,middle,0.368300278830165,0.5186871290206909,0.2324873208999633,0.6031636115989354,0
test_C6_00168,-0.3235654109697743,-3.360940569840504,middle,middle,0.3697154729886687,0.5068267583847046,0.1829946041107177,0.5275377956025158,0
test_C6_00169,-0.2079047882093846,-3.4872006569252325,middle,middle,0.3711306671471724,0.5020236372947693,0.1616617441177368,0.4882190814791767,0
test_C6_00170,-0.08011493415256528,-3.574050550383086,middle,middle,0.3725458613056763,0.4968989193439483,0.1462334394454956,0.4584712926804439,0
test_C6_00171,0.04798623863711973,-3.6028545771383573,middle,middle,0.3739610554641798,0.4928957819938659,0.1375472545623779,0.4416959684457593,0
test_C6_00172,-0.032854814884355155,-3.578679184053235,middle,middle,0.3753762497068241,0.496462881565094,0.1417034268379211,0.4494581034694888,0
test_C6_00173,0.2588722534364626,-3.760686369112235,middle,middle,0.3767914438653277,0.4845648407936096,0.113987922668457,0.3892471262227427,0
test_C6_00174,0.4889610041195751,-3.9356961571169085,middle,middle,0.3782066380238316,0.4740836024284363,0.0934175848960876,0.338711487058455,0
test_C6_00175,0.5652252973267974,-3.9532528885788634,middle,middle,0.3796218321823353,0.4701003432273865,0.090630292892456,0.3317725282199755,0
test_C6_00176,0.6785523435096799,-4.0684165947858855,middle,middle,0.3810370263408391,0.4645352959632873,0.079841673374176,0.3024123063402958,0
test_C6_00177,0.7588929179074859,-4.11153523520527,middle,middle,0.3824522205834832,0.460752010345459,0.0758771300315857,0.2914292181329888,0
test_C6_00178,0.8396290574334472,-4.1939780322104525,middle,middle,0.3842404922043516,0.4566036462783813,0.0693340301513671,0.2724493171237812,0
test_C6_00179,0.9317606793851307,-4.218798857029957,middle,middle,0.3864018412875842,0.4520258009433746,0.0663447380065918,0.2637338765306974,0
test_C6_00180,1.001127156699666,-4.286041995931389,middle,middle,0.3889362679173217,0.4491161704063415,0.0612539052963256,0.2482020651097172,0
test_C6_00181,0.9189605871082784,-4.3082623323490425,middle,middle,0.3918437719252833,0.4550849497318268,0.0617559552192688,0.249540794545937,0
test_C6_00182,1.0101977263207176,-4.364830222072424,middle,middle,0.3951243534797499,0.4501535594463348,0.0573629736900329,0.2359472517561085,0
test_C6_00183,1.0536683712061596,-4.404576821976048,middle,middle,0.3987780124965807,0.4485146999359131,0.0547118782997131,0.2275208519359309,0
test_C6_00184,1.119727549474165,-4.441025462597929,middle,middle,0.4028047489757763,0.4448868334293365,0.0518891215324401,0.2184170848609933,0
test_C6_00185,1.1121768484551076,-4.473170532943894,middle,middle,0.4068314854549716,0.4460882246494293,0.050600528717041,0.2141656491020625,0
test_C6_00186,1.1684894129189447,-4.4940356473715175,middle,middle,0.4108582219341671,0.4421637058258056,0.0488883256912231,0.2085306154471854,0
test_C6_00187,1.18574134792459,-4.5197370461470605,middle,middle,0.4148849584133625,0.4410771429538727,0.0474792718887329,0.2038200511024792,0
test_C6_00188,1.2107771208654288,-4.533620534598389,middle,middle,0.4189116948925581,0.4396816492080688,0.0466713905334472,0.2011072183053217,0
test_C6_00189,1.1911028376950497,-4.546563021725001,middle,middle,0.4229384313717534,0.4409306049346924,0.0463812947273254,0.2001175622305057,0
test_C6_00190,1.2106471012942188,-4.554381716913421,middle,middle,0.4269651678509489,0.4396722018718719,0.0458552241325378,0.1983423554563168,0
test_C6_00191,1.1662752462705535,-4.544129868562881,middle,middle,0.4309919042460039,0.4423034191131592,0.0467938184738159,0.2014973351852057,0
test_C6_00192,1.1946974599660658,-4.529207407131047,middle,middle,0.4350186407251992,0.4395731389522552,0.0471170544624328,0.2026050218938007,0
test_C6_00193,1.1140912917899557,-4.512346036267151,middle,middle,0.4390453772043946,0.4451496303081512,0.0487028360366821,0.207862742727434,0
test_C6_00194,1.1389841859684575,-4.489249456487118,middle,middle,0.4430721135994497,0.4427049458026886,0.0491507649421691,0.2093828991640477,0
test_C6_00195,1.057189160160136,-4.465140327522418,middle,middle,0.4470988500786451,0.4468312561511993,0.0514051914215087,0.2167490171325663,0
test_C6_00196,1.077234606735479,-4.448141363143794,middle,middle,0.4511255865578406,0.446054607629776,0.0518858432769775,0.2183628575024725,0
test_C6_00197,0.9513875107000901,-4.412101081842138,middle,middle,0.455152323037036,0.4516468644142151,0.0551949739456176,0.2288737689201779,0
test_C6_00198,0.9600738896809294,-4.403204457395412,middle,middle,0.4591790595162315,0.4513644278049469,0.055688738822937,0.2304872973267909,0
test_C6_00199,0.8540731064307979,-4.361375064417589,middle,middle,0.4632057959954269,0.4566443562507629,0.0590549707412719,0.2408873125755953,0
test_C6_00200,0.7776604719514952,-4.316080813035977,middle,middle,0.4672325324746222,0.4596397876739502,0.0625991821289062,0.2516715580925784,0
test_C6_00201,0.6444948442712511,-4.243325573438029,middle,middle,0.4712592689538178,0.4659953713417053,0.068386971950531,0.2686492786864046,0
test_C6_00202,0.47243340180835075,-4.141285361077789,middle,middle,0.4752860054330132,0.4753658473491668,0.0780640244483947,0.2958990281971185,0
