run_id,relative_life,q_pred,max_prob,pred_stage
81,0.2277227722772277,0.33138466,0.8111432113729177,early
82,0.231023102310231,0.3300119,0.8163245098465473,early
83,0.2343234323432343,0.33040875,0.8142304886149724,early
84,0.2376237623762376,0.33058292,0.8157440050248992,early
85,0.2409240924092409,0.3312505,0.8130362992236219,early
86,0.2442244224422442,0.33099213,0.8098117491469328,early
87,0.2475247524752475,0.3272775,0.8218264409131473,early
88,0.2508250825082508,0.33134857,0.8050895249094705,early
89,0.2541254125412541,0.33018684,0.8119370784295333,early
90,0.2574257425742574,0.33249724,0.7915019731067431,early
91,0.2607260726072607,0.3338606,0.8046473833265849,early
92,0.264026402640264,0.3340861,0.7842881814205958,early
93,0.2673267326732673,0.33365762,0.7951554323168452,early
94,0.2706270627062706,0.3331414,0.7651570753126603,early
95,0.2739273927392739,0.33512202,0.7706441324204141,early
96,0.2772277227722772,0.33714688,0.7258959614685982,early
97,0.2805280528052805,0.34078965,0.6747837869892561,early
98,0.2838283828382838,0.34062564,0.637673500815174,early
99,0.2871287128712871,0.3494098,0.4866233811167891,middle
100,0.2904290429042904,0.35281166,0.561282674213534,middle
101,0.2937293729372937,0.3589523,0.660636350280215,middle
102,0.297029702970297,0.3646732,0.7403910610321195,middle
103,0.3003300330033003,0.37777534,0.8064751660460523,middle
104,0.3036303630363036,0.3847643,0.8279333324199429,middle
105,0.3069306930693069,0.38883728,0.8312889288257956,middle
106,0.3102310231023102,0.3938136,0.8298392743632382,middle
107,0.3135313531353135,0.39726377,0.831023118014878,middle
108,0.3168316831683168,0.38097987,0.7684049596558793,middle
109,0.3201320132013201,0.3915255,0.8068595978793072,middle
110,0.3234323432343234,0.38744736,0.7852305858902245,middle
111,0.3267326732673267,0.3958831,0.8144940999892991,middle
112,0.33003300330033,0.39136127,0.7827638216637993,middle
113,0.3333333333333333,0.39974964,0.8255223174722648,middle
114,0.3366336633663366,0.39951575,0.8151485355361946,middle
115,0.3399339933993399,0.4056981,0.8428479576192451,middle
116,0.3432343234323432,0.40573922,0.8344019703068842,middle
117,0.3465346534653465,0.41114983,0.8523125711587073,middle
118,0.3498349834983498,0.41953334,0.8627924474494791,middle
119,0.3531353135313531,0.39778233,0.8095901805215056,middle
120,0.3564356435643564,0.41903692,0.8420406457684249,middle
121,0.3597359735973597,0.42005587,0.8418412483978875,middle
122,0.363036303630363,0.42645273,0.8487404154811958,middle
123,0.3663366336633663,0.4261883,0.821518983620324,middle
124,0.3696369636963696,0.43308562,0.8437992852901999,middle
125,0.3729372937293729,0.43326184,0.8494923119144535,middle
126,0.3762376237623762,0.437754,0.8593881878663182,middle
127,0.3795379537953795,0.43331897,0.8468844635275184,middle
128,0.3828382838283828,0.43642968,0.8562728289892886,middle
129,0.3861386138613861,0.44468194,0.8696382106498534,middle
130,0.3894389438943894,0.4412253,0.8760473024471489,middle
131,0.3927392739273927,0.4425191,0.886695401951495,middle
132,0.396039603960396,0.43919992,0.8924417282821921,middle
133,0.3993399339933993,0.43888494,0.9034218890204,middle
134,0.4026402640264026,0.43563417,0.9060240772952544,middle
135,0.4059405940594059,0.43307406,0.911356148846092,middle
136,0.4092409240924092,0.4312298,0.9126256846881476,middle
137,0.4125412541254125,0.42987746,0.9169758224615852,middle
138,0.4158415841584158,0.43030164,0.9175005162147148,middle
139,0.4191419141914191,0.42868012,0.9197127690629554,middle
140,0.4224422442244224,0.42632744,0.9188888823241168,middle
141,0.4257425742574257,0.42738637,0.920631525312952,middle
142,0.429042904290429,0.42736092,0.9206698613539354,middle
143,0.4323432343234323,0.42821988,0.9212965725647324,middle
144,0.4356435643564356,0.42876065,0.920670625868756,middle
145,0.4389438943894389,0.42909992,0.921477179437298,middle
146,0.4422442244224422,0.42858744,0.9216074314461642,middle
147,0.4455445544554455,0.42978978,0.921881390045292,middle
148,0.4488448844884488,0.43004274,0.9219528556991728,middle
149,0.4521452145214521,0.43056393,0.9222192613789458,middle
150,0.4554455445544554,0.42780825,0.9199360684793166,middle
151,0.4587458745874587,0.4302209,0.921392319678067,middle
152,0.462046204620462,0.42877644,0.9212536627467116,middle
153,0.4653465346534653,0.4315061,0.921134781908274,middle
154,0.4686468646864686,0.43216893,0.9202999935310028,middle
155,0.4719471947194719,0.4339731,0.9201916645088286,middle
156,0.4752475247524752,0.43381295,0.9203437912603044,middle
157,0.4785478547854785,0.43551704,0.9192252865746464,middle
158,0.4818481848184818,0.4366483,0.9194171978242328,middle
159,0.4851485148514851,0.43482205,0.9189004455389684,middle
160,0.4884488448844885,0.43389755,0.9198942084638791,middle
161,0.4917491749174917,0.45037955,0.9188480580336532,middle
162,0.495049504950495,0.4462752,0.9193310532976648,middle
163,0.4983498349834983,0.4467305,0.9193896764425976,middle
164,0.5016501650165016,0.44993588,0.9174084392033413,middle
165,0.504950495049505,0.45374623,0.916939107802734,middle
166,0.5082508250825083,0.45637932,0.9141202096012604,middle
167,0.5115511551155115,0.46138558,0.9132964120800195,middle
168,0.5148514851485149,0.47055346,0.906611608897433,middle
169,0.5181518151815182,0.4835607,0.8960312012000017,middle
170,0.5214521452145214,0.49388233,0.8771627602382911,middle
171,0.5247524752475248,0.5033934,0.8575454473281684,middle
172,0.528052805280528,0.5055533,0.8438659106263082,middle
173,0.5313531353135313,0.5136125,0.8329076346089664,middle
174,0.5346534653465347,0.51849055,0.8142760676817826,middle
175,0.5379537953795379,0.5289565,0.7870603930019505,middle
176,0.5412541254125413,0.52098805,0.8053621188012833,middle
177,0.5445544554455446,0.5272335,0.7917020795579222,middle
178,0.5478547854785478,0.52223736,0.8033909248900447,middle
179,0.5511551155115512,0.5195219,0.815931608778741,middle
180,0.5544554455445545,0.50754213,0.8441749982462723,middle
181,0.5577557755775577,0.5027605,0.8570545238559588,middle
182,0.5610561056105611,0.49763444,0.8663840013950808,middle
183,0.5643564356435643,0.4934488,0.8718292416966854,middle
184,0.5676567656765676,0.49716693,0.8692112046680445,middle
185,0.570957095709571,0.4852418,0.8865108945249661,middle
186,0.5742574257425742,0.47458526,0.89971674360723,middle
187,0.5775577557755776,0.47047713,0.901164314871946,middle
188,0.5808580858085809,0.4647055,0.9083254475315384,middle
189,0.5841584158415841,0.46090433,0.910596822595704,middle
190,0.5874587458745875,0.4567722,0.9148451087576448,middle
191,0.5907590759075908,0.45233768,0.9161894547697942,middle
192,0.594059405940594,0.4494275,0.9196171378482568,middle
193,0.5973597359735974,0.45533293,0.920438497105704,middle
194,0.6006600660066007,0.4504533,0.9230001043602272,middle
195,0.6039603960396039,0.44878685,0.9247675655967512,middle
196,0.6072607260726073,0.44513428,0.9262619972258952,middle
197,0.6105610561056105,0.44631132,0.9275883257847652,middle
198,0.6138613861386139,0.4423904,0.9281289994211438,middle
199,0.6171617161716172,0.44125783,0.929045819161499,middle
200,0.6204620462046204,0.43987042,0.9293794840067556,middle
201,0.6237623762376238,0.44113916,0.9299746097508766,middle
202,0.6270627062706271,0.43986863,0.9300872716343755,middle
203,0.6303630363036303,0.44248894,0.9299891155996228,middle
204,0.6336633663366337,0.43977445,0.9290149423932637,middle
205,0.636963696369637,0.4453777,0.9291033440199952,middle
206,0.6402640264026402,0.44291887,0.928151288408054,middle
207,0.6435643564356436,0.4470755,0.9273307737226116,middle
208,0.6468646864686468,0.44635886,0.9266936363037672,middle
209,0.6501650165016502,0.45202142,0.9253515962912926,middle
210,0.6534653465346535,0.45175317,0.9248505043956312,middle
211,0.6567656765676567,0.45707557,0.923183609685134,middle
212,0.6600660066006601,0.45999682,0.9209345019432662,middle
213,0.6633663366336634,0.46648896,0.917480256660484,middle
214,0.6666666666666666,0.47592893,0.9114110073769408,middle
215,0.66996699669967,0.46926838,0.9160141488684672,middle
216,0.6732673267326733,0.4926544,0.8949835158373105,middle
217,0.6765676567656765,0.4809557,0.904079376402325,middle
218,0.6798679867986799,0.49552202,0.8883518546288315,middle
219,0.6831683168316832,0.48672298,0.894194223117947,middle
220,0.6864686468646864,0.5169382,0.8364335419586352,middle
221,0.6897689768976898,0.5215835,0.827437443207243,middle
222,0.693069306930693,0.5435706,0.7610234135243757,middle
223,0.6963696369636964,0.54363286,0.7619728212799349,middle
224,0.6996699669966997,0.56582767,0.6700730271574372,middle
225,0.7029702970297029,0.59940237,0.5181284030471729,middle
226,0.7062706270627063,0.61830604,0.5427495420748654,late
227,0.7095709570957096,0.6521367,0.6984460114911165,late
228,0.7128712871287128,0.6587535,0.7759311066259271,late
229,0.7161716171617162,0.6790881,0.8361882033688619,late
230,0.7194719471947195,0.6886471,0.8566594181254611,late
231,0.7227722772277227,0.69729966,0.8691305974364544,late
232,0.7260726072607261,0.7031369,0.8760427347838076,late
233,0.7293729372937293,0.7091807,0.8824903695899257,late
234,0.7326732673267327,0.71226776,0.8856778825660594,late
235,0.735973597359736,0.7165055,0.8895678871008241,late
236,0.7392739273927392,0.71472526,0.8882821350395358,late
237,0.7425742574257426,0.7191046,0.8917927100796552,late
238,0.7458745874587459,0.7185916,0.8915007791144887,late
239,0.7491749174917491,0.7210478,0.893526669106869,late
240,0.7524752475247525,0.7175316,0.8905632964281637,late
241,0.7557755775577558,0.72130144,0.8937549224222662,late
242,0.759075907590759,0.7201746,0.892916706392799,late
243,0.7623762376237624,0.72146606,0.8940201268334467,late
244,0.7656765676567657,0.71906686,0.8920530227975988,late
245,0.768976897689769,0.72204554,0.8944792338225189,late
246,0.7722772277227723,0.71653426,0.8902972759766992,late
247,0.7755775577557755,0.7225299,0.8948507878871861,late
248,0.7788778877887789,0.7220476,0.894585189409736,late
249,0.7821782178217822,0.72345483,0.8956558235497252,late
250,0.7854785478547854,0.7191023,0.8921606139249859,late
251,0.7887788778877888,0.72331786,0.8956184276393,late
252,0.7920792079207921,0.7223205,0.8948568110694509,late
253,0.7953795379537953,0.7235841,0.8958932326889099,late
254,0.7986798679867987,0.72088385,0.8937227695562671,late
255,0.801980198019802,0.7240962,0.8962455346085166,late
256,0.8052805280528053,0.7234667,0.895741249412725,late
257,0.8085808580858086,0.7244208,0.8965684095822531,late
258,0.8118811881188119,0.7258857,0.8978074886076874,late
259,0.8151815181518152,0.72600853,0.897899578251178,late
260,0.8184818481848185,0.726561,0.8982978821719935,late
261,0.8217821782178217,0.7272123,0.8987864368986412,late
262,0.8250825082508251,0.72713685,0.8987533106948595,late
263,0.8283828382838284,0.7276809,0.8991150182446492,late
264,0.8316831683168316,0.72762245,0.8990748175881069,late
265,0.834983498349835,0.7283473,0.8996081392394661,late
266,0.8382838283828383,0.7279494,0.8993616123876651,late
267,0.8415841584158416,0.7278298,0.8993254424270815,late
268,0.8448844884488449,0.72427356,0.897058283463693,late
269,0.8481848184818482,0.7273109,0.898863786415493,late
270,0.8514851485148515,0.72569853,0.8977404524907939,late
271,0.8547854785478548,0.72657275,0.8982156152040899,late
272,0.858085808580858,0.7240074,0.8963939268061718,late
273,0.8613861386138614,0.72571313,0.8975871715505589,late
274,0.8646864686468647,0.72425324,0.89649688875245,late
275,0.8679867986798679,0.724621,0.8966786549175613,late
276,0.8712871287128713,0.7225512,0.8950836769598136,late
277,0.8745874587458746,0.7235713,0.8958221367529391,late
278,0.8778877887788779,0.7217406,0.8943918834173217,late
279,0.8811881188118812,0.71384376,0.8887222063029492,late
280,0.8844884488448845,0.72123325,0.8937059375812048,late
281,0.8877887788778878,0.71787614,0.8911790109385949,late
282,0.8910891089108911,0.7196655,0.8923139083433722,late
283,0.8943894389438944,0.71418285,0.8877968493792594,late
284,0.8976897689768977,0.7173168,0.8905309838153767,late
285,0.900990099009901,0.71529436,0.8887092846576706,late
286,0.9042904290429042,0.71626395,0.8895822805952257,late
287,0.9075907590759076,0.71266985,0.886485655356703,late
288,0.9108910891089108,0.7173682,0.890464810185205,late
289,0.9141914191419142,0.71797204,0.8910843496247232,late
290,0.9174917491749176,0.72005737,0.8929056260389328,late
291,0.9207920792079208,0.72091377,0.8936645329156279,late
292,0.924092409240924,0.7223503,0.8948741623727057,late
293,0.9273927392739274,0.72351897,0.8958852746503844,late
294,0.9306930693069309,0.7246454,0.8967834727484127,late
295,0.933993399339934,0.7262426,0.8980130087430742,late
296,0.9372937293729372,0.72641045,0.898298202319837,late
297,0.9405940594059404,0.7266068,0.8985446283116632,late
298,0.943894389438944,0.72630125,0.8984491053857704,late
299,0.9471947194719472,0.72520447,0.8978415269374802,late
300,0.9504950495049505,0.72427064,0.8971772081832015,late
301,0.9537953795379538,0.7245731,0.8973068233259072,late
302,0.9570957095709572,0.72329277,0.8964582083702286,late
303,0.9603960396039604,0.7232041,0.8963457187315047,late
304,0.9636963696369636,0.7223003,0.8956449769327405,late
305,0.966996699669967,0.72282696,0.8959751304577094,late
306,0.9702970297029704,0.7219857,0.8953442970325549,late
307,0.9735973597359736,0.7219835,0.8953188474484494,late
308,0.976897689768977,0.7212323,0.894784195090068,late
309,0.9801980198019802,0.7216712,0.8951366348337706,late
310,0.9834983498349836,0.72109437,0.8947465233013033,late
311,0.9867986798679867,0.719422,0.8936075194556873,late
312,0.99009900990099,0.7207617,0.8945768211635898,late
313,0.9933993399339934,0.7187479,0.8931488473511237,late
314,0.9966996699669968,0.7188635,0.8932154389261924,late
315,1.0,0.716803,0.8916222326502548,late
