condition,window_start,window_end,run_id_end,stage,fine_state,q_target,split
C6,42,53,53,early,0,0.2183006610187089,test
C6,43,54,54,early,0,0.22080566425362733,test
C6,44,55,55,early,0,0.2233106675726861,test
C6,45,56,56,early,0,0.2258156708917448,test
C6,46,57,57,early,0,0.22832067412666315,test
C6,47,58,58,early,0,0.23082567744572202,test
C6,48,59,59,early,0,0.23333068068064047,test
C6,49,60,60,early,0,0.2358356839155588,test
C6,50,61,61,early,0,0.2383406872346176,test
C6,51,62,62,early,0,0.24053334218595268,test
C6,52,63,63,early,3,0.2424136488537044,test
C6,53,64,64,early,3,0.2439816073220131,test
C6,54,65,65,early,3,0.24523721750673852,test
C6,55,66,66,early,3,0.24618047940788057,test
C6,56,67,67,early,3,0.24681139302543928,test
C6,57,68,68,early,3,0.24714276949335398,test
C6,58,69,69,early,3,0.24790901815650443,test
C6,59,70,70,early,3,0.24909710120669995,test
C6,60,71,71,early,3,0.2506934927372599,test
C6,61,72,72,early,3,0.25268421307229905,test
C6,62,73,73,early,0,0.25505486376913605,test
C6,63,74,74,early,0,0.25779066253656135,test
C6,64,75,75,early,0,0.2608636681129916,test
C6,65,76,76,early,0,0.26383637740100463,test
C6,66,77,77,early,0,0.266706110107996,test
C6,67,78,78,early,0,0.26947043466039894,test
C6,68,79,79,early,0,0.2721271695499306,test
C6,69,80,80,early,0,0.27467438493225976,test
C6,70,81,81,early,0,0.2771104033001299,test
C6,71,82,82,early,0,0.2794337993150789,test
C6,72,83,83,early,0,0.2816433994708767,test
C6,73,84,84,early,3,0.28373828099970083,test
C6,74,85,85,early,3,0.2857177701051873,test
C6,75,86,86,early,3,0.28758144027962246,test
C6,76,87,87,early,3,0.28932910935902934,test
C6,77,88,88,early,3,0.29096083666239364,test
C6,78,89,89,early,3,0.292476919541907,test
C6,79,90,90,early,3,0.29387788959664873,test
C6,80,91,91,early,3,0.29516450821314444,test
C6,81,92,92,early,3,0.2963377620217843,test
C6,82,93,93,early,3,0.2973988580166796,test
C6,83,94,94,early,3,0.29834921808653586,test
C6,84,95,95,early,3,0.2991904732089655,test
C6,85,96,96,middle,3,0.2999244579813612,test
C6,86,97,97,middle,3,0.30055320388966333,test
C6,87,98,98,middle,1,0.3010789330819709,test
C6,88,99,99,middle,1,0.30150405155316723,test
C6,89,100,100,middle,1,0.30183114207712725,test
C6,90,101,101,middle,1,0.3020690494932344,test
C6,91,102,102,middle,1,0.3022325432192163,test
C6,92,103,103,middle,1,0.302336046771595,test
C6,93,104,104,middle,1,0.30239361269184667,test
C6,94,105,105,middle,1,0.302418898229824,test
C6,95,106,106,middle,1,0.3024251420368648,test
C6,96,107,107,middle,1,0.3024251420368648,test
C6,97,108,108,middle,1,0.3024251420368648,test
C6,98,109,109,middle,1,0.3024251420368648,test
C6,99,110,110,middle,1,0.3024251420368648,test
C6,100,111,111,middle,1,0.3024251420368648,test
C6,101,112,112,middle,1,0.3024251420368648,test
C6,102,113,113,middle,1,0.3024251420368648,test
C6,103,114,114,middle,1,0.3024251420368648,test
C6,104,115,115,middle,1,0.3024251420368648,test
C6,105,116,116,middle,1,0.3024251420368648,test
C6,106,117,117,middle,1,0.3024251420368648,test
C6,107,118,118,middle,1,0.3024251420368648,test
C6,108,119,119,middle,1,0.3024251420368648,test
C6,109,120,120,middle,1,0.3024251420368648,test
C6,110,121,121,middle,1,0.3024251420368648,test
C6,111,122,122,middle,1,0.3024251420368648,test
C6,112,123,123,middle,1,0.3024251420368648,test
C6,113,124,124,middle,1,0.3024251420368648,test
C6,114,125,125,middle,1,0.3024251420368648,test
C6,115,126,126,middle,1,0.3024412137797824,test
C6,116,127,127,middle,1,0.3026364281860637,test
C6,117,128,128,middle,1,0.30301078517156854,test
C6,118,129,129,middle,1,0.3035642847362966,test
C6,119,130,130,middle,3,0.3042969268802481,test
C6,120,131,131,middle,3,0.30520871168756347,test
C6,121,132,132,middle,3,0.30629963907410224,test
C6,122,133,133,middle,3,0.3075536372969468,test
C6,123,134,134,middle,3,0.3088076355197915,test
C6,124,135,135,middle,3,0.310061633742636,test
C6,125,136,136,middle,3,0.3113156319654807,test
C6,126,137,137,middle,3,0.3125696301883253,test
C6,127,138,138,middle,3,0.31382362841116995,test
C6,128,139,139,middle,3,0.31507762663401445,test
C6,129,140,140,middle,3,0.3163316248568591,test
C6,130,141,141,middle,3,0.3175856230797036,test
C6,131,142,142,middle,3,0.31883962130254834,test
C6,132,143,143,middle,3,0.3200936195253929,test
C6,133,144,144,middle,3,0.32134761774823756,test
C6,134,145,145,middle,3,0.3226016159710823,test
C6,135,146,146,middle,3,0.32385561419392683,test
C6,136,147,147,middle,3,0.32510961241677144,test
C6,137,148,148,middle,3,0.32636361063961605,test
C6,138,149,149,middle,3,0.3276176088624607,test
C6,139,150,150,middle,3,0.3288716070853052,test
C6,140,151,151,middle,3,0.3301256053081499,test
C6,141,152,152,middle,3,0.3313796035309944,test
C6,142,153,153,middle,3,0.33263360175383916,test
C6,143,154,154,middle,3,0.3338875999766836,test
C6,144,155,155,middle,3,0.33514159819952827,test
C6,145,156,156,middle,3,0.3363955964223728,test
C6,146,157,157,middle,3,0.33764959464521754,test
C6,147,158,158,middle,3,0.33892662091897086,test
C6,148,159,159,middle,3,0.3402266750753522,test
C6,149,160,160,middle,3,0.3415497572826421,test
C6,150,161,161,middle,3,0.3428958675408408,test
C6,151,162,162,middle,3,0.3442650056816676,test
C6,152,163,163,middle,3,0.34565717187340295,test
C6,153,164,164,middle,3,0.3470723660319067,test
C6,154,165,165,middle,3,0.3484875601904105,test
C6,155,166,166,middle,3,0.34990275443305463,test
C6,156,167,167,middle,3,0.3513179485915584,test
C6,157,168,168,middle,3,0.3527331427500622,test
C6,158,169,169,middle,3,0.35414833690856584,test
C6,159,170,170,middle,3,0.35556353106706967,test
C6,160,171,171,middle,3,0.35697872530971375,test
C6,161,172,172,middle,3,0.3583939194682176,test
C6,162,173,173,middle,3,0.3598091136267213,test
C6,163,174,174,middle,3,0.36122430786936544,test
C6,164,175,175,middle,3,0.3626395020278692,test
C6,165,176,176,middle,3,0.36405469627051334,test
C6,166,177,177,middle,3,0.36546989042901706,test
C6,167,178,178,middle,3,0.36688508458752084,test
C6,168,179,179,middle,3,0.368300278830165,test
C6,169,180,180,middle,3,0.3697154729886687,test
C6,170,181,181,middle,3,0.37113066714717247,test
C6,171,182,182,middle,3,0.3725458613056763,test
C6,172,183,183,middle,3,0.37396105546417985,test
C6,173,184,184,middle,3,0.37537624970682415,test
C6,174,185,185,middle,3,0.37679144386532776,test
C6,175,186,186,middle,3,0.37820663802383164,test
C6,176,187,187,middle,3,0.37962183218233536,test
C6,177,188,188,middle,3,0.38103702634083914,test
C6,178,189,189,middle,3,0.38245222058348327,test
C6,179,190,190,middle,3,0.3842404922043516,test
C6,180,191,191,middle,3,0.38640184128758426,test
C6,181,192,192,middle,2,0.3889362679173217,test
C6,182,193,193,middle,2,0.39184377192528336,test
C6,183,194,194,middle,0,0.39512435347974995,test
C6,184,195,195,middle,0,0.39877801249658074,test
C6,185,196,196,middle,0,0.4028047489757763,test
C6,186,197,197,middle,0,0.40683148545497166,test
C6,187,198,198,middle,0,0.41085822193416716,test
C6,188,199,199,middle,0,0.41488495841336254,test
C6,189,200,200,middle,0,0.4189116948925581,test
C6,190,201,201,middle,0,0.4229384313717534,test
C6,191,202,202,middle,0,0.42696516785094896,test
C6,192,203,203,middle,0,0.4309919042460039,test
C6,193,204,204,middle,0,0.43501864072519925,test
C6,194,205,205,middle,0,0.4390453772043946,test
C6,195,206,206,middle,0,0.44307211359944976,test
C6,196,207,207,middle,0,0.44709885007864514,test
C6,197,208,208,middle,0,0.45112558655784063,test
C6,198,209,209,middle,0,0.455152323037036,test
C6,199,210,210,middle,0,0.45917905951623156,test
C6,200,211,211,middle,0,0.4632057959954269,test
C6,201,212,212,middle,0,0.46723253247462226,test
C6,202,213,213,middle,0,0.4712592689538178,test
C6,203,214,214,middle,0,0.4752860054330132,test
C6,204,215,215,middle,0,0.4793127419122085,test
C6,205,216,216,middle,0,0.48333947830726365,test
C6,206,217,217,middle,0,0.4873662147864592,test
C6,207,218,218,middle,0,0.49139295126565435,test
C6,208,219,219,middle,0,0.4954196876607095,test
C6,209,220,220,middle,0,0.49944642413990487,test
C6,210,221,221,middle,0,0.5034731606191004,test
C6,211,222,222,middle,0,0.5080172527216286,test
C6,212,223,223,middle,0,0.5130787005316301,test
C6,213,224,224,middle,0,0.5186575039649646,test
C6,214,225,225,late,0,0.5247536630216317,test
C6,215,226,226,late,0,0.5313671777016317,test
C6,216,227,227,late,0,0.5384980480049646,test
C6,217,228,228,late,0,0.5461462739316305,test
C6,218,229,229,late,0,0.5537944998582961,test
C6,219,230,230,late,0,0.5614427257849618,test
C6,220,231,231,late,0,0.5690909517116278,test
C6,221,232,232,late,0,0.5767391776382933,test
C6,222,233,233,late,0,0.5843874036490995,test
C6,223,234,234,late,0,0.5920356296599056,test
C6,224,235,235,late,0,0.5996838556707117,test
C6,225,236,236,late,0,0.6073320816815179,test
C6,226,237,237,late,0,0.6149803076923238,test
C6,227,238,238,late,0,0.6226285336189898,test
C6,228,239,239,late,0,0.6302767595456554,test
C6,229,240,240,late,0,0.6379249854723213,test
C6,230,241,241,late,0,0.645573211398987,test
C6,231,242,242,late,0,0.6532214373256527,test
C6,232,243,243,late,0,0.6608696632523182,test
C6,233,244,244,late,0,0.6685178891789844,test
C6,234,245,245,late,0,0.6761661151897903,test
C6,235,246,246,late,0,0.6838143412005964,test
C6,236,247,247,late,0,0.6914625672114025,test
C6,237,248,248,late,0,0.6991107932222087,test
C6,238,249,249,late,0,0.7067590192330147,test
C6,239,250,250,late,0,0.7144072451596807,test
C6,240,251,251,late,0,0.7220554710863463,test
C6,241,252,252,late,0,0.729703697013012,test
C6,242,253,253,late,0,0.7373519229396778,test
C6,243,254,254,late,0,0.7448714868279991,test
C6,244,255,255,late,0,0.752262388677976,test
C6,245,256,256,late,0,0.7595246284896082,test
C6,246,257,257,late,0,0.7666582063470367,test
C6,247,258,258,late,0,0.7736631222502615,test
C6,248,259,259,late,0,0.7805393761151413,test
C6,249,260,260,late,0,0.7872869679416767,test
C6,250,261,261,late,0,0.7940345597682124,test
C6,251,262,262,late,0,0.8007821515947479,test
C6,252,263,263,late,0,0.8075297434212836,test
C6,253,264,264,late,0,0.8142773352478189,test
C6,254,265,265,late,0,0.8210249269902141,test
C6,255,266,266,late,0,0.8277725187326093,test
C6,256,267,267,late,0,0.8345201104750046,test
C6,257,268,268,late,0,0.8412677022173995,test
C6,258,269,269,late,0,0.8480152939597948,test
C6,259,270,270,late,0,0.8547628857021901,test
C6,260,271,271,late,0,0.8615104774445851,test
C6,261,272,272,late,0,0.8682580691869803,test
C6,262,273,273,late,2,0.8750056609293755,test
C6,263,274,274,late,2,0.8817532527559108,test
C6,264,275,275,late,2,0.8885008445824465,test
C6,265,276,276,late,2,0.895248436408982,test
C6,266,277,277,late,2,0.9019960282355175,test
C6,267,278,278,late,2,0.9087436200620531,test
C6,268,279,279,late,2,0.9154912118885886,test
C6,269,280,280,late,2,0.9222388037151243,test
C6,270,281,281,late,2,0.9289863954575196,test
C6,271,282,282,late,2,0.9357339871999145,test
C6,272,283,283,late,2,0.9424815789423098,test
C6,273,284,284,late,2,0.949229170684705,test
C6,274,285,285,late,2,0.9559767624271,test
C6,275,286,286,late,3,0.9618936363706977,test
C6,276,287,287,late,3,0.9669797925154976,test
C6,277,288,288,late,3,0.9712352308615,test
C6,278,289,289,late,3,0.9746599514087049,test
C6,279,290,290,late,3,0.9772539541571122,test
C6,280,291,291,late,3,0.9790172391067218,test
C6,281,292,292,late,3,0.979949806257534,test
C6,282,293,293,late,3,0.9808823734083459,test
C6,283,294,294,late,3,0.9818149405591582,test
C6,284,295,295,late,3,0.9827475077099702,test
C6,285,296,296,late,3,0.9836800748607823,test
C6,286,297,297,late,3,0.9846126420115944,test
C6,287,298,298,late,3,0.9855452091624065,test
C6,288,299,299,late,3,0.9864777763132186,test
C6,289,300,300,late,3,0.9874103434640309,test
C6,290,301,301,late,3,0.9883429106148428,test
C6,291,302,302,late,3,0.9892754777656552,test
C6,292,303,303,late,3,0.9902080449164672,test
C6,293,304,304,late,3,0.9911406120672793,test
C6,294,305,305,late,3,0.9920731792180913,test
C6,295,306,306,late,3,0.9930057463689035,test
C6,296,307,307,late,3,0.9939383135197154,test
C6,297,308,308,late,3,0.9948708806705275,test
C6,298,309,309,late,3,0.9958034478213397,test
C6,299,310,310,late,3,0.9967360149721519,test
C6,300,311,311,late,3,0.9976685821229638,test
C6,301,312,312,late,3,0.9986011492737761,test
C6,302,313,313,late,3,0.999067432849182,test
C6,303,314,314,late,3,0.9995337164245882,test
C6,304,315,315,late,3,0.9999999999999941,test
C1,1,12,12,early,0,0.19320771875510137,train
C1,2,13,13,early,0,0.2101847712464187,train
C1,3,14,14,early,0,0.22535970930962534,train
C1,4,15,15,early,0,0.2388500265425312,train
C1,5,16,16,early,0,0.25076796493117615,train
C1,6,17,17,early,0,0.2612206852652242,train
C1,7,18,18,early,0,0.27031043350476347,train
C1,8,19,19,early,0,0.2781347032038214,train
C1,9,20,20,early,0,0.284786393978896,train
C1,10,21,21,early,3,0.290353966081007,train
C1,11,22,22,early,3,0.2949215912584859,train
C1,12,23,23,early,3,0.2985692998285967,train
C1,13,24,24,early,3,0.30137312415690737,train
C1,14,25,25,early,3,0.30340556711240524,train
C1,15,26,26,early,1,0.304808296554342,train
C1,16,27,27,early,1,0.3057115883934917,train
C1,17,28,28,early,1,0.30623489673016535,train
C1,18,29,29,early,1,0.30648740395987917,train
C1,19,30,30,early,1,0.3065685515019318,train
C1,20,31,31,early,1,0.3065685515019318,train
C1,21,32,32,early,1,0.3065685515019318,train
C1,22,33,33,early,1,0.3065685515019318,train
C1,23,34,34,early,1,0.3065685515019318,train
C1,24,35,35,early,1,0.3065685515019318,train
C1,25,36,36,early,1,0.3065685515019318,train
C1,26,37,37,early,1,0.3065685515019318,train
C1,27,38,38,early,1,0.3065685515019318,train
C1,28,39,39,early,1,0.3065685515019318,train
C1,29,40,40,early,1,0.3065685515019318,train
C1,30,41,41,early,1,0.3065685515019318,train
C1,31,42,42,early,1,0.30657399118611506,train
C1,32,43,43,early,1,0.3071984571013968,train
C1,33,44,44,early,1,0.3084141906933186,train
C1,34,45,45,early,1,0.3101936943077262,train
C1,35,46,46,early,3,0.3125097736542056,train
C1,70,81,81,early,1,0.36535982744397644,train
C1,71,82,82,early,1,0.36535982744397644,train
C1,72,83,83,early,1,0.36535982744397644,train
C1,73,84,84,early,1,0.36535982744397644,train
C1,74,85,85,early,1,0.36535982744397644,train
C1,75,86,86,early,1,0.36535982744397644,train
C1,76,87,87,early,1,0.36535982744397644,train
C1,77,88,88,early,1,0.36535982744397644,train
C1,78,89,89,early,1,0.36535982744397644,train
C1,79,90,90,early,1,0.36535982744397644,train
C1,80,91,91,early,1,0.36535982744397644,train
C1,81,92,92,early,1,0.36535982744397644,train
C1,82,93,93,early,1,0.36535982744397644,train
C1,83,94,94,early,1,0.36535982744397644,train
C1,84,95,95,early,1,0.36535982744397644,train
C1,85,96,96,early,1,0.36535982744397644,train
C1,86,97,97,early,1,0.36535982744397644,train
C1,87,98,98,early,1,0.36535982744397644,train
C1,88,99,99,early,1,0.36535982744397644,train
C1,89,100,100,early,1,0.36535982744397644,train
C1,90,101,101,early,1,0.36535982744397644,train
C1,91,102,102,early,1,0.36535982744397644,train
C1,92,103,103,early,1,0.36535982744397644,train
C1,93,104,104,early,1,0.36535982744397644,train
C1,94,105,105,early,1,0.36535982744397644,train
C1,95,106,106,early,1,0.36535982744397644,train
C1,96,107,107,early,1,0.36535982744397644,train
C1,97,108,108,early,1,0.36535982744397644,train
C1,98,109,109,early,1,0.36535982744397644,train
C1,99,110,110,early,1,0.36535982744397644,train
C1,100,111,111,early,1,0.36535982744397644,train
C1,101,112,112,early,1,0.36535982744397644,train
C1,102,113,113,early,1,0.36535982744397644,train
C1,103,114,114,early,1,0.36535982744397644,train
C1,104,115,115,early,1,0.36535982744397644,train
C1,105,116,116,early,1,0.36535982744397644,train
C1,106,117,117,middle,1,0.36537504078565886,train
C1,107,118,118,middle,1,0.3657507629788943,train
C1,108,119,119,middle,1,0.3664791357373907,train
C1,109,120,120,middle,1,0.36755221181109343,train
C1,110,121,121,middle,1,0.3689619779672225,train
C1,111,122,122,middle,1,0.37070037752666796,train
C1,112,123,123,middle,1,0.3727593324440388,train
C1,113,124,124,middle,1,0.37511555149607817,train
C1,114,125,125,middle,1,0.37741568254060914,train
C1,115,126,126,middle,1,0.3796595689344793,train
C1,116,127,127,middle,1,0.38184720466330263,train
C1,117,128,128,middle,1,0.3839787307258092,train
C1,118,129,129,middle,1,0.38605443135437517,train
C1,119,130,130,middle,1,0.38807473011854576,train
C1,120,131,131,middle,1,0.3900401859466456,train
C1,121,132,132,middle,1,0.3919514889601747,train
C1,122,133,133,middle,1,0.3938094562847998,train
C1,123,134,134,middle,1,0.39561502776773766,train
C1,124,135,135,middle,1,0.3973692615664245,train
C1,125,136,136,middle,1,0.39907332971378656,train
C1,126,137,137,middle,1,0.4007285136015975,train
C1,127,138,138,middle,1,0.4023361994053349,train
C1,128,139,139,middle,1,0.40389787349733225,train
C1,129,140,140,middle,1,0.4054151177780255,train
C1,130,141,141,middle,1,0.4068896049486924,train
C1,131,142,142,middle,1,0.40832309392460503,train
C1,132,143,143,middle,1,0.40971742509606957,train
C1,133,144,144,middle,1,0.41107451540224577,train
C1,134,145,145,middle,1,0.412396354013427,train
C1,135,146,146,middle,1,0.41368499701872263,train
C1,136,147,147,middle,1,0.41507331255252106,train
C1,137,148,148,middle,1,0.41675709504298936,train
C1,138,149,149,middle,3,0.4187488378317533,train
C1,139,150,150,middle,3,0.4210603787275062,train
C1,140,151,151,middle,3,0.42370288646779136,train
C1,141,152,152,middle,3,0.426686847964761,train
C1,142,153,153,middle,3,0.4300220574231143,train
C1,143,154,154,middle,3,0.43358685669252306,train
C1,144,155,155,middle,3,0.43719600749261334,train
C1,145,156,156,middle,3,0.4408469062028606,train
C1,146,157,157,middle,3,0.44453692767264336,train
C1,147,158,158,middle,3,0.44826342861457474,train
C1,148,159,159,middle,3,0.4520237516999001,train
C1,149,160,160,middle,3,0.455815229185851,train
C1,183,194,194,middle,3,0.5852035158639834,train
C1,184,195,195,middle,3,0.5885630689577716,train
C1,185,196,196,middle,3,0.5918768682563342,train
C1,186,197,197,middle,3,0.5951438508281696,train
C1,187,198,198,middle,3,0.5983630305012503,train
C1,188,199,199,middle,3,0.6015334985650915,train
C1,189,200,200,middle,3,0.6046544245898313,train
C1,190,201,201,middle,3,0.6077250565432409,train
C1,191,202,202,middle,3,0.6107447217268177,train
C1,192,203,203,middle,3,0.6137128264247487,train
C1,193,204,204,middle,3,0.6166288567229923,train
C1,194,205,205,middle,3,0.6194923782752548,train
C1,195,206,206,middle,3,0.6223030367710348,train
C1,196,207,207,middle,3,0.6250605575845918,train
C1,197,208,208,middle,3,0.6277647458919545,train
C1,198,209,209,middle,3,0.6304154864369003,train
C1,199,210,210,middle,3,0.633012743647965,train
C1,200,211,211,middle,3,0.635556560585342,train
C1,201,212,212,middle,3,0.6380470595259374,train
C1,202,213,213,middle,3,0.6404844407932582,train
C1,203,214,214,middle,3,0.6428689826403983,train
C1,204,215,215,middle,3,0.6452010406649842,train
C1,205,216,216,middle,3,0.64748104675607,train
C1,206,217,217,middle,3,0.6497095087431055,train
C1,207,218,218,middle,3,0.6518870099278887,train
C1,208,219,219,middle,3,0.6540142073293967,train
C1,209,220,220,middle,3,0.6560918316837835,train
C1,210,221,221,middle,3,0.6581206860402454,train
C1,211,222,222,middle,3,0.6601016448249287,train
C1,212,223,223,middle,3,0.6620356526708159,train
C1,213,224,224,middle,3,0.6639237235986464,train
C1,214,225,225,middle,3,0.6657669392617445,train
C1,215,226,226,middle,3,0.6675664482439528,train
C1,216,227,227,middle,3,0.669323464421471,train
C1,217,228,228,late,3,0.6710392657927426,train
C1,218,229,229,late,3,0.6727151928402959,train
C1,219,230,230,late,3,0.6743526474776406,train
C1,220,231,231,late,3,0.6759530910600745,train
C1,221,232,232,late,3,0.6775180433315812,train
C1,222,233,233,late,3,0.6790490804356356,train
C1,223,234,234,late,3,0.6805478335110681,train
C1,224,235,235,late,3,0.6820159868198822,train
C1,225,236,236,late,3,0.6834552763431168,train
C1,226,237,237,late,3,0.6848674877916536,train
C1,227,238,238,late,3,0.6862544548510455,train
C1,228,239,239,late,3,0.6876180574263471,train
C1,229,240,240,late,3,0.6889602198869407,train
C1,230,241,241,late,3,0.6902829088433233,train
C1,231,242,242,late,3,0.6915881317429678,train
C1,232,243,243,late,3,0.6928779344130844,train
C1,233,244,244,late,3,0.6941543995394726,train
C1,234,245,245,late,3,0.6957773433598424,train
C1,235,246,246,late,3,0.6979584125730586,train
C1,236,247,247,late,3,0.7007012486907094,train
C1,237,248,248,late,3,0.7040089156561428,train
C1,238,249,249,late,3,0.7078838958660797,train
C1,239,250,250,late,3,0.7123280874793507,train
C1,240,251,251,late,3,0.7173428017256361,train
C1,241,252,252,late,3,0.7225710619997311,train
C1,242,253,253,late,3,0.7278035041440307,train
C1,243,254,254,late,3,0.7330382089376536,train
C1,244,255,255,late,3,0.7382732731902786,train
C1,245,256,256,late,3,0.7435068116143274,train
C1,246,257,257,late,3,0.7487369589311712,train
C1,247,258,258,late,3,0.7539618725623903,train
C1,248,259,259,late,3,0.7591797346189703,train
C1,249,260,260,late,3,0.7643887540075051,train
C1,250,261,261,late,3,0.7695871692384717,train
C1,251,262,262,late,3,0.774773249479332,train
C1,281,292,292,late,3,0.9178464122952298,train
C1,282,293,293,late,3,0.9220480150676796,train
C1,283,294,294,late,3,0.9262089099272408,train
C1,284,295,295,late,3,0.9303292900597251,train
C1,285,296,296,late,3,0.9344094217830652,train
C1,286,297,297,late,3,0.9384496451323708,train
C1,287,298,298,late,3,0.942450373157863,train
C1,288,299,299,late,3,0.9464120923929169,train
C1,289,300,300,late,3,0.9503353625030295,train
C1,290,301,301,late,3,0.9542208161688075,train
C1,291,302,302,late,3,0.9580691585009103,train
C1,292,303,303,late,3,0.9618811670400499,train
C1,293,304,304,late,3,0.9656576908209002,train
C1,294,305,305,late,3,0.9693996503720966,train
C1,295,306,306,late,3,0.9731080368971565,train
C1,296,307,307,late,3,0.9767839112213766,train
C1,297,308,308,late,3,0.9804284035578102,train
C1,298,309,309,late,3,0.9840427123371532,train
C1,299,310,310,late,3,0.9876281035056758,train
C1,300,311,311,late,3,0.9911859094721192,train
C1,301,312,312,late,3,0.9947175279375836,train
C1,302,313,313,late,3,0.9964869913581387,train
C1,303,314,314,late,3,0.9982476955787759,train
C1,304,315,315,late,3,0.9999999999999919,train
C4,1,12,12,early,0,0.11886246400063642,train
C4,2,13,13,early,0,0.12623126366821227,train
C4,3,14,14,early,0,0.13281332801080437,train
C4,4,15,15,early,0,0.13866194251095557,train
C4,5,16,16,early,0,0.14382808632651137,train
C4,6,17,17,early,0,0.1483605014066031,train
C4,7,18,18,early,0,0.1523057601291695,train
C4,8,19,19,early,0,0.15570833148479732,train
C4,9,20,20,early,3,0.15861064579861892,train
C4,10,21,21,early,3,0.16105315813068127,train
C4,11,22,22,early,3,0.163074410156556,train
C4,12,23,23,early,3,0.16471109082553498,train
C4,13,24,24,early,3,0.16599809555688363,train
C4,14,25,25,early,3,0.1669685841889017,train
C4,15,26,26,early,3,0.16766077970210752,train
C4,16,27,27,early,3,0.16812910900869038,train
C4,17,28,28,early,3,0.16842303047534085,train
C4,18,29,29,early,3,0.16858728154480665,train
C4,19,30,30,early,3,0.1686621181722246,train
C4,20,31,31,early,3,0.1686835464479116,train
C4,21,32,32,early,3,0.1686835464479116,train
C4,22,33,33,early,3,0.16901578704459747,train
C4,23,34,34,early,3,0.16968865026890445,train
C4,24,35,35,early,3,0.1706966585387618,train
C4,25,36,36,early,3,0.17203555733921846,train
C4,26,37,37,early,3,0.17370220617149595,train
C4,27,38,38,early,3,0.1756944746229676,train
C4,58,69,69,early,3,0.2523291154626168,train
C4,59,70,70,early,3,0.2550336224594365,train
C4,60,71,71,early,3,0.2577358206536911,train
C4,61,72,72,early,3,0.2604330285054732,train
C4,62,73,73,early,3,0.26312252721600815,train
C4,63,74,74,early,3,0.265801571349446,train
C4,64,75,75,early,3,0.26846739899211813,train
C4,65,76,76,early,3,0.2711172413418845,train
C4,66,77,77,early,3,0.27374833188450287,train
C4,67,78,78,early,3,0.2763579151157217,train
C4,68,79,79,early,3,0.27894325475954107,train
C4,69,80,80,early,3,0.28150164159001445,train
C4,70,81,81,early,3,0.2840304008152931,train
C4,71,82,82,early,3,0.28652689900739614,train
C4,72,83,83,early,3,0.28898855071811586,train
C4,73,84,84,early,3,0.29141282459935114,train
C4,74,85,85,early,3,0.29379724920957667,train
C4,75,86,86,early,3,0.29613941841559344,train
C4,76,87,87,early,3,0.2984369964638981,train
C4,77,88,88,early,3,0.3006877226638524,train
C4,78,89,89,early,3,0.30288941577350825,train
C4,79,90,90,early,3,0.30503997800549404,train
C4,80,91,91,early,3,0.30713739877685325,train
C4,81,92,92,early,3,0.3091797580872045,train
C4,82,93,93,early,3,0.3111652296491137,train
C4,83,94,94,early,3,0.3130920836633057,train
C4,84,95,95,early,3,0.3149586893956467,train
C4,85,96,96,middle,3,0.3167635174237436,train
C4,86,97,97,middle,3,0.3185051416357572,train
C4,87,98,98,middle,3,0.32018224096491016,train
C4,88,99,99,middle,3,0.3217936009092444,train
C4,89,100,100,middle,3,0.3233381147705563,train
C4,90,101,101,middle,3,0.32481478472813774,train
C4,91,102,102,middle,3,0.3262227226151759,train
