condition,run_id,split,q_true,rate_norm,fine_state
C6,42,test,0.1907456248456237,0.32752736122768766,0
C6,43,test,0.19325062812261246,0.3275273610076608,0
C6,44,test,0.19575563140801508,0.327527361007663,0
C6,45,test,0.19826063468500363,0.32752736166774205,0
C6,46,test,0.20076563797040625,0.32752736122768694,0
C6,47,test,0.20327064128105096,0.3275273612276891,0
C6,48,test,0.2057756445412115,0.3275273623278175,0
C6,49,test,0.2082806478266142,0.3275273616677406,0
C6,50,test,0.2107856511456729,0.32752736122768766,0
C6,51,test,0.21329065440583345,0.3275273627678704,0
C6,52,test,0.21579565769965003,0.32752736144771377,0
C6,53,test,0.2183006610187089,0.32752736144771594,0
C6,54,test,0.22080566425362733,0.32752736298789437,0
C6,55,test,0.2233106675726861,0.32752736144771377,0
C6,56,test,0.2258156708917448,0.32752736144771377,0
C6,57,test,0.22832067412666315,0.3275273614477145,0
C6,58,test,0.23082567744572202,0.3275273592474541,0
C6,59,test,0.23333068068064047,0.32752735924745624,0
C6,60,test,0.2358356839155588,0.31935949697191407,0
C6,61,test,0.2383406872346176,0.30302377022056415,0
C6,62,test,0.24053334218595268,0.2785201855941871,0
C6,63,test,0.2424136488537044,0.24584873869227003,3
C6,64,test,0.2439816073220131,0.20500942731454744,3
C6,65,test,0.24523721750673852,0.16417011813708307,3
C6,66,test,0.24618047940788057,0.12366581825248181,3
C6,67,test,0.24681139302543928,0.10270122322297545,3
C6,68,test,0.24714276949335398,0.10093539845718895,3
C6,69,test,0.24790901815650443,0.11801464345883206,3
C6,70,test,0.24909710120669995,0.15357339173278223,3
C6,71,test,0.2506934927372599,0.20690011680012205,3
C6,72,test,0.25268421307229905,0.2584035661290142,3
C6,73,test,0.25505486376913605,0.30769401657661066,0
C6,74,test,0.25779066253656135,0.3436845261491193,0
C6,75,test,0.2608636681129916,0.3666705720791252,0
C6,76,test,0.26383637740100463,0.3769650862568769,0
C6,77,test,0.266706110107996,0.3748975773267906,0
C6,78,test,0.26947043466039894,0.3611482400742182,0
C6,79,test,0.2721271695499306,0.34711385041799203,0
C6,80,test,0.27467438493225976,0.33282722522676317,0
C6,81,test,0.2771104033001299,0.3183212627787694,0
C6,82,test,0.2794337993150789,0.3036288789543316,0
C6,83,test,0.2816433994708767,0.28878291922546534,0
C6,84,test,0.28373828099970083,0.2738160970486235,3
C6,85,test,0.2857177701051873,0.25876092125613587,3
C6,86,test,0.28758144027962246,0.2436496300484371,3
C6,87,test,0.28932910935902934,0.22851412938678545,3
C6,88,test,0.29096083666239364,0.21338594018704904,3
C6,89,test,0.292476919541907,0.19829612571115077,3
C6,90,test,0.29387788959664873,0.18327524976213133,3
C6,91,test,0.29516450821314444,0.16835332387792845,3
C6,92,test,0.2963377620217843,0.15355975452514423,3
C6,93,test,0.2973988580166796,0.13892329029283593,3
C6,94,test,0.29834921808653586,0.12447199548938818,3
C6,95,test,0.2991904732089655,0.11023319293577126,3
C6,96,test,0.2999244579813612,0.0962334287614049,3
C6,97,test,0.30055320388966333,0.0824984371999845,3
C6,98,test,0.3010789330819709,0.06905310758561478,1
C6,99,test,0.30150405155316723,0.05608075672875535,1
C6,100,test,0.30183114207712725,0.04391447969661587,1
C6,101,test,0.3020690494932344,0.03287334050232109,1
C6,102,test,0.3022325432192163,0.023261894648674827,1
C6,103,test,0.302336046771595,0.015369738074932813,1
C6,104,test,0.30239361269184667,0.009311768325903812,1
C6,105,test,0.302418898229824,0.005036431124060536,1
C6,106,test,0.3024251420368648,0.0023298282538281208,1
C6,107,test,0.3024251420368648,0.0008244877954570212,1
C6,108,test,0.3024251420368648,0.00016327464777326784,1
C6,109,test,0.3024251420368648,0.0,1
C6,110,test,0.3024251420368648,0.0,1
C6,111,test,0.3024251420368648,0.0,1
C6,112,test,0.3024251420368648,0.0,1
C6,113,test,0.3024251420368648,0.0,1
C6,114,test,0.3024251420368648,0.0,1
C6,115,test,0.3024251420368648,0.0,1
C6,116,test,0.3024251420368648,0.0,1
C6,117,test,0.3024251420368648,0.0,1
C6,118,test,0.3024251420368648,0.0,1
C6,119,test,0.3024251420368648,0.0,1
C6,120,test,0.3024251420368648,0.0,1
C6,121,test,0.3024251420368648,0.0,1
C6,122,test,0.3024251420368648,0.0,1
C6,123,test,0.3024251420368648,0.0,1
C6,124,test,0.3024251420368648,0.0004202737443364831,1
C6,125,test,0.3024251420368648,0.005525102131466906,1
C6,126,test,0.3024412137797824,0.015314482961138841,1
C6,127,test,0.3026364281860637,0.02978841623334213,1
C6,128,test,0.30301078517156854,0.04894690194808402,1
C6,129,test,0.3035642847362966,0.07236966856128627,1
C6,130,test,0.3042969268802481,0.09579243297423175,3
C6,131,test,0.30520871168756347,0.11879492364283492,3
C6,132,test,0.30629963907410224,0.13711286186891108,3
C6,133,test,0.3075536372969468,0.15074624765244288,3
C6,134,test,0.3088076355197915,0.15969507879318215,3
C6,135,test,0.310061633742636,0.16395935749138282,3
C6,136,test,0.3113156319654807,0.16395935749138574,3
C6,137,test,0.3125696301883253,0.16395935749137994,3
C6,138,test,0.31382362841116995,0.16395935749138427,3
C6,139,test,0.31507762663401445,0.16395935749137994,3
C6,140,test,0.3163316248568591,0.16395935749138282,3
C6,141,test,0.3175856230797036,0.16395935749137994,3
C6,142,test,0.31883962130254834,0.16395935749138427,3
C6,143,test,0.3200936195253929,0.16395935749138574,3
C6,144,test,0.32134761774823756,0.1639593574913872,3
C6,145,test,0.3226016159710823,0.16395935749138427,3
C6,146,test,0.32385561419392683,0.16395935749138574,3
C6,147,test,0.32510961241677144,0.16395935749138574,3
C6,148,test,0.32636361063961605,0.16395935749137994,3
C6,149,test,0.3276176088624607,0.16395935749138282,3
C6,150,test,0.3288716070853052,0.16395935749137994,3
C6,151,test,0.3301256053081499,0.16395935749138427,3
C6,152,test,0.3313796035309944,0.16395935749137847,3
C6,153,test,0.33263360175383916,0.16395935749138282,3
C6,154,test,0.3338875999766836,0.16395935749137994,3
C6,155,test,0.33514159819952827,0.16395935749138574,3
C6,156,test,0.3363955964223728,0.16456153767991544,3
C6,157,test,0.33764959464521754,0.16576589365647287,3
C6,158,test,0.33892662091897086,0.1675724298215542,3
C6,159,test,0.3402266750753522,0.1699811461751754,3
C6,160,test,0.3415497572826421,0.17299203831681415,3
C6,161,test,0.3428958675408408,0.17600293045845003,3
C6,162,test,0.3442650056816676,0.17901382480034558,3
C6,163,test,0.34565717187340295,0.18142253895371144,3
C6,164,test,0.3470723660319067,0.18322907511879857,3
C6,165,test,0.3484875601904105,0.18443343329560555,3
C6,166,test,0.34990275443305463,0.18503561128388427,3
C6,167,test,0.3513179485915584,0.18503561128388135,3
C6,168,test,0.3527331427500622,0.1850356112838828,3
C6,169,test,0.35414833690856584,0.18503561128388135,3
C6,170,test,0.35556353106706967,0.1850356112838828,3
C6,171,test,0.35697872530971375,0.18503561128388135,3
C6,172,test,0.3583939194682176,0.1850356134841425,3
C6,173,test,0.3598091136267213,0.18503561348414105,3
C6,174,test,0.36122430786936544,0.1850356134841425,3
C6,175,test,0.3626395020278692,0.1850356134841396,3
C6,176,test,0.36405469627051334,0.18503561348414105,3
C6,177,test,0.36546989042901706,0.18503561348414105,3
C6,178,test,0.36688508458752084,0.1850356134841396,3
C6,179,test,0.368300278830165,0.18503561128388135,3
C6,180,test,0.3697154729886687,0.18503561128388427,3
C6,181,test,0.37113066714717247,0.18503561128387847,3
C6,182,test,0.3725458613056763,0.1850356112838828,3
C6,183,test,0.37396105546417985,0.1850356112838799,3
C6,184,test,0.37537624970682415,0.1850356112838828,3
C6,185,test,0.37679144386532776,0.1850356112838799,3
C6,186,test,0.37820663802383164,0.1850356112838857,3
C6,187,test,0.37962183218233536,0.18503561128388135,3
C6,188,test,0.38103702634083914,0.1947915327691723,3
C6,189,test,0.38245222058348327,0.21430337573973823,3
C6,190,test,0.3842404922043516,0.24357114239585048,3
C6,191,test,0.38640184128758426,0.2825948283369896,3
C6,192,test,0.3889362679173217,0.3313744357634168,2
C6,193,test,0.39184377192528336,0.3801540453900935,2
C6,194,test,0.39512435347974995,0.4289336550167804,0
C6,195,test,0.39877801249658074,0.46795734095792096,0
C6,196,test,0.4028047489757763,0.4972251076140361,0
C6,197,test,0.40683148545497166,0.516736950584602,0
C6,198,test,0.41085822193416716,0.5264928720698944,0
C6,199,test,0.41488495841336254,0.5264928720698886,0
C6,200,test,0.4189116948925581,0.526492872069893,0
C6,201,test,0.4229384313717534,0.5264928698696304,0
C6,202,test,0.42696516785094896,0.526492869869629,0
C6,203,test,0.4309919042460039,0.5264928698696246,0
C6,204,test,0.43501864072519925,0.5264928676693708,0
C6,205,test,0.4390453772043946,0.5264928676693663,0
C6,206,test,0.44307211359944976,0.526492869869629,0
C6,207,test,0.44709885007864514,0.5264928698696304,0
C6,208,test,0.45112558655784063,0.5264928698696347,0
C6,209,test,0.455152323037036,0.5264928720698886,0
C6,210,test,0.45917905951623156,0.5264928720698886,0
C6,211,test,0.4632057959954269,0.52649287206989,0
C6,212,test,0.46723253247462226,0.52649287206989,0
C6,213,test,0.4712592689538178,0.5264928720698843,0
C6,214,test,0.4752860054330132,0.5264928698696304,0
C6,215,test,0.4793127419122085,0.5264928698696347,0
C6,216,test,0.48333947830726365,0.5264928698696246,0
C6,217,test,0.4873662147864592,0.5264928676693693,0
C6,218,test,0.49139295126565435,0.5264928676693708,0
C6,219,test,0.4954196876607095,0.5264928698696304,0
C6,220,test,0.49944642413990487,0.5400216443209606,0
C6,221,test,0.5034731606191004,0.5670791954238993,0
C6,222,test,0.5080172527216286,0.607665523178428,0
C6,223,test,0.5130787005316301,0.6617806231840329,0
C6,224,test,0.5186575039649646,0.729424497640968,0
C6,225,test,0.5247536630216317,0.7970683720979131,0
C6,226,test,0.5313671777016317,0.8647122443546,0
C6,227,test,0.5384980480049646,0.9188273421599381,0
C6,228,test,0.5461462739316305,0.9594136655139474,0
C6,229,test,0.5537944998582961,0.9864712144166309,0
C6,230,test,0.5614427257849618,0.9999999888679595,0
C6,231,test,0.5690909517116278,0.9999999910682148,0
C6,232,test,0.5767391776382933,0.9999999932684789,0
C6,233,test,0.5843874036490995,0.9999999954687371,0
C6,234,test,0.5920356296599056,0.9999999976689895,0
C6,235,test,0.5996838556707117,0.9999999998692507,0
C6,236,test,0.6073320816815179,0.9999999976689983,0
C6,237,test,0.6149803076923238,0.9999999954687342,0
C6,238,test,0.6226285336189898,0.9999999932684818,0
C6,239,test,0.6302767595456554,0.9999999910682207,0
C6,240,test,0.6379249854723213,0.9999999888679653,0
C6,241,test,0.645573211398987,0.9999999888679507,0
C6,242,test,0.6532214373256527,0.9999999888679653,0
C6,243,test,0.6608696632523182,0.9999999910682148,0
C6,244,test,0.6685178891789844,0.999999993268473,0
C6,245,test,0.6761661151897903,0.9999999954687342,0
C6,246,test,0.6838143412005964,0.9999999976690012,0
C6,247,test,0.6914625672114025,0.9999999998692449,0
C6,248,test,0.6991107932222087,0.9999999976689983,0
C6,249,test,0.7067590192330147,0.9999999954687371,0
C6,250,test,0.7144072451596807,0.999999993268476,0
C6,251,test,0.7220554710863463,0.9999999910682178,0
C6,252,test,0.729703697013012,0.9966354952417077,0
C6,253,test,0.7373519229396778,0.9899065079891897,0
C6,254,test,0.7448714868279991,0.9798130271104197,0
C6,255,test,0.752262388677976,0.9663550548056592,0
C6,256,test,0.7595246284896082,0.9495325910749052,0
C6,257,test,0.7666582063470367,0.9327101273441424,0
C6,258,test,0.7736631222502615,0.9158876636133767,0
C6,259,test,0.7805393761151413,0.9024296935088802,0
C6,260,test,0.7872869679416767,0.8923362148303686,0
C6,261,test,0.7940345597682124,0.8856072275778534,0
C6,262,test,0.8007821515947479,0.8822427339515928,0
C6,263,test,0.8075297434212836,0.8822427317513405,0
C6,264,test,0.8142773352478189,0.8822427295510793,0
C6,265,test,0.8210249269902141,0.8822427273508269,0
C6,266,test,0.8277725187326093,0.882242725150557,0
C6,267,test,0.8345201104750046,0.8822427229503075,0
C6,268,test,0.8412677022173995,0.8822427229503075,0
C6,269,test,0.8480152939597948,0.8822427229503046,0
C6,270,test,0.8547628857021901,0.8822427229503017,0
C6,271,test,0.8615104774445851,0.8822427229503075,0
C6,272,test,0.8682580691869803,0.882242725150557,0
C6,273,test,0.8750056609293755,0.8822427273508182,2
C6,274,test,0.8817532527559108,0.8822427295510793,2
C6,275,test,0.8885008445824465,0.8822427317513347,2
C6,276,test,0.895248436408982,0.8822427339515958,2
C6,277,test,0.9019960282355175,0.8822427339516016,2
C6,278,test,0.9087436200620531,0.8822427339516016,2
C6,279,test,0.9154912118885886,0.8822427317513463,2
C6,280,test,0.9222388037151243,0.8822427295510822,2
C6,281,test,0.9289863954575196,0.882242727350824,2
C6,282,test,0.9357339871999145,0.8822427251505686,2
C6,283,test,0.9424815789423098,0.8822427229502987,2
C6,284,test,0.949229170684705,0.860519573097897,2
C6,285,test,0.9559767624271,0.8170732733930932,2
C6,286,test,0.9618936363706977,0.751903823835879,3
C6,287,test,0.9669797925154976,0.6650112244262628,3
C6,288,test,0.9712352308615,0.5563954751642536,3
C6,289,test,0.9746599514087049,0.44777972590222676,3
C6,290,test,0.9772539541571122,0.3391639766402146,3
C6,291,test,0.9790172391067218,0.25227137723059556,3
C6,292,test,0.979949806257534,0.1871019276733871,3
C6,293,test,0.9808823734083459,0.14365562796857467,3
C6,294,test,0.9818149405591582,0.12193247811617572,3
C6,295,test,0.9827475077099702,0.12193247811616992,3
C6,296,test,0.9836800748607823,0.12193247811617572,3
C6,297,test,0.9846126420115944,0.12193247811617282,3
C6,298,test,0.9855452091624065,0.12193247811617863,3
C6,299,test,0.9864777763132186,0.12193247811617282,3
C6,300,test,0.9874103434640309,0.12193247811618153,3
C6,301,test,0.9883429106148428,0.12193247811617863,3
C6,302,test,0.9892754777656552,0.12193247811617863,3
C6,303,test,0.9902080449164672,0.12193247811617282,3
C6,304,test,0.9911406120672793,0.12193247811617863,3
C6,305,test,0.9920731792180913,0.12193247811616702,3
C6,306,test,0.9930057463689035,0.12193247811616992,3
C6,307,test,0.9939383135197154,0.12193247811616992,3
C6,308,test,0.9948708806705275,0.12193247811617572,3
C6,309,test,0.9958034478213397,0.12193247811616992,3
C6,310,test,0.9967360149721519,0.12193247811617863,3
C6,311,test,0.9976685821229638,0.1097392303045564,3
C6,312,test,0.9986011492737761,0.0975459824929429,3
C6,313,test,0.999067432849182,0.08535273468131778,3
C6,314,test,0.9995337164245882,0.07620779882260983,3
C6,315,test,0.9999999999999941,0.06096623905808206,3
C1,1,train,0.0,0.1690209935655249,3
C1,2,train,0.003747849000265095,0.23506011120435402,3
C1,3,train,0.011751226711428704,0.3340522427368041,0
C1,4,train,0.02179015043678708,0.5042503305922323,0
C1,5,train,0.038708442415464187,0.6628996623169958,0
C1,6,train,0.05843021655773405,0.8024442773877913,0
C1,7,train,0.08056162278547854,0.9356283015278998,0
C1,8,train,0.10473479074442632,0.9893517393512787,0
C1,9,train,0.13020646860084742,0.9999999999568503,0
C1,10,train,0.15334998625772928,0.9721311074806916,0
C1,11,train,0.17430563202169147,0.910028931289934,0
C1,12,train,0.19320771875510137,0.8211684965588677,0
C1,13,train,0.2101847712464187,0.7378617797293429,0
C1,14,train,0.22535970930962534,0.6598667422251328,0
C1,15,train,0.2388500265425312,0.5869490627918675,0
C1,16,train,0.25076796493117615,0.5188819562373194,0
C1,17,train,0.2612206852652242,0.4554459949991227,0
C1,18,train,0.27031043350476347,0.39642893404486623,0
C1,19,train,0.2781347032038214,0.3416255379937412,0
C1,20,train,0.284786393978896,0.2908374123783836,0
C1,21,train,0.290353966081007,0.24387283712828353,3
C1,22,train,0.2949215912584859,0.20054660308261393,3
C1,23,train,0.2985692998285967,0.16068268716151665,3
C1,24,train,0.30137312415690737,0.12474026880367269,3
C1,25,train,0.30340556711240524,0.09311722500702865,3
C1,26,train,0.304808296554342,0.0661537813741193,1
C1,27,train,0.3057115883934917,0.04413602128004362,1
C1,28,train,0.30623489673016535,0.02729642328983847,1
C1,29,train,0.30648740395987917,0.01519092674201774,1
C1,30,train,0.3065685515019318,0.0073955558646489235,1
C1,31,train,0.3065685515019318,0.0028794267568846817,1
C1,32,train,0.3065685515019318,0.0007002999016160401,1
C1,33,train,0.3065685515019318,0.0,1
C1,34,train,0.3065685515019318,0.0,1
C1,35,train,0.3065685515019318,0.0,1
C1,36,train,0.3065685515019318,0.0,1
C1,37,train,0.3065685515019318,0.0,1
C1,38,train,0.3065685515019318,0.0,1
C1,39,train,0.3065685515019318,0.0,1
C1,40,train,0.3065685515019318,4.69442475027746e-05,1
C1,41,train,0.3065685515019318,0.0054360590373353935,1
C1,42,train,0.30657399118611506,0.015927789202889592,1
C1,43,train,0.3071984571013968,0.03128483113629538,1
C1,44,train,0.3084141906933186,0.051272499246101604,1
C1,45,train,0.3101936943077262,0.07561212494195932,1
C1,46,train,0.3125097736542056,0.09878003924543433,3
C1,70,train,0.3635035829951145,0.026499488732746778,1
C1,71,train,0.3640122672711864,0.022159254459801027,1
C1,72,train,0.36442522676086264,0.01803176820236558,1
C1,73,train,0.36474731288524476,0.014199148388437053,1
C1,74,train,0.364983752753917,0.01073744089201104,1
C1,75,train,0.36514891521393,0.007716699110491349,1
C1,76,train,0.36525647269562156,0.005201070201909247,1
C1,77,train,0.36531940247633976,0.00324550888156433,1
C1,78,train,0.3653499890557742,0.001820163743904215,1
C1,79,train,0.36535982744397644,0.0008919471652946641,1
C1,80,train,0.36535982744397644,0.00034886578376503043,1
C1,81,train,0.36535982744397644,8.490487962796595e-05,1
C1,82,train,0.36535982744397644,0.0,1
C1,83,train,0.36535982744397644,0.0,1
C1,84,train,0.36535982744397644,0.0,1
C1,85,train,0.36535982744397644,0.0,1
C1,86,train,0.36535982744397644,0.0,1
C1,87,train,0.36535982744397644,0.0,1
C1,88,train,0.36535982744397644,0.0,1
C1,89,train,0.36535982744397644,0.0,1
C1,90,train,0.36535982744397644,0.0,1
C1,91,train,0.36535982744397644,0.0,1
C1,92,train,0.36535982744397644,0.0,1
C1,93,train,0.36535982744397644,0.0,1
C1,94,train,0.36535982744397644,0.0,1
C1,95,train,0.36535982744397644,0.0,1
C1,96,train,0.36535982744397644,0.0,1
C1,97,train,0.36535982744397644,0.0,1
C1,98,train,0.36535982744397644,0.0,1
C1,99,train,0.36535982744397644,0.0,1
C1,100,train,0.36535982744397644,0.0,1
C1,101,train,0.36535982744397644,0.0,1
C1,102,train,0.36535982744397644,0.0,1
C1,103,train,0.36535982744397644,0.0,1
C1,104,train,0.36535982744397644,0.0,1
C1,105,train,0.36535982744397644,0.0,1
C1,106,train,0.36535982744397644,0.0,1
C1,107,train,0.36535982744397644,0.0,1
C1,108,train,0.36535982744397644,0.0,1
C1,109,train,0.36535982744397644,0.0,1
C1,110,train,0.36535982744397644,0.0,1
C1,111,train,0.36535982744397644,0.0,1
C1,112,train,0.36535982744397644,0.0,1
C1,113,train,0.36535982744397644,0.0,1
C1,114,train,0.36535982744397644,0.0,1
C1,115,train,0.36535982744397644,0.00013129050386442067,1
C1,116,train,0.36535982744397644,0.0033737573525473067,1
C1,117,train,0.36537504078565886,0.009659583863275442,1
C1,118,train,0.3657507629788943,0.018920185599717025,1
C1,119,train,0.3664791357373907,0.031086408697374526,1
C1,120,train,0.36755221181109343,0.04595743384787034,1
C1,121,train,0.3689619779672225,0.060483662015624606,1
C1,122,train,0.37070037752666796,0.0745319075986495,1
C1,123,train,0.3727593324440388,0.08512134079172383,1
C1,124,train,0.37511555149607817,0.09231976363547624,1
C1,125,train,0.37741568254060914,0.09619665303052025,1
C1,126,train,0.3796595689344793,0.09682293898463744,1
C1,127,train,0.38184720466330263,0.0944020766961348,1
C1,128,train,0.3839787307258092,0.09198713579406444,1
C1,129,train,0.38605443135437517,0.08958429163041261,1
C1,130,train,0.38807473011854576,0.08719955182882555,1
C1,131,train,0.3900401859466456,0.08483875133655276,1
C1,132,train,0.3919514889601747,0.08250754808230859,1
C1,133,train,0.3938094562847998,0.08021141853311153,1
C1,134,train,0.39561502776773766,0.07795565375608883,1
C1,135,train,0.3973692615664245,0.07574535638902766,1
C1,136,train,0.39907332971378656,0.07358543730804891,1
C1,137,train,0.4007285136015975,0.07148061300210427,1
C1,138,train,0.4023361994053349,0.0694354033514252,1
C1,139,train,0.40389787349733225,0.06745412910299171,1
C1,140,train,0.4054151177780255,0.06554091126466845,1
C1,141,train,0.4068896049486924,0.0636996696914721,1
C1,142,train,0.40832309392460503,0.06193412015714509,1
C1,143,train,0.40971742509606957,0.060247777383561796,1
C1,144,train,0.41107451540224577,0.0586439499917105,1
C1,145,train,0.412396354013427,0.058254105071359044,1
C1,146,train,0.41368499701872263,0.06075205787551797,1
C1,147,train,0.41507331255252106,0.06622908231611453,1
C1,148,train,0.41675709504298936,0.07477017173155455,1
C1,149,train,0.4187488378317533,0.08645396789755186,3
C1,150,train,0.4210603787275062,0.10022432597319265,3
C1,151,train,0.42370288646779136,0.11447607179176464,3
C1,152,train,0.426686847964761,0.1280514835758651,3
C1,153,train,0.4300220574231143,0.13924980290085634,3
C1,154,train,0.43358685669252306,0.14795217489133455,3
C1,155,train,0.43719600749261334,0.15404544299273173,3
C1,156,train,0.4408469062028606,0.1574222721673629,3
C1,157,train,0.44453692767264336,0.15910963453948718,3
C1,158,train,0.44826342861457474,0.16068310622994636,3
C1,159,train,0.4520237516999001,0.16214207630765504,3
C1,160,train,0.455815229185851,0.1634860933904727,3
C1,183,train,0.5456070278605066,0.16383961648871032,3
C1,184,train,0.5493786335354617,0.1626618736413244,3
C1,185,train,0.553120980745406,0.16140207012669414,3
C1,186,train,0.5568322284330686,0.1600628920219917,3
C1,187,train,0.5605105993123879,0.15864710012983416,3
C1,188,train,0.5641543819747178,0.15715752290967527,3
C1,189,train,0.5677619321759515,0.15559705344838734,3
C1,190,train,0.5713316740066369,0.1539686494602668,3
C1,191,train,0.574862101647146,0.1522753221791864,3
C1,192,train,0.5783517805377906,0.15052013938801784,3
C1,193,train,0.5817993481979004,0.1487062193597995,3
C1,194,train,0.5852035158639834,0.1468367258087321,3
C1,195,train,0.5885630689577716,0.14491486587055669,3
C1,196,train,0.5918768682563342,0.1429438870731581,3
C1,197,train,0.5951438508281696,0.1409270692581277,3
C1,198,train,0.5983630305012503,0.13886772761018132,3
C1,199,train,0.6015334985650915,0.1367692035689173,3
C1,200,train,0.6046544245898313,0.13463486482883474,3
C1,201,train,0.6077250565432409,0.13246809827068573,3
C1,202,train,0.6107447217268177,0.13027231097130126,3
C1,203,train,0.6137128264247487,0.12805092111534688,3
C1,204,train,0.6166288567229923,0.12580736102473153,3
C1,205,train,0.6194923782752548,0.12354506605078133,3
C1,206,train,0.6223030367710348,0.12126747861344506,3
C1,207,train,0.6250605575845918,0.11897803911306251,3
C1,208,train,0.6277647458919545,0.11668018895977318,3
C1,209,train,0.6304154864369003,0.11437735744609082,3
C1,210,train,0.633012743647965,0.11207296982529212,3
C1,211,train,0.635556560585342,0.10977043620362428,3
C1,212,train,0.6380470595259374,0.10747315255007003,3
C1,213,train,0.6404844407932582,0.10518449463755647,3
C1,214,train,0.6428689826403983,0.10290781804292619,3
C1,215,train,0.6452010406649842,0.10064645006854286,3
C1,216,train,0.64748104675607,0.0984036958010758,3
C1,217,train,0.6497095087431055,0.09618282397429025,3
C1,218,train,0.6518870099278887,0.09398707201802362,3
C1,219,train,0.6540142073293967,0.09181964302881625,3
C1,220,train,0.6560918316837835,0.08968370072085935,3
C1,221,train,0.6581206860402454,0.08758236336719702,3
C1,222,train,0.6601016448249287,0.08551871187814082,3
C1,223,train,0.6620356526708159,0.08349577465422679,3
C1,224,train,0.6639237235986464,0.0815165336450327,3
C1,225,train,0.6657669392617445,0.0795839182903531,3
C1,226,train,0.6675664482439528,0.07770080552020805,3
C1,227,train,0.669323464421471,0.07587001268620895,3
C1,228,train,0.6710392657927426,0.07409430362039292,3
C1,229,train,0.6727151928402959,0.0723763775273662,3
C1,230,train,0.6743526474776406,0.0707188740333407,3
C1,231,train,0.6759530910600745,0.06912436611749423,3
C1,232,train,0.6775180433315812,0.06759536213158603,3
C1,233,train,0.6790490804356356,0.06613429873133525,3
C1,234,train,0.6805478335110681,0.0647435459254259,3
C1,235,train,0.6820159868198822,0.06342539899709229,3
C1,236,train,0.6834552763431168,0.062182080523717376,3
C1,237,train,0.6848674877916536,0.06101573734743668,3
C1,238,train,0.6862544548510455,0.05992844158490915,3
C1,239,train,0.6876180574263471,0.05892218355873484,3
C1,240,train,0.6889602198869407,0.05799887684644079,3
C1,241,train,0.6902829088433233,0.0571603522216782,3
C1,242,train,0.6915881317429678,0.05640835967381315,3
C1,243,train,0.6928779344130844,0.05883149109163743,3
C1,244,train,0.6941543995394726,0.06623927688778371,3
C1,245,train,0.6957773433598424,0.07864581896737965,3
C1,246,train,0.6979584125730586,0.09605990363020778,3
C1,247,train,0.7007012486907094,0.11848498036484037,3
C1,248,train,0.7040089156561428,0.14283223108651708,3
C1,249,train,0.7078838958660797,0.16728646947350595,3
C1,250,train,0.7123280874793507,0.18873557622652543,3
C1,251,train,0.7173428017256361,0.2053463056990069,3
C1,252,train,0.7225710619997311,0.21708067211472173,3
C1,253,train,0.7278035041440307,0.22390586998912185,3
C1,254,train,0.7330382089376536,0.225794313511657,3
C1,255,train,0.7382732731902786,0.2258105986118329,3
C1,256,train,0.7435068116143274,0.22574562785811406,3
C1,257,train,0.7487369589311712,0.2256002757402832,3
C1,258,train,0.7539618725623903,0.22537550965004063,3
