condition,run_id,VB,VB_smooth,q_true,rate_norm,stage,stage_id,fine_state_true
C1,36,87.39090058,87.39090058,0.3065685515019318,0.0,early,0,0
C1,37,87.39090058,87.39090058,0.3065685515019318,0.0,early,0,0
C1,38,87.39090058,87.39090058,0.3065685515019318,0.0,early,0,0
C1,39,87.39090058,87.39090058,0.3065685515019318,0.0,early,0,0
C1,40,87.39090058,87.39090058,0.3065685515019318,4.69442475027746e-05,early,0,0
C1,41,87.39090058,87.39090058,0.3065685515019318,0.0054360590373353935,early,0,0
C1,42,87.39090058,87.39156470142856,0.30657399118611506,0.015927789202889592,early,0,0
C1,43,87.39090058,87.46780464142856,0.3071984571013968,0.03128483113629538,early,0,0
C1,44,87.39090058,87.61623140714286,0.3084141906933186,0.051272499246101604,early,0,0
C1,45,87.39554943,87.83348785857143,0.3101936943077262,0.07561212494195932,early,0,0
C1,46,87.92458016,88.11625389285715,0.3125097736542056,0.09878003924543433,early,0,0
C1,47,88.42988794,88.4612513,0.3153355775782553,0.1207439911550418,early,0,0
C1,48,88.91169574,88.8652482957143,0.31864463518900144,0.13622505482514527,early,0,0
C1,49,89.37026282,89.32439963142858,0.3224054508337892,0.14548058391495655,early,0,0
C1,50,89.80588243,89.76066707285713,0.3259788291328714,0.14876707344781115,early,0,0
C1,51,90.21887955,90.17437130571429,0.32936739675801774,0.1463396921712047,early,0,0
C1,52,90.60960878,90.56586276142856,0.33257402402212133,0.13849878521723993,early,0,0
C1,53,90.97845225,90.93551953428572,0.3356018078189391,0.13079079667127688,early,0,0
C1,54,91.32581757,91.28374536571428,0.33845405511278276,0.12322481597608935,early,0,0
C1,55,91.65213593,91.61096770285714,0.34113426703667155,0.11580924489831568,early,0,0
C1,56,91.95786023,91.91763581999999,0.3436461235053329,0.10855182166273805,early,0,0
C1,57,92.24346325,92.20421900857143,0.3459934683898599,0.10145964448072384,early,0,0
C1,58,92.50943591,92.47120483571429,0.34818029525402105,0.0945391943717665,early,0,0
C1,59,92.7562856,92.71909746142858,0.35021073357031934,0.08779635758113737,early,0,0
C1,60,92.98453457,92.94841602,0.3520890354626005,0.08123644799750752,early,0,0
C1,61,93.19471836,93.15969305857142,0.35381956291670835,0.07486422825785119,early,0,0
C1,62,93.38738431,93.3534730442857,0.35540677555279343,0.0686839305493935,early,0,0
C1,63,93.56309014,93.53031092142855,0.3568552188071624,0.06269927761351626,early,0,0
C1,64,93.72240252,93.69077072285714,0.35816951255877133,0.056913502739874555,early,0,1
C1,65,93.86589581,93.83542424857141,0.3593543403056702,0.05132936885167518,early,0,1
C1,66,93.99415074,93.96484978714285,0.36041443869248496,0.045949188095872895,early,0,1
C1,67,94.10775318,94.07963089285714,0.36135458749424065,0.040774840322556245,early,0,1
C1,68,94.20729304,94.18035522000001,0.36217960006823297,0.03580779126143322,early,0,1
C1,69,94.29336308,94.26761339571429,0.36289431412182793,0.031049110496309634,early,0,1
C1,70,94.36655788,94.34199795571429,0.3635035829951145,0.026499488732746778,early,0,1
C1,71,94.42747281,94.40410231999999,0.3640122672711864,0.022159254459801027,early,0,1
C1,72,94.47670304,94.45451981428572,0.36442522676086264,0.01803176820236558,early,0,1
C1,73,94.51484266,94.49384273999999,0.36474731288524476,0.014199148388437053,early,0,1
C1,74,94.54248373,94.52270926571428,0.364983752753917,0.01073744089201104,early,0,1
C1,75,94.5602155,94.54287365857144,0.36514891521393,0.007716699110491349,early,0,1
C1,76,94.56862356,94.55600516142859,0.36525647269562156,0.005201070201909247,early,0,1
C1,77,94.56862356,94.56368814714287,0.36531940247633976,0.00324550888156433,early,0,1
C1,78,94.56862356,94.56742240857143,0.3653499890557742,0.001820163743904215,early,0,1
C1,79,94.56862356,94.56862356,0.36535982744397644,0.0008919471652946641,early,0,1
C1,80,94.56862356,94.56862356,0.36535982744397644,0.00034886578376503043,early,0,1
C1,81,94.56862356,94.56862356,0.36535982744397644,8.490487962796595e-05,early,0,1
C1,82,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,83,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,84,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,85,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,86,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,87,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,88,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,89,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,90,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,91,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,92,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,93,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,94,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,95,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,96,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,97,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,98,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,99,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,100,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,101,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,102,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,103,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,104,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,105,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,106,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,107,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,108,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,109,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,110,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,111,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,112,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,113,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,114,94.56862356,94.56862356,0.36535982744397644,0.0,early,0,1
C1,115,94.56862356,94.56862356,0.36535982744397644,0.00013129050386442067,early,0,1
C1,116,94.56862356,94.56862356,0.36535982744397644,0.0033737573525473067,early,0,1
C1,117,94.56862356,94.57048093,0.36537504078565886,0.009659583863275442,middle,1,1
C1,118,94.56862356,94.61635218857144,0.3657507629788943,0.018920185599717025,middle,1,1
C1,119,94.56862356,94.70527793142858,0.3664791357373907,0.031086408697374526,middle,1,1
C1,120,94.58162515,94.83628789285716,0.36755221181109343,0.04595743384787034,middle,1,1
C1,121,94.88972237,95.00840375142857,0.3689619779672225,0.060483662015624606,middle,1,1
C1,122,95.19110376,95.22064188142858,0.37070037752666796,0.0745319075986495,middle,1,1
C1,123,95.48569329,95.47201604857142,0.3727593324440388,0.08512134079172383,middle,1,1
C1,124,95.77343457,95.75968266857144,0.37511555149607817,0.09231976363547624,middle,1,1
C1,125,96.05429047,96.04050160285715,0.37741568254060914,0.09619665303052025,middle,1,1
C1,126,96.32824273,96.31445372714286,0.3796595689344793,0.09682293898463744,middle,1,1
C1,127,96.59529149,96.58153830714285,0.38184720466330263,0.0944020766961348,middle,1,2
C1,128,96.85545491,96.84177255714287,0.3839787307258092,0.09198713579406444,middle,1,2
C1,129,97.10876863,97.09519117857143,0.38605443135437517,0.08958429163041261,middle,1,2
C1,130,97.35528535,97.34184588428572,0.38807473011854576,0.08719955182882555,middle,1,2
C1,131,97.59507432,97.58180491285714,0.3900401859466456,0.08483875133655276,middle,1,2
C1,132,97.82822082,97.81515251999998,0.3919514889601747,0.08250754808230859,middle,1,2
C1,133,98.05482567,98.04198846714284,0.3938094562847998,0.08021141853311153,middle,1,2
C1,134,98.27500469,98.26242749857144,0.39561502776773766,0.07795565375608883,middle,1,2
C1,135,98.48888816,98.47659880285713,0.3973692615664245,0.07574535638902766,middle,1,2
C1,136,98.69662026,98.68464547142857,0.39907332971378656,0.07358543730804891,middle,1,2
C1,137,98.89835857,98.88672394714285,0.4007285136015975,0.07148061300210427,middle,1,2
C1,138,99.09427345,99.0830034657143,0.4023361994053349,0.0694354033514252,middle,1,2
C1,139,99.2845475,99.2736654957143,0.40389787349733225,0.06745412910299171,middle,1,2
C1,140,99.469375,99.45890316857142,0.4054151177780255,0.06554091126466845,middle,1,2
C1,141,99.64896132,99.63892070142857,0.4068896049486924,0.0636996696914721,middle,1,2
C1,142,99.82352237,99.81393283714286,0.40832309392460503,0.06193412015714509,middle,1,2
C1,143,99.99328397,99.98416426571428,0.40971742509606957,0.060247777383561796,middle,1,2
C1,144,100.1584813,100.14984902285714,0.41107451540224577,0.0586439499917105,middle,1,2
C1,145,100.3193584,100.31122996285714,0.412396354013427,0.058254105071359044,middle,1,2
C1,146,100.4761675,100.46855811,0.41368499701872263,0.06075205787551797,middle,1,2
C1,147,100.6291683,100.6380551,0.41507331255252106,0.06622908231611453,middle,1,2
C1,148,100.7786279,100.84362512857142,0.41675709504298936,0.07477017173155455,middle,1,2
C1,149,100.9248194,101.0867934857143,0.4187488378317533,0.08645396789755186,middle,1,2
C1,150,101.1797629,101.36900542857144,0.4210603787275062,0.10022432597319265,middle,1,2
C1,151,101.5974715,101.69162452857142,0.42370288646779136,0.11447607179176464,middle,1,2
C1,152,102.0215369,102.05593111428573,0.426686847964761,0.1280514835758651,middle,1,2
C1,153,102.4516511,102.46312094285715,0.4300220574231143,0.13924980290085634,middle,1,2
C1,154,102.887502,102.89834098571428,0.43358685669252306,0.14795217489133455,middle,1,2
C1,155,103.328774,103.33897582857142,0.43719600749261334,0.15404544299273173,middle,1,2
C1,156,103.7751482,103.7847076,0.4408469062028606,0.1574222721673629,middle,1,2
C1,157,104.2263032,104.23521579999999,0.44453692767264336,0.15910963453948718,middle,1,2
C1,158,104.6819154,104.69017771428571,0.44826342861457474,0.16068310622994636,middle,1,2
C1,159,105.1416593,105.14926891428571,0.4520237516999001,0.16214207630765504,middle,1,2
C1,160,105.6052085,105.6121637,0.455815229185851,0.1634860933904727,middle,1,2
C1,161,106.0722354,106.07853555714287,0.4596351866600095,0.1647148696844176,middle,1,2
C1,162,106.5424124,106.5480576,0.46348094666766115,0.1658282708856308,middle,1,2
C1,163,107.0154117,107.02040304285715,0.4673498325731718,0.16682632021959048,middle,1,2
C1,164,107.4909062,107.49524555714287,0.4712391714852714,0.16770919137249224,middle,1,2
C1,165,107.9685697,107.97225977142855,0.47514629835245337,0.16847720849124304,middle,1,2
C1,166,108.4480774,108.45112162857141,0.47906855888825994,0.16913083911483465,middle,1,2
C1,167,108.9291061,108.93150882857142,0.4830033131986341,0.16967069821356887,middle,1,2
C1,168,109.4113349,109.4131012,0.48694793882421666,0.17009753607140557,middle,1,2
C1,169,109.8944454,109.89558111428572,0.49089983413367677,0.1704122423251763,middle,1,2
C1,170,110.3781221,110.37863381428572,0.49485642101497346,0.17061583990577683,middle,1,2
C1,171,110.8620528,110.86194782857142,0.4988151482686864,0.17070948301854671,middle,1,2
C1,172,111.3459291,111.34521532857143,0.5027734945333011,0.17069445108444598,middle,1,2
C1,173,111.8294463,111.82813247142859,0.5067289710934817,0.17057214974987842,middle,1,2
C1,174,112.3123042,112.31039972857143,0.5106791245713326,0.1703441017984385,middle,1,2
C1,175,112.7942074,112.79172222857143,0.5146215397346738,0.17001194917052886,middle,1,2
C1,176,113.2748654,113.27181004285714,0.5185538418372668,0.16957744690453697,middle,1,2
C1,177,113.7539929,113.75037857142857,0.5224736997781234,0.1690424580878247,middle,1,2
C1,178,114.2313103,114.22714880000001,0.52637882820771,0.16840895284691443,middle,1,2
C1,179,114.7065438,114.70184755714286,0.5302669896341531,0.1676790053180816,middle,1,2
C1,180,115.179426,115.17420784285716,0.5341359971145021,0.16685478556893377,middle,1,2
C1,181,115.6496958,115.64396907142857,0.537983716243921,0.1659385606082061,middle,1,2
C1,182,116.1170987,116.11087734285715,0.5418080673789074,0.1649326893367518,middle,1,2
C1,183,116.5813874,116.5746857142857,0.5456070278605066,0.16383961648871032,middle,1,2
C1,184,117.0423215,117.03515438571428,0.5493786335354617,0.1626618736413244,middle,1,2
C1,185,117.4996682,117.49205094285715,0.553120980745406,0.16140207012669414,middle,1,2
C1,186,117.9532024,117.94515061428572,0.5568322284330686,0.1600628920219917,middle,1,2
C1,187,118.4027067,118.39423641428571,0.5605105993123879,0.15864710012983416,middle,1,2
C1,188,118.8479717,118.83909940000001,0.5641543819747178,0.15715752290967527,middle,1,2
C1,189,119.2887964,119.27953882857142,0.5677619321759515,0.15559705344838734,middle,1,2
C1,190,119.724988,119.71536230000001,0.5713316740066369,0.1539686494602668,middle,1,3
C1,191,120.1563624,120.14638597142857,0.574862101647146,0.1522753221791864,middle,1,3
C1,192,120.5827442,120.5724347,0.5783517805377906,0.15052013938801784,middle,1,3
C1,193,121.0039667,120.99334214285714,0.5817993481979004,0.1487062193597995,middle,1,3
C1,194,121.4198724,121.40895095714286,0.5852035158639834,0.1468367258087321,middle,1,3
C1,195,121.8303128,121.81911285714285,0.5885630689577716,0.14491486587055669,middle,1,3
C1,196,122.2351485,122.22368875714287,0.5918768682563342,0.1429438870731581,middle,1,3
C1,197,122.6342497,122.6225488857143,0.5951438508281696,0.1409270692581277,middle,1,3
C1,198,123.0274957,123.01557284285715,0.5983630305012503,0.13886772761018132,middle,1,3
C1,199,123.4147755,123.4026496857143,0.6015334985650915,0.1367692035689173,middle,1,3
C1,200,123.7959876,123.78367802857144,0.6046544245898313,0.13463486482883474,middle,1,3
C1,201,124.1710401,124.15856605714285,0.6077250565432409,0.13246809827068573,middle,1,3
C1,202,124.5398507,124.52723164285715,0.6107447217268177,0.13027231097130126,middle,1,3
C1,203,124.9023469,124.88960229999999,0.6137128264247487,0.12805092111534688,middle,1,3
C1,204,125.2584659,125.24561528571428,0.6166288567229923,0.12580736102473153,middle,1,3
C1,205,125.6081548,125.59521757142859,0.6194923782752548,0.12354506605078133,middle,1,3
C1,206,125.9513701,125.9383659,0.6223030367710348,0.12126747861344506,middle,1,3
C1,207,126.2880785,126.27502674285714,0.6250605575845918,0.11897803911306251,middle,1,3
C1,208,126.6182561,126.60517631428571,0.6277647458919545,0.11668018895977318,middle,1,3
C1,209,126.941889,126.92880054285715,0.6304154864369003,0.11437735744609082,middle,1,3
C1,210,127.2589728,127.24589508571428,0.633012743647965,0.11207296982529212,middle,1,3
C1,211,127.5695129,127.5564652,0.635556560585342,0.10977043620362428,middle,1,3
C1,212,127.8735244,127.8605258142857,0.6380470595259374,0.10747315255007003,middle,1,3
C1,213,128.1710319,128.15810138571428,0.6404844407932582,0.10518449463755647,middle,1,3
C1,214,128.4620693,128.44922588571427,0.6428689826403983,0.10290781804292619,middle,1,3
C1,215,128.7466804,128.73394272857144,0.6452010406649842,0.10064645006854286,middle,1,3
C1,216,129.024918,129.01230464285715,0.64748104675607,0.0984036958010758,middle,1,3
C1,217,129.2968443,129.28437362857144,0.6497095087431055,0.09618282397429025,middle,1,3
C1,218,129.5625308,129.5502209,0.6518870099278887,0.09398707201802362,middle,1,3
C1,219,129.8220578,129.8099266714286,0.6540142073293967,0.09181964302881625,middle,1,3
C1,220,130.0755148,130.06358015714287,0.6560918316837835,0.08968370072085935,middle,1,3
C1,221,130.3230002,130.31127940000002,0.6581206860402454,0.08758236336719702,middle,1,3
C1,222,130.5646208,130.55313115714287,0.6601016448249287,0.08551871187814082,middle,1,3
C1,223,130.8004924,130.78925075714287,0.6620356526708159,0.08349577465422679,middle,1,3
C1,224,131.030739,131.01976200000001,0.6639237235986464,0.0815165336450327,middle,1,3
C1,225,131.2554931,131.24479694285714,0.6657669392617445,0.0795839182903531,middle,1,3
C1,226,131.474895,131.46449581428573,0.6675664482439528,0.07770080552020805,middle,1,3
C1,227,131.6890935,131.6790068142857,0.669323464421471,0.07587001268620895,middle,1,3
C1,228,131.8982448,131.88848597142857,0.6710392657927426,0.07409430362039292,late,2,3
C1,229,132.1025129,132.09309694285713,0.6727151928402959,0.0723763775273662,late,2,3
C1,230,132.3020694,132.29301088571427,0.6743526474776406,0.0707188740333407,late,2,3
C1,231,132.4970931,132.4884062142857,0.6759530910600745,0.06912436611749423,late,2,3
C1,232,132.6877699,132.67946847142858,0.6775180433315812,0.06759536213158603,late,2,3
C1,233,132.8742926,132.8663900857143,0.6790490804356356,0.06613429873133525,late,2,3
C1,234,133.0568608,133.0493702,0.6805478335110681,0.0647435459254259,late,2,3
C1,235,133.2356806,133.22861444285715,0.6820159868198822,0.06342539899709229,late,2,3
C1,236,133.4109642,133.40433475714286,0.6834552763431168,0.062182080523717376,late,2,3
C1,237,133.5829302,133.57674915714287,0.6848674877916536,0.06101573734743668,late,2,3
C1,238,133.7518028,133.7460815142857,0.6862544548510455,0.05992844158490915,late,2,3
C1,239,133.9178121,133.91256134285715,0.6876180574263471,0.05892218355873484,late,2,3
C1,240,134.0811934,134.07642358571428,0.6889602198869407,0.05799887684644079,late,2,3
C1,241,134.2421873,134.23790834285714,0.6902829088433233,0.0571603522216782,late,2,3
C1,242,134.4010394,134.3972607,0.6915881317429678,0.05640835967381315,late,2,3
C1,243,134.5579999,134.55473042857142,0.6928779344130844,0.05883149109163743,late,2,3
C1,244,134.7133235,134.7105718,0.6941543995394726,0.06623927688778371,late,2,3
C1,245,134.8672693,134.90871414285715,0.6957773433598424,0.07864581896737965,late,2,3
C1,246,135.0201002,135.17499702857143,0.6979584125730586,0.09605990363020778,late,2,3
C1,247,135.172083,135.50986504285714,0.7007012486907094,0.11848498036484037,late,2,3
C1,248,135.6291837,135.91369225714286,0.7040089156561428,0.14283223108651708,late,2,3
C1,249,136.2650196,136.38678174285715,0.7078838958660797,0.16728646947350595,late,2,3
C1,250,136.902076,136.92936524285713,0.7123280874793507,0.18873557622652543,late,2,3
C1,251,137.540114,137.54160284285715,0.7173428017256361,0.2053463056990069,late,2,3
C1,252,138.1788957,138.1799119,0.7225710619997311,0.21708067211472173,late,2,3
C1,253,138.8181847,138.8187315142857,0.7278035041440307,0.22390586998912185,late,2,4
C1,254,139.4577462,139.45782737142855,0.7330382089376536,0.225794313511657,late,2,4
C1,255,140.0973471,140.09696711428572,0.7382732731902786,0.2258105986118329,late,2,4
C1,256,140.7367569,140.73592057142855,0.7435068116143274,0.22574562785811406,late,2,4
C1,257,141.375747,141.37446001428572,0.7487369589311712,0.2256002757402832,late,2,4
C1,258,142.0140922,142.01236048571428,0.7539618725623903,0.22537550965004063,late,2,4
C1,259,142.6515699,142.64940004285714,0.7591797346189703,0.2250723979594371,late,2,4
C1,260,143.2879608,143.28536001428571,0.7643887540075051,0.22469210093262482,late,2,4
C1,261,143.9230495,143.92002534285714,0.7695871692384717,0.22423587476510254,late,2,4
C1,262,144.556624,144.5531847142857,0.774773249479332,0.22370506855426148,late,2,4
C1,263,145.1884767,145.18463094285715,0.7799452977138417,0.22310112127002013,late,2,4
C1,264,145.8184043,145.81416117142857,0.7851016523802069,0.22242556074499098,late,2,4
C1,265,146.4462078,146.44157708571427,0.7902406891262589,0.2216800067038996,late,2,4
C1,266,147.0716935,147.06668524285715,0.7953608235007134,0.22086615965574893,late,2,4
C1,267,147.6946724,147.68929724285712,0.8004605123573076,0.21998580897224948,late,2,4
C1,268,148.3149609,148.30922995714286,0.8055382557269847,0.2190408248093776,late,2,4
C1,269,148.9323811,148.92630584285715,0.810592599392141,0.21803315709759122,late,2,4
C1,270,149.5467607,149.54035304285713,0.8156221357057086,0.2169648355418194,late,2,4
C1,271,150.1579333,150.1512057,0.8206255061654052,0.21583796659204407,late,2,4
C1,272,150.765739,150.75870412857142,0.82560140281787,0.21465472738449914,late,2,4
C1,273,151.3700239,151.362695,0.8305485697798127,0.21341737281028356,late,2,4
C1,274,151.970641,151.96303157142856,0.8354658051101956,0.21212822137810072,late,2,4
C1,275,152.5674499,152.55957388571431,0.8403519624483936,0.21078966127310442,late,2,4
C1,276,153.1603172,153.1521888857143,0.8452059519502836,0.20940414631767046,late,2,4
C1,277,153.7491167,153.74075067142857,0.8500267423944518,0.2079741919321817,late,2,4
C1,278,154.3337295,154.32514062857143,0.8548133622352951,0.20650237210562036,late,2,4
C1,279,154.914044,154.9052476,0.8595649010071579,0.20499132040537646,late,2,4
C1,280,155.4899564,155.48096804285714,0.8642805106114576,0.20344372189881377,late,2,4
C1,281,156.0613707,156.05220615714285,0.8689594063697867,0.20186231618268158,late,2,4
C1,282,156.6281987,156.6188740285714,0.8736008681940278,0.20024989132429058,late,2,4
C1,283,157.1903603,157.1808918,0.8782042419904894,0.19860927982230858,late,2,4
C1,284,157.7477835,157.73818775714287,0.8827689403619736,0.19694335860675566,late,2,4
C1,285,158.3004046,158.29069842857143,0.887294443426858,0.1952550460095906,late,2,4
C1,286,158.8481684,158.8383687142857,0.8917802998721964,0.19354729570588836,late,2,4
C1,287,159.3910281,159.3811519857143,0.8962261277727995,0.19182309671385311,late,2,4
C1,288,159.9289454,159.9190101714286,0.9006316152933024,0.1900854693555947,late,2,4
C1,289,160.4618907,160.45191384285712,0.9049965213902333,0.1883374632375181,late,2,4
C1,290,160.9898432,160.97984225714285,0.9093206761630493,0.18658215321111188,late,2,4
C1,291,161.5127908,161.50278345714287,0.9136039816732133,0.18482263634355328,late,2,4
C1,292,162.0307303,162.0207343142857,0.9178464122952298,0.18306202787846906,late,2,4
C1,293,162.5436673,162.5337005714286,0.9220480150676796,0.18130346123595018,late,2,4
C1,294,163.0516165,163.04169687142857,0.9262089099272408,0.1795500799341303,late,2,4
C1,295,163.5546014,163.54474679999998,0.9303292900597251,0.17780503960877345,late,2,4
C1,296,164.0526545,164.0428828714286,0.9344094217830652,0.17607149892505913,late,2,4
C1,297,164.5458173,164.5361466,0.9384496451323708,0.17435262159718815,late,2,4
C1,298,165.0341403,165.02458841428572,0.942450373157863,0.17265157032954923,late,2,4
C1,299,165.5176828,165.50826771428572,0.9464120923929169,0.17097150681673035,late,2,4
C1,300,165.9965134,165.98725282857143,0.9503353625030295,0.16931558164549154,late,2,4
C1,301,166.4707092,166.46162099999998,0.9542208161688075,0.16768694035355908,late,2,4
C1,302,166.9403565,166.93145831428572,0.9580691585009103,0.16608871131201397,late,2,4
C1,303,167.4055503,167.3968597,0.9618811670400499,0.16452400875468154,late,2,4
C1,304,167.8663945,167.8579288142857,0.9656576908209002,0.16299592671932078,late,2,4
C1,305,168.3230015,168.31477804285714,0.9693996503720966,0.16150753500840662,late,2,4
C1,306,168.7754925,168.7675284,0.9731080368971565,0.16006187716952863,late,2,4
C1,307,169.2239972,169.2163094,0.9767839112213766,0.15866196847577443,late,2,4
C1,308,169.6686538,169.66125902857144,0.9804284035578102,0.15731078986691927,late,2,4
C1,309,170.109609,170.1025236,0.9840427123371532,0.15601128592980643,late,2,4
C1,310,170.5470173,170.5402576714286,0.9876281035056758,0.154766363888562,late,2,4
C1,311,170.9810419,170.97462391428573,0.9911859094721192,0.138584942589746,late,2,4
C1,312,171.4118535,171.40579297142858,0.9947175279375836,0.12258841259928974,late,2,4
C1,313,171.839631,171.62182363333338,0.9964869913581387,0.10676895046499765,late,2,4
C1,314,172.2645609,171.83678490000003,0.9982476955787759,0.09508154180290733,late,2,4
C1,315,172.6868372,172.05072065000002,0.9999999999999919,0.0759791891004904,late,2,4
C4,1,31.41635516,36.368248785,0.0,0.41464740737851313,early,0,0
C4,2,34.8927704,37.850837293999994,0.008571868260006676,0.4541843569627428,early,0,0
C4,3,38.10284657,39.25514947333333,0.016691166989286306,0.6000709606548357,early,0,0
C4,4,41.06102301,40.58447397428571,0.024376910152538428,0.817345213310228,early,0,0
C4,5,43.78119133,43.33137471857143,0.040258640761130095,0.8885122454276606,early,0,0
C4,6,46.27671037,45.852589845714284,0.054835526925978,0.9491505090583887,early,0,0
C4,7,48.56042098,48.16098903285714,0.06818197714030047,0.999999999925473,early,0,0
C4,8,50.64466037,50.26893777142857,0.08036948485143815,0.9134163356585049,early,0,0
C4,9,52.54127629,52.18831150285714,0.09146671018918234,0.8319556722823379,early,0,0
C4,10,54.26164088,53.930509474285714,0.1015395600752303,0.7554126980387124,early,0,0
C4,11,55.81666418,55.50646829857143,0.11065126662291148,0.6835879491115915,early,0,0
C4,12,57.21680745,56.92667524857143,0.11886246400063642,0.6162876889774211,early,0,0
C4,13,58.47209617,58.20118127,0.12623126366821227,0.5533237900945107,early,0,0
C4,14,59.59213275,59.33961371714286,0.13281332801080437,0.4945136173159914,early,0,0
C4,15,60.58610902,60.35118883571429,0.13866194251095557,0.4396799124107789,early,0,0
