run_id,VB_true,VB_smooth,q_true,q_pred,q_pred_norm,true_stage,pred_stage,prob_early,prob_middle,prob_late,max_prob,dominant_prob_stage
53,101.7582217,101.75822167142857,0.2183006610187089,0.31034297,0.006310126826305061,early,early,0.8575290636705533,0.122781690145706,0.0196892461827407,0.8575290636705533,early
54,102.1835317,102.18353172857144,0.22080566425362733,0.31057817,0.006869249881728637,early,early,0.8572567325978704,0.1229559610480901,0.0197873063530395,0.8572567325978704,early
55,102.6088418,102.60884180000001,0.2233106675726861,0.31067303,0.007094753338520726,early,early,0.8569645705706133,0.123134358077182,0.0199010713512046,0.8569645705706133,early
56,103.0341519,103.03415187142856,0.2258156708917448,0.31107557,0.008051681037203629,early,early,0.8566355629483715,0.1234343238259305,0.019930113224698,0.8566355629483715,early
57,103.4594619,103.45946192857141,0.22832067412666315,0.31170356,0.009544553858527809,early,early,0.8559660445738961,0.1239933298097508,0.020040625615353,0.8559660445738961,early
58,103.884772,103.884772,0.23082567744572202,0.31208268,0.010445806974055871,early,early,0.8557676973710592,0.1241357520973871,0.0200965505305536,0.8557676973710592,early
59,104.3100821,104.31008205714286,0.23333068068064047,0.3124793,0.011388661507398198,early,early,0.8550202685518585,0.1246652473267047,0.0203144841204367,0.8550202685518585,early
60,104.7353921,104.73539211428572,0.2358356839155588,0.31273922,0.012006549537014202,early,early,0.8548861734304002,0.1250132881570742,0.0201005384115256,0.8548861734304002,early
61,105.1607022,105.16070218571429,0.2383406872346176,0.3130735,0.012801207933982789,early,early,0.854266707099215,0.1254532710513777,0.0202800218484073,0.854266707099215,early
62,105.5860122,105.53298042857143,0.24053334218595268,0.3128292,0.012220452141295706,early,early,0.8544947860515113,0.1254695736930378,0.0200356402544507,0.8544947860515113,early
63,106.0113223,105.85222685714287,0.2424136488537044,0.31355837,0.013953852474302617,early,early,0.8534243744220167,0.1262224550969027,0.0203531704800806,0.8534243744220167,early
64,106.4366324,106.11844148571429,0.2439816073220131,0.3137321,0.01436684757812389,early,early,0.8532326769729731,0.1264947908596225,0.0202725321664042,0.8532326769729731,early
65,106.4907197,106.3316243,0.24523721750673852,0.31490836,0.017163080933449367,early,early,0.8508629103500511,0.1277872463193975,0.0213498433295512,0.8508629103500511,early
66,106.5448071,106.4917753,0.24618047940788057,0.31548768,0.01854025426877248,early,early,0.8502101418558287,0.1284508108446573,0.0213390472985141,0.8502101418558287,early
67,106.5988945,106.59889448571428,0.24681139302543928,0.31680593,0.02167402964212354,early,early,0.8479555006234492,0.1303108781564133,0.0217336212191375,0.8479555006234492,early
68,106.6529819,106.65515698571429,0.24714276949335398,0.3171714,0.022542833651756407,early,early,0.8463253090467077,0.1317999538808395,0.0218747370714528,0.8463253090467077,early
69,106.7070692,106.78525392857144,0.24790901815650443,0.3198522,0.028915695416125337,early,early,0.8422635356447687,0.1352645713825689,0.0224718929716624,0.8422635356447687,early
70,106.7611566,106.98697170000001,0.24909710120669995,0.3223141,0.03476818287423488,early,early,0.8373426817268965,0.1396822470637962,0.0229750712083073,0.8373426817268965,early
71,106.8304699,107.25801381428572,0.2506934927372599,0.32480612,0.04069227231546237,early,early,0.8316107710194771,0.1449259609807907,0.0234632679987322,0.8316107710194771,early
72,107.4013983,107.59600674285714,0.25268421307229905,0.3268025,0.04543811451523522,early,early,0.8267343007765039,0.1496969957555994,0.0235687034668966,0.8267343007765039,early
73,107.9568315,107.99850585714286,0.25505486376913605,0.33228207,0.05846427914451872,early,early,0.8150475922281818,0.1602382707200758,0.0247141370507424,0.8150475922281818,early
74,108.4961893,108.46300135714286,0.25779066253656135,0.33443183,0.0635747399422544,early,early,0.8076132323459074,0.1672806582555559,0.0251061093975367,0.8076132323459074,early
75,109.0189324,108.98474925714285,0.2608636681129916,0.33585265,0.06695234716847444,early,early,0.7971964606216861,0.177032273592986,0.0257712657843279,0.7971964606216861,early
76,109.524563,109.48946842857143,0.26383637740100463,0.3345486,0.06385232837414984,early,early,0.803492922117845,0.1710918901762244,0.0254151877049306,0.803492922117845,early
77,110.0126251,109.9767038,0.266706110107996,0.3347901,0.06442642793998658,early,early,0.7946280979024767,0.1796606429539841,0.025711259142539,0.7946280979024767,early
78,110.4827052,110.44604252857143,0.26947043466039894,0.33362174,0.06164897465327441,early,early,0.8051335758274555,0.1702502428317875,0.024616181339757,0.8051335758274555,early
79,110.9344325,110.89711422857143,0.2721271695499306,0.33459008,0.06395093562048909,early,early,0.8025892731314042,0.1728993199709386,0.0245114068966571,0.8025892731314042,early
80,111.3674791,111.32959124285715,0.27467438493225976,0.33159715,0.05683607096798505,early,early,0.8125933902627149,0.1639533514458266,0.0234532582904584,0.8125933902627149,early
81,111.7815604,111.74318875714286,0.2771104033001299,0.33138466,0.056330934666764955,early,early,0.8111432113729177,0.1651825652744244,0.0236742233516578,0.8111432113729177,early
82,112.1764343,112.13766477142858,0.2794337993150789,0.3300119,0.05306757681998229,early,early,0.8163245098465473,0.1605823212100873,0.0230931689423654,0.8163245098465473,early
83,112.5519021,112.51282004285713,0.2816433994708767,0.33040875,0.054010978114815734,early,early,0.8142304886149724,0.1626427846148099,0.0231267267692176,0.8142304886149724,early
84,112.9078077,112.8684979,0.28373828099970083,0.33058292,0.05442501919714203,early,early,0.8157440050248992,0.1614565144221991,0.0227994805519016,0.8157440050248992,early
85,113.2440373,113.20458394285716,0.2857177701051873,0.3312505,0.05601200631168151,early,early,0.8130362992236219,0.1640226436566252,0.0229410571187529,0.8130362992236219,early
86,113.5605194,113.52100575714287,0.28758144027962246,0.33099213,0.05539780297907182,early,early,0.8098117491469328,0.1671845878994846,0.0230036629525825,0.8098117491469328,early
87,113.8572241,113.81773241428571,0.28932910935902934,0.3272775,0.04656729585590788,early,early,0.8218264409131473,0.155774231853985,0.0223993272318677,0.8218264409131473,early
88,114.1341627,114.09477398571428,0.29096083666239364,0.33134857,0.05624514065711261,early,early,0.8050895249094705,0.1712139523087349,0.0236965227807946,0.8050895249094705,early
89,114.391387,114.35218095714286,0.292476919541907,0.33018684,0.05348344836469224,early,early,0.8119370784295333,0.1652060604642826,0.0228568611051839,0.8119370784295333,early
90,114.6289887,114.5900435857143,0.29387788959664873,0.33249724,0.05897578640572415,early,early,0.7915019731067431,0.1838079215131268,0.0246901053791301,0.7915019731067431,early
91,114.8470987,114.80849114285715,0.29516450821314444,0.3338606,0.062216798348080894,early,early,0.8046473833265849,0.1717377317251798,0.0236148849472352,0.8046473833265849,early
92,115.0458861,115.00769114285713,0.2963377620217843,0.3340861,0.06275286233191599,early,early,0.7842881814205958,0.1902459656175952,0.025465852960809,0.7842881814205958,early
93,115.2255578,115.1878485142857,0.2973988580166796,0.33365762,0.06173426944591298,early,early,0.7951554323168452,0.1805007737104815,0.0243437939716732,0.7951554323168452,early
94,115.386357,115.34920467142857,0.29834921808653586,0.3331414,0.060507098937108664,early,early,0.7651570753126603,0.2081490551550637,0.0266938695312759,0.7651570753126603,early
95,115.5285627,115.49203652857143,0.2991904732089655,0.33512202,0.06521547608860999,early,early,0.7706441324204141,0.2030472767591715,0.0263085908194143,0.7706441324204141,early
96,115.6524886,115.61665557142858,0.2999244579813612,0.33714688,0.07002902162434554,middle,early,0.7258959614685982,0.2445687704037622,0.0295352681266395,0.7258959614685982,early
97,115.7584818,115.7234067142857,0.30055320388966333,0.34078965,0.07868870143984483,middle,early,0.6747837869892561,0.2927435947860133,0.0324726182237305,0.6747837869892561,early
98,115.8469217,115.81266724285715,0.3010789330819709,0.34062564,0.07829881295208964,middle,early,0.637673500815174,0.328617085372746,0.03370941381108,0.637673500815174,early
99,115.9182194,115.88484565714286,0.30150405155316723,0.3494098,0.09918072782679094,middle,middle,0.4773175550941868,0.4866233811167891,0.036059063788024,0.4866233811167891,middle
100,115.9728158,115.94038047142858,0.30183114207712725,0.35281166,0.10726771063853982,middle,middle,0.4024065145418347,0.561282674213534,0.0363108112436314,0.561282674213534,middle
101,116.0111807,115.9807734,0.3020690494932344,0.3589523,0.12186538665493586,middle,middle,0.3025051688246379,0.660636350280215,0.0368584808941471,0.660636350280215,middle
102,116.0338116,116.00853205714286,0.3022325432192163,0.3646732,0.13546524672199728,middle,middle,0.2223595323082183,0.7403910610321195,0.0372494066586622,0.7403910610321195,middle
103,116.0412323,116.02610532857143,0.302336046771595,0.37777534,0.16661196674490444,middle,middle,0.1554071695751855,0.8064751660460523,0.0381176643777622,0.8064751660460523,middle
104,116.0412323,116.03587911428573,0.30239361269184667,0.3847643,0.18322628931902563,middle,middle,0.1326822389978919,0.8279333324199429,0.0393844285811651,0.8279333324199429,middle
105,116.0412323,116.0401722,0.302418898229824,0.38883728,0.1929086746178318,middle,middle,0.1263378284078044,0.8312889288257956,0.0423732427653998,0.8312889288257956,middle
106,116.0412323,116.0412323,0.3024251420368648,0.3938136,0.204738501331971,middle,middle,0.1248733331239745,0.8298392743632382,0.0452873925117874,0.8298392743632382,middle
107,116.0412323,116.0412323,0.3024251420368648,0.39726377,0.212940327829126,middle,middle,0.1217808149783168,0.831023118014878,0.047196067005805,0.831023118014878,middle
108,116.0412323,116.0412323,0.3024251420368648,0.38097987,0.17422985196937965,middle,middle,0.1790131607202281,0.7684049596558793,0.0525818796228926,0.7684049596558793,middle
109,116.0412323,116.0412323,0.3024251420368648,0.3915255,0.19929917538335404,middle,middle,0.1438990693277131,0.8068595978793072,0.0492413327919796,0.8068595978793072,middle
110,116.0412323,116.0412323,0.3024251420368648,0.38744736,0.18960452360935234,middle,middle,0.1644826519700334,0.7852305858902245,0.050286762138742,0.7852305858902245,middle
111,116.0412323,116.0412323,0.3024251420368648,0.3958831,0.20965816614149116,middle,middle,0.1367957210116516,0.8144940999892991,0.0487101789980493,0.8144940999892991,middle
112,116.0412323,116.0412323,0.3024251420368648,0.39136127,0.1989087639063462,middle,middle,0.1665712235901795,0.7827638216637993,0.0506649547450213,0.7827638216637993,middle
113,116.0412323,116.0412323,0.3024251420368648,0.39974964,0.21884979734352164,middle,middle,0.1261428764677294,0.8255223174722648,0.0483348060590058,0.8255223174722648,middle
114,116.0412323,116.0412323,0.3024251420368648,0.39951575,0.2182937884513744,middle,middle,0.1356005717380781,0.8151485355361946,0.0492508927247272,0.8151485355361946,middle
115,116.0412323,116.0412323,0.3024251420368648,0.4056981,0.23299061847560093,middle,middle,0.1091106434635065,0.8428479576192451,0.0480413989162483,0.8428479576192451,middle
116,116.0412323,116.0412323,0.3024251420368648,0.40573922,0.23308836992134507,middle,middle,0.1174708554713377,0.8344019703068842,0.048127174220778,0.8344019703068842,middle
117,116.0412323,116.0412323,0.3024251420368648,0.41114983,0.24595060119220163,middle,middle,0.0997816815335946,0.8523125711587073,0.0479057473066981,0.8523125711587073,middle
118,116.0412323,116.0412323,0.3024251420368648,0.41953334,0.265880081321344,middle,middle,0.0883505302254729,0.8627924474494791,0.048857022324048,0.8627924474494791,middle
119,116.0412323,116.0412323,0.3024251420368648,0.39778233,0.214173061041798,middle,middle,0.135225552735536,0.8095901805215056,0.0551842667419585,0.8095901805215056,middle
120,116.0412323,116.0412323,0.3024251420368648,0.41903692,0.26469997984526666,middle,middle,0.1002821044247351,0.8420406457684249,0.0576772498058399,0.8420406457684249,middle
121,116.0412323,116.0412323,0.3024251420368648,0.42005587,0.2671222521128002,middle,middle,0.1019875064602797,0.8418412483978875,0.0561712451408327,0.8418412483978875,middle
122,116.0412323,116.0412323,0.3024251420368648,0.42645273,0.28232902043047453,middle,middle,0.0931931823651569,0.8487404154811958,0.0580664021526473,0.8487404154811958,middle
123,116.0412323,116.0412323,0.3024251420368648,0.4261883,0.28170041112118177,middle,middle,0.114583138819055,0.821518983620324,0.0638978775596209,0.821518983620324,middle
124,116.0412323,116.0412323,0.3024251420368648,0.43308562,0.2980968848993888,middle,middle,0.0934669143006574,0.8437992852901999,0.0627338004081426,0.8437992852901999,middle
125,116.0412323,116.0412323,0.3024251420368648,0.43326184,0.29851579929065897,middle,middle,0.0905788509519118,0.8494923119144535,0.0599288371326345,0.8494923119144535,middle
126,116.0412323,116.04396102857143,0.3024412137797824,0.437754,0.3091946692934296,middle,middle,0.0818623075102414,0.8593881878663182,0.0587495046224403,0.8593881878663182,middle
127,116.0412323,116.07710535714286,0.3026364281860637,0.43331897,0.2986516100906435,middle,middle,0.0924790265196058,0.8468844635275184,0.0606365099518756,0.8468844635275184,middle
128,116.0412323,116.14066527142859,0.30301078517156854,0.43642968,0.3060464641711567,middle,middle,0.0840128091053727,0.8562728289892886,0.0597143619043387,0.8562728289892886,middle
129,116.0603334,116.23464077142857,0.3035642847362966,0.44468194,0.3256639336666922,middle,middle,0.0724221024729479,0.8696382106498534,0.0579396868761987,0.8696382106498534,middle
130,116.2732426,116.35903185714285,0.3042969268802481,0.4412253,0.31744672653106537,middle,middle,0.0698171479147938,0.8760473024471489,0.0541355496370572,0.8760473024471489,middle
131,116.4861517,116.51383854285714,0.30520871168756347,0.4425191,0.32052237878067025,middle,middle,0.0632043542687399,0.886695401951495,0.0501002437787651,0.886695401951495,middle
132,116.6990608,116.69906081428572,0.30629963907410224,0.43919992,0.31263194483891477,middle,middle,0.0615904955109075,0.8924417282821921,0.0459677762059002,0.8924417282821921,middle
133,116.9119699,116.91196994285714,0.3075536372969468,0.43888494,0.3118831668627356,middle,middle,0.0561496959348529,0.9034218890204,0.0404284150437469,0.9034218890204,middle
134,117.1248791,117.12487907142858,0.3088076355197915,0.43563417,0.3041553588062757,middle,middle,0.0558610503021528,0.9060240772952544,0.0381148724015927,0.9060240772952544,middle
135,117.3377882,117.33778819999999,0.310061633742636,0.43307406,0.29806940419139255,middle,middle,0.0537167188191899,0.911356148846092,0.0349271323337182,0.911356148846092,middle
136,117.5506973,117.55069732857143,0.3113156319654807,0.4312298,0.29368518528750004,middle,middle,0.0536017509168583,0.9126256846881476,0.0337725643939942,0.9126256846881476,middle
137,117.7636065,117.76360645714286,0.3125696301883253,0.42987746,0.2904703703522469,middle,middle,0.0517084004183377,0.9169758224615852,0.0313157771190771,0.9169758224615852,middle
138,117.9765156,117.9765155857143,0.31382362841116995,0.43030164,0.2914787411755869,middle,middle,0.0512734060507264,0.9175005162147148,0.0312260777335587,0.9175005162147148,middle
139,118.1894247,118.1894247142857,0.31507762663401445,0.42868012,0.28762402511763424,middle,middle,0.0505657581698668,0.9197127690629554,0.0297214727661777,0.9197127690629554,middle
140,118.4023338,118.40233384285715,0.3163316248568591,0.42632744,0.2820311780511632,middle,middle,0.0517829307922573,0.9188888823241168,0.0293281868826257,0.9188888823241168,middle
141,118.615243,118.61524297142856,0.3175856230797036,0.42738637,0.28454849172922325,middle,middle,0.0505536873258972,0.920631525312952,0.0288147873601506,0.920631525312952,middle
142,118.8281521,118.8281521,0.31883962130254834,0.42736092,0.28448799138160186,middle,middle,0.0505585610881947,0.9206698613539354,0.02877157755687,0.9206698613539354,middle
143,119.0410612,119.04106122857142,0.3200936195253929,0.42821988,0.2865299316013581,middle,middle,0.049961270111028,0.9212965725647324,0.0287421573232395,0.9212965725647324,middle
144,119.2539704,119.25397035714286,0.32134761774823756,0.42876065,0.2878154629562961,middle,middle,0.0502034790343682,0.920670625868756,0.0291258950958759,0.920670625868756,middle
145,119.4668795,119.4668794857143,0.3226016159710823,0.42909992,0.28862198370040143,middle,middle,0.0496085589988482,0.921477179437298,0.0289142615628538,0.921477179437298,middle
146,119.6797886,119.67978861428573,0.32385561419392683,0.42858744,0.2874037040088899,middle,middle,0.0496771687400495,0.9216074314461642,0.0287153998127862,0.9216074314461642,middle
147,119.8926977,119.89269774285715,0.32510961241677144,0.42978978,0.2902619353628781,middle,middle,0.0491265030957779,0.921881390045292,0.0289921068579299,0.921881390045292,middle
148,120.1056069,120.10560687142858,0.32636361063961605,0.43004274,0.2908632779143234,middle,middle,0.0490385666433297,0.9219528556991728,0.0290085776564975,0.9219528556991728,middle
149,120.318516,120.31851600000002,0.3276176088624607,0.43056393,0.292102263225787,middle,middle,0.048775334507645,0.9222192613789458,0.0290054041124091,0.9222192613789458,middle
150,120.5314251,120.53142512857143,0.3288716070853052,0.42780825,0.2855513949376505,middle,middle,0.0507185289693891,0.9199360684793166,0.0293454025502942,0.9199360684793166,middle
151,120.7443343,120.74433425714287,0.3301256053081499,0.4302209,0.29128680411991137,middle,middle,0.0493572054501947,0.921392319678067,0.0292504748707382,0.921392319678067,middle
152,120.9572434,120.95724338571428,0.3313796035309944,0.42877644,0.2878529993212839,middle,middle,0.04983785090436,0.9212536627467116,0.0289084863479282,0.9212536627467116,middle
153,121.1701525,121.17015251428573,0.33263360175383916,0.4315061,0.29434201224419027,middle,middle,0.0491559313273513,0.921134781908274,0.0297092867633747,0.921134781908274,middle
154,121.3830616,121.38306164285713,0.3338875999766836,0.43216893,0.29591770754532304,middle,middle,0.0494904198951389,0.9202999935310028,0.0302095865728583,0.9202999935310028,middle
155,121.5959708,121.59597077142857,0.33514159819952827,0.4339731,0.3002066235440628,middle,middle,0.0489106347190146,0.9201916645088286,0.0308977007711567,0.9201916645088286,middle
156,121.8088799,121.8088799,0.3363955964223728,0.43381295,0.2998259111404654,middle,middle,0.0489700289740449,0.9203437912603044,0.0306861797646505,0.9203437912603044,middle
157,122.021789,122.02178902857143,0.33764959464521754,0.43551704,0.30387691457378524,middle,middle,0.0490041970381253,0.9192252865746464,0.0317705163862281,0.9192252865746464,middle
158,122.2346982,122.23860795714286,0.33892662091897086,0.4366483,0.3065661728547312,middle,middle,0.0486913601722937,0.9194171978242328,0.0318914420024736,0.9194171978242328,middle
159,122.4476073,122.45933665714287,0.3402266750753522,0.43482205,0.30222476775282925,middle,middle,0.0493852601336573,0.9189004455389684,0.0317142943263741,0.9189004455389684,middle
160,122.6605164,122.68397515714285,0.3415497572826421,0.43389755,0.30002702428029904,middle,middle,0.0491913073330176,0.9198942084638791,0.0309144842021031,0.9198942084638791,middle
161,122.9007941,122.91252345714284,0.3428958675408408,0.45037955,0.33920842818970265,middle,middle,0.0449541349421763,0.9188480580336532,0.0361978070231706,0.9188480580336532,middle
162,123.1410717,123.14498152857144,0.3442650056816676,0.4462752,0.32945146937793457,middle,middle,0.0456303864609912,0.9193310532976648,0.035038560240344,0.9193310532976648,middle
163,123.3813494,123.38134939999999,0.34565717187340295,0.4467305,0.3305338194082677,middle,middle,0.0454992539361367,0.9193896764425976,0.0351110696202657,0.9193896764425976,middle
164,123.6216271,123.62162705714286,0.3470723660319067,0.44993588,0.3381537252730369,middle,middle,0.0453183277250572,0.9174084392033413,0.0372732330706016,0.9174084392033413,middle
165,123.8619047,123.86190471428571,0.3484875601904105,0.45374623,0.34721178026552535,middle,middle,0.0443536415115155,0.916939107802734,0.0387072506847505,0.916939107802734,middle
166,124.1021824,124.10218238571429,0.34990275443305463,0.45637932,0.3534712246788133,middle,middle,0.0446219831306717,0.9141202096012604,0.0412578072670677,0.9141202096012604,middle
167,124.34246,124.34246004285714,0.3513179485915584,0.46138558,0.3653722254757732,middle,middle,0.043397355051484,0.9132964120800195,0.0433062328674962,0.9132964120800195,middle
168,124.5827377,124.58273770000001,0.3527331427500622,0.47055346,0.3871663286958279,middle,middle,0.0434047109237731,0.906611608897433,0.0499836801777938,0.906611608897433,middle
169,124.8230154,124.82301535714285,0.35414833690856584,0.4835607,0.418087450172988,middle,middle,0.0433346525000223,0.8960312012000017,0.060634146298976,0.8960312012000017,middle
170,125.063293,125.06329301428572,0.35556353106706967,0.49388233,0.4426242754389398,middle,middle,0.0448928745525893,0.8771627602382911,0.0779443652081194,0.8771627602382911,middle
171,125.3035707,125.30357068571428,0.35697872530971375,0.5033934,0.4652342181206903,middle,middle,0.0460518290328128,0.8575454473281684,0.0964027236380186,0.8575454473281684,middle
172,125.5438483,125.54384834285715,0.3583939194682176,0.5055533,0.4703687839685195,middle,middle,0.0485725846746828,0.8438659106263082,0.1075615046980088,0.8438659106263082,middle
173,125.784126,125.784126,0.3598091136267213,0.5136125,0.4895273066227282,middle,middle,0.0482071205515438,0.8329076346089664,0.1188852448384897,0.8329076346089664,middle
174,126.0244037,126.02440367142857,0.36122430786936544,0.51849055,0.5011235235466612,middle,middle,0.0497110281848877,0.8142760676817826,0.1360129041323297,0.8142760676817826,middle
175,126.2646813,126.26468132857143,0.3626395020278692,0.5289565,0.5260034297622678,middle,middle,0.0496936740518854,0.7870603930019505,0.1632459329451639,0.7870603930019505,middle
176,126.504959,126.504959,0.36405469627051334,0.52098805,0.5070606401747244,middle,middle,0.0508776161169398,0.8053621188012833,0.1437602650807769,0.8053621188012833,middle
177,126.7452367,126.74523665714285,0.36546989042901706,0.5272335,0.5219074730254698,middle,middle,0.0499812684176837,0.7917020795579222,0.1583166520233941,0.7917020795579222,middle
178,126.9855143,126.98551431428571,0.36688508458752084,0.52223736,0.5100305297341259,middle,middle,0.0501194559259387,0.8033909248900447,0.1464896191830165,0.8033909248900447,middle
