run_id,q_true,q_pred,true_stage,pred_stage
229,0.5537944998582961,0.6790881,late,late
230,0.5614427257849618,0.6886471,late,late
231,0.5690909517116278,0.69729966,late,late
232,0.5767391776382933,0.7031369,late,late
233,0.5843874036490995,0.7091807,late,late
234,0.5920356296599056,0.71226776,late,late
235,0.5996838556707117,0.7165055,late,late
236,0.6073320816815179,0.71472526,late,late
237,0.6149803076923238,0.7191046,late,late
238,0.6226285336189898,0.7185916,late,late
239,0.6302767595456554,0.7210478,late,late
240,0.6379249854723213,0.7175316,late,late
241,0.645573211398987,0.72130144,late,late
242,0.6532214373256527,0.7201746,late,late
243,0.6608696632523182,0.72146606,late,late
244,0.6685178891789844,0.71906686,late,late
245,0.6761661151897903,0.72204554,late,late
246,0.6838143412005964,0.71653426,late,late
247,0.6914625672114025,0.7225299,late,late
248,0.6991107932222087,0.7220476,late,late
249,0.7067590192330147,0.72345483,late,late
250,0.7144072451596807,0.7191023,late,late
251,0.7220554710863463,0.72331786,late,late
252,0.729703697013012,0.7223205,late,late
253,0.7373519229396778,0.7235841,late,late
254,0.7448714868279991,0.72088385,late,late
255,0.752262388677976,0.7240962,late,late
256,0.7595246284896082,0.7234667,late,late
257,0.7666582063470367,0.7244208,late,late
258,0.7736631222502615,0.7258857,late,late
259,0.7805393761151413,0.72600853,late,late
260,0.7872869679416767,0.726561,late,late
261,0.7940345597682124,0.7272123,late,late
262,0.8007821515947479,0.72713685,late,late
263,0.8075297434212836,0.7276809,late,late
264,0.8142773352478189,0.72762245,late,late
265,0.8210249269902141,0.7283473,late,late
266,0.8277725187326093,0.7279494,late,late
267,0.8345201104750046,0.7278298,late,late
268,0.8412677022173995,0.72427356,late,late
269,0.8480152939597948,0.7273109,late,late
270,0.8547628857021901,0.72569853,late,late
271,0.8615104774445851,0.72657275,late,late
272,0.8682580691869803,0.7240074,late,late
273,0.8750056609293755,0.72571313,late,late
274,0.8817532527559108,0.72425324,late,late
275,0.8885008445824465,0.724621,late,late
276,0.895248436408982,0.7225512,late,late
277,0.9019960282355175,0.7235713,late,late
278,0.9087436200620531,0.7217406,late,late
279,0.9154912118885886,0.71384376,late,late
280,0.9222388037151243,0.72123325,late,late
281,0.9289863954575196,0.71787614,late,late
282,0.9357339871999145,0.7196655,late,late
283,0.9424815789423098,0.71418285,late,late
284,0.949229170684705,0.7173168,late,late
285,0.9559767624271,0.71529436,late,late
286,0.9618936363706977,0.71626395,late,late
287,0.9669797925154976,0.71266985,late,late
288,0.9712352308615,0.7173682,late,late
289,0.9746599514087049,0.71797204,late,late
290,0.9772539541571122,0.72005737,late,late
291,0.9790172391067218,0.72091377,late,late
292,0.979949806257534,0.7223503,late,late
293,0.9808823734083459,0.72351897,late,late
294,0.9818149405591582,0.7246454,late,late
295,0.9827475077099702,0.7262426,late,late
296,0.9836800748607823,0.72641045,late,late
297,0.9846126420115944,0.7266068,late,late
298,0.9855452091624065,0.72630125,late,late
299,0.9864777763132186,0.72520447,late,late
300,0.9874103434640309,0.72427064,late,late
301,0.9883429106148428,0.7245731,late,late
302,0.9892754777656552,0.72329277,late,late
303,0.9902080449164672,0.7232041,late,late
304,0.9911406120672793,0.7223003,late,late
305,0.9920731792180913,0.72282696,late,late
306,0.9930057463689035,0.7219857,late,late
307,0.9939383135197154,0.7219835,late,late
308,0.9948708806705275,0.7212323,late,late
309,0.9958034478213397,0.7216712,late,late
310,0.9967360149721519,0.72109437,late,late
311,0.9976685821229638,0.719422,late,late
312,0.9986011492737761,0.7207617,late,late
313,0.999067432849182,0.7187479,late,late
314,0.9995337164245882,0.7188635,late,late
315,0.9999999999999941,0.716803,late,late
