condition,run_id,window_idx,start_idx,end_idx,npy_path
C1,42,2,-1,-1,data\windows_unified\C1_042_2.npy
C1,42,3,-1,-1,data\windows_unified\C1_042_3.npy
C1,42,4,-1,-1,data\windows_unified\C1_042_4.npy
C1,42,5,-1,-1,data\windows_unified\C1_042_5.npy
C1,42,6,-1,-1,data\windows_unified\C1_042_6.npy
C1,42,7,-1,-1,data\windows_unified\C1_042_7.npy
C1,43,0,-1,-1,data\windows_unified\C1_043_0.npy
C1,43,1,-1,-1,data\windows_unified\C1_043_1.npy
C1,43,2,-1,-1,data\windows_unified\C1_043_2.npy
C1,43,3,-1,-1,data\windows_unified\C1_043_3.npy
C1,43,4,-1,-1,data\windows_unified\C1_043_4.npy
C1,43,5,-1,-1,data\windows_unified\C1_043_5.npy
C1,43,6,-1,-1,data\windows_unified\C1_043_6.npy
C1,43,7,-1,-1,data\windows_unified\C1_043_7.npy
C1,44,0,-1,-1,data\windows_unified\C1_044_0.npy
C1,44,1,-1,-1,data\windows_unified\C1_044_1.npy
C1,44,2,-1,-1,data\windows_unified\C1_044_2.npy
C1,44,3,-1,-1,data\windows_unified\C1_044_3.npy
C1,44,4,-1,-1,data\windows_unified\C1_044_4.npy
C1,44,5,-1,-1,data\windows_unified\C1_044_5.npy
C1,44,6,-1,-1,data\windows_unified\C1_044_6.npy
C1,44,7,-1,-1,data\windows_unified\C1_044_7.npy
C1,45,0,-1,-1,data\windows_unified\C1_045_0.npy
C1,45,1,-1,-1,data\windows_unified\C1_045_1.npy
C1,45,2,-1,-1,data\windows_unified\C1_045_2.npy
C1,45,3,-1,-1,data\windows_unified\C1_045_3.npy
C1,45,4,-1,-1,data\windows_unified\C1_045_4.npy
C1,45,5,-1,-1,data\windows_unified\C1_045_5.npy
C1,45,6,-1,-1,data\windows_unified\C1_045_6.npy
C1,45,7,-1,-1,data\windows_unified\C1_045_7.npy
C1,46,0,-1,-1,data\windows_unified\C1_046_0.npy
C1,46,1,-1,-1,data\windows_unified\C1_046_1.npy
C1,46,2,-1,-1,data\windows_unified\C1_046_2.npy
C1,46,3,-1,-1,data\windows_unified\C1_046_3.npy
C1,46,4,-1,-1,data\windows_unified\C1_046_4.npy
C1,46,5,-1,-1,data\windows_unified\C1_046_5.npy
C1,46,6,-1,-1,data\windows_unified\C1_046_6.npy
C1,46,7,-1,-1,data\windows_unified\C1_046_7.npy
C1,47,0,-1,-1,data\windows_unified\C1_047_0.npy
C1,47,1,-1,-1,data\windows_unified\C1_047_1.npy
C1,47,2,-1,-1,data\windows_unified\C1_047_2.npy
C1,47,3,-1,-1,data\windows_unified\C1_047_3.npy
C1,47,4,-1,-1,data\windows_unified\C1_047_4.npy
C1,47,5,-1,-1,data\windows_unified\C1_047_5.npy
C1,47,6,-1,-1,data\windows_unified\C1_047_6.npy
C1,47,7,-1,-1,data\windows_unified\C1_047_7.npy
C1,48,0,-1,-1,data\windows_unified\C1_048_0.npy
C1,48,1,-1,-1,data\windows_unified\C1_048_1.npy
C1,48,2,-1,-1,data\windows_unified\C1_048_2.npy
C1,48,3,-1,-1,data\windows_unified\C1_048_3.npy
C1,48,4,-1,-1,data\windows_unified\C1_048_4.npy
C1,48,5,-1,-1,data\windows_unified\C1_048_5.npy
C1,48,6,-1,-1,data\windows_unified\C1_048_6.npy
C1,48,7,-1,-1,data\windows_unified\C1_048_7.npy
C1,49,0,-1,-1,data\windows_unified\C1_049_0.npy
C1,49,1,-1,-1,data\windows_unified\C1_049_1.npy
C1,49,2,-1,-1,data\windows_unified\C1_049_2.npy
C1,49,3,-1,-1,data\windows_unified\C1_049_3.npy
C1,49,4,-1,-1,data\windows_unified\C1_049_4.npy
C1,49,5,-1,-1,data\windows_unified\C1_049_5.npy
C1,49,6,-1,-1,data\windows_unified\C1_049_6.npy
C1,49,7,-1,-1,data\windows_unified\C1_049_7.npy
C1,50,0,-1,-1,data\windows_unified\C1_050_0.npy
C1,50,1,-1,-1,data\windows_unified\C1_050_1.npy
C1,50,2,-1,-1,data\windows_unified\C1_050_2.npy
C1,50,3,-1,-1,data\windows_unified\C1_050_3.npy
C1,50,4,-1,-1,data\windows_unified\C1_050_4.npy
C1,50,5,-1,-1,data\windows_unified\C1_050_5.npy
C1,50,6,-1,-1,data\windows_unified\C1_050_6.npy
C1,50,7,-1,-1,data\windows_unified\C1_050_7.npy
C1,51,0,-1,-1,data\windows_unified\C1_051_0.npy
C1,51,1,-1,-1,data\windows_unified\C1_051_1.npy
C1,51,2,-1,-1,data\windows_unified\C1_051_2.npy
C1,51,3,-1,-1,data\windows_unified\C1_051_3.npy
C1,51,4,-1,-1,data\windows_unified\C1_051_4.npy
C1,51,5,-1,-1,data\windows_unified\C1_051_5.npy
C1,51,6,-1,-1,data\windows_unified\C1_051_6.npy
C1,51,7,-1,-1,data\windows_unified\C1_051_7.npy
C1,52,0,-1,-1,data\windows_unified\C1_052_0.npy
C1,52,1,-1,-1,data\windows_unified\C1_052_1.npy
C1,52,2,-1,-1,data\windows_unified\C1_052_2.npy
C1,52,3,-1,-1,data\windows_unified\C1_052_3.npy
C1,52,4,-1,-1,data\windows_unified\C1_052_4.npy
C1,52,5,-1,-1,data\windows_unified\C1_052_5.npy
C1,52,6,-1,-1,data\windows_unified\C1_052_6.npy
C1,52,7,-1,-1,data\windows_unified\C1_052_7.npy
C1,53,0,-1,-1,data\windows_unified\C1_053_0.npy
C1,53,1,-1,-1,data\windows_unified\C1_053_1.npy
C1,53,2,-1,-1,data\windows_unified\C1_053_2.npy
C1,53,3,-1,-1,data\windows_unified\C1_053_3.npy
C1,53,4,-1,-1,data\windows_unified\C1_053_4.npy
C1,53,5,-1,-1,data\windows_unified\C1_053_5.npy
C1,53,6,-1,-1,data\windows_unified\C1_053_6.npy
C1,53,7,-1,-1,data\windows_unified\C1_053_7.npy
C1,54,0,-1,-1,data\windows_unified\C1_054_0.npy
C1,54,1,-1,-1,data\windows_unified\C1_054_1.npy
C1,54,2,-1,-1,data\windows_unified\C1_054_2.npy
C1,54,3,-1,-1,data\windows_unified\C1_054_3.npy
C1,54,4,-1,-1,data\windows_unified\C1_054_4.npy
C1,54,5,-1,-1,data\windows_unified\C1_054_5.npy
C1,54,6,-1,-1,data\windows_unified\C1_054_6.npy
C1,54,7,-1,-1,data\windows_unified\C1_054_7.npy
C1,55,0,-1,-1,data\windows_unified\C1_055_0.npy
C1,55,1,-1,-1,data\windows_unified\C1_055_1.npy
C1,55,2,-1,-1,data\windows_unified\C1_055_2.npy
C1,55,3,-1,-1,data\windows_unified\C1_055_3.npy
C1,55,4,-1,-1,data\windows_unified\C1_055_4.npy
C1,55,5,-1,-1,data\windows_unified\C1_055_5.npy
C1,55,6,-1,-1,data\windows_unified\C1_055_6.npy
C1,55,7,-1,-1,data\windows_unified\C1_055_7.npy
C1,56,0,-1,-1,data\windows_unified\C1_056_0.npy
C1,56,1,-1,-1,data\windows_unified\C1_056_1.npy
C1,56,2,-1,-1,data\windows_unified\C1_056_2.npy
C1,56,3,-1,-1,data\windows_unified\C1_056_3.npy
C1,56,4,-1,-1,data\windows_unified\C1_056_4.npy
C1,56,5,-1,-1,data\windows_unified\C1_056_5.npy
C1,56,6,-1,-1,data\windows_unified\C1_056_6.npy
C1,56,7,-1,-1,data\windows_unified\C1_056_7.npy
C1,57,0,-1,-1,data\windows_unified\C1_057_0.npy
