condition,run_id,class,class_id,start_idx,end_idx,npy_path
C1,41,I,0,170484,175092,data\windows\C1_041_4.npy
C1,16,I,0,65218,69826,data\windows\C1_016_1.npy
C1,31,I,0,129296,133904,data\windows\C1_031_0.npy
C1,2,I,0,6554,11162,data\windows\C1_002_1.npy
C1,18,I,0,74508,79116,data\windows\C1_018_0.npy
C1,23,I,0,93599,98207,data\windows\C1_023_9.npy
C1,51,I,0,210782,215390,data\windows\C1_051_0.npy
C1,11,I,0,45985,50593,data\windows\C1_011_2.npy
C1,15,I,0,59312,63920,data\windows\C1_015_3.npy
C1,21,I,0,88948,93556,data\windows\C1_021_2.npy
C1,51,I,0,212911,217519,data\windows\C1_051_1.npy
C1,44,I,0,183094,187702,data\windows\C1_044_3.npy
C1,2,I,0,7378,11986,data\windows\C1_002_2.npy
C1,12,I,0,50152,54760,data\windows\C1_012_2.npy
C1,42,I,0,176162,180770,data\windows\C1_042_3.npy
C1,3,I,0,12463,17071,data\windows\C1_003_1.npy
C1,44,I,0,183580,188188,data\windows\C1_044_4.npy
C1,15,I,0,60350,64958,data\windows\C1_015_4.npy
C1,47,I,0,196764,201372,data\windows\C1_047_1.npy
C1,15,I,0,62968,67576,data\windows\C1_015_5.npy
C1,23,I,0,93084,97692,data\windows\C1_023_10.npy
C1,34,I,0,142044,146652,data\windows\C1_034_3.npy
C1,7,I,0,27076,31684,data\windows\C1_007_2.npy
C1,29,I,0,119394,124002,data\windows\C1_029_7.npy
C1,26,I,0,108248,112856,data\windows\C1_026_3.npy
C1,40,I,0,168106,172714,data\windows\C1_040_7.npy
C1,51,I,0,213649,218257,data\windows\C1_051_2.npy
C1,34,I,0,142559,147167,data\windows\C1_034_4.npy
C1,21,I,0,89091,93699,data\windows\C1_021_3.npy
C1,21,I,0,88482,93090,data\windows\C1_021_4.npy
C1,22,I,0,89589,94197,data\windows\C1_022_0.npy
C1,42,I,0,174521,179129,data\windows\C1_042_4.npy
C1,17,I,0,68894,73502,data\windows\C1_017_2.npy
C1,9,I,0,35922,40530,data\windows\C1_009_2.npy
C1,18,I,0,71676,76284,data\windows\C1_018_1.npy
C1,2,I,0,4830,9438,data\windows\C1_002_3.npy
C1,6,I,0,22739,27347,data\windows\C1_006_1.npy
C1,5,I,0,19350,23958,data\windows\C1_005_7.npy
C1,40,I,0,165459,170067,data\windows\C1_040_8.npy
C1,37,I,0,154833,159441,data\windows\C1_037_1.npy
C1,36,I,0,149430,154038,data\windows\C1_036_5.npy
C1,24,I,0,99040,103648,data\windows\C1_024_4.npy
C1,37,I,0,153697,158305,data\windows\C1_037_2.npy
C1,9,I,0,34696,39304,data\windows\C1_009_3.npy
C1,46,I,0,193280,197888,data\windows\C1_046_3.npy
C1,26,I,0,107397,112005,data\windows\C1_026_4.npy
C1,48,I,0,201177,205785,data\windows\C1_048_3.npy
C1,8,I,0,32648,37256,data\windows\C1_008_3.npy
C1,26,I,0,106601,111209,data\windows\C1_026_5.npy
C1,36,I,0,149334,153942,data\windows\C1_036_6.npy
C1,26,I,0,106235,110843,data\windows\C1_026_6.npy
C1,23,I,0,95622,100230,data\windows\C1_023_11.npy
C1,9,I,0,35759,40367,data\windows\C1_009_4.npy
C1,20,I,0,81685,86293,data\windows\C1_020_1.npy
C1,13,I,0,51391,55999,data\windows\C1_013_2.npy
C1,16,I,0,64695,69303,data\windows\C1_016_2.npy
C1,35,I,0,146591,151199,data\windows\C1_035_5.npy
C1,33,I,0,135237,139845,data\windows\C1_033_5.npy
C1,31,I,0,130230,134838,data\windows\C1_031_1.npy
C1,19,I,0,77612,82220,data\windows\C1_019_5.npy
C1,49,I,0,205904,210512,data\windows\C1_049_0.npy
C1,5,I,0,18835,23443,data\windows\C1_005_8.npy
C1,18,I,0,73456,78064,data\windows\C1_018_2.npy
C1,7,I,0,25302,29910,data\windows\C1_007_3.npy
C1,18,I,0,72674,77282,data\windows\C1_018_3.npy
C1,50,I,0,206285,210893,data\windows\C1_050_3.npy
C1,19,I,0,78567,83175,data\windows\C1_019_6.npy
C1,47,I,0,194819,199427,data\windows\C1_047_2.npy
C1,26,I,0,106115,110723,data\windows\C1_026_7.npy
C1,36,I,0,150060,154668,data\windows\C1_036_7.npy
C1,24,I,0,98084,102692,data\windows\C1_024_5.npy
C1,14,I,0,56995,61603,data\windows\C1_014_0.npy
C1,39,I,0,163938,168546,data\windows\C1_039_3.npy
C1,50,I,0,207846,212454,data\windows\C1_050_4.npy
C1,14,I,0,56493,61101,data\windows\C1_014_1.npy
C1,40,I,0,167003,171611,data\windows\C1_040_9.npy
C1,14,I,0,55981,60589,data\windows\C1_014_2.npy
C1,37,I,0,153661,158269,data\windows\C1_037_3.npy
C1,41,I,0,169217,173825,data\windows\C1_041_5.npy
C1,23,I,0,96309,100917,data\windows\C1_023_12.npy
C1,38,I,0,157999,162607,data\windows\C1_038_3.npy
C1,14,I,0,58361,62969,data\windows\C1_014_3.npy
C1,5,I,0,17030,21638,data\windows\C1_005_9.npy
C1,5,I,0,20713,25321,data\windows\C1_005_10.npy
C1,23,I,0,95808,100416,data\windows\C1_023_13.npy
C1,47,I,0,193537,198145,data\windows\C1_047_3.npy
C1,7,I,0,27354,31962,data\windows\C1_007_4.npy
C1,24,I,0,97732,102340,data\windows\C1_024_6.npy
C1,36,I,0,150988,155596,data\windows\C1_036_8.npy
C1,11,I,0,43366,47974,data\windows\C1_011_3.npy
C1,37,I,0,154674,159282,data\windows\C1_037_4.npy
C1,16,I,0,65648,70256,data\windows\C1_016_3.npy
C1,42,I,0,173372,177980,data\windows\C1_042_5.npy
C1,30,I,0,124130,128738,data\windows\C1_030_2.npy
C1,28,I,0,117231,121839,data\windows\C1_028_2.npy
C1,10,I,0,37885,42493,data\windows\C1_010_3.npy
C1,24,I,0,99325,103933,data\windows\C1_024_7.npy
C1,44,I,0,183783,188391,data\windows\C1_044_5.npy
C1,1,I,0,2397,7005,data\windows\C1_001_1.npy
C1,39,I,0,162713,167321,data\windows\C1_039_4.npy
C1,26,I,0,105622,110230,data\windows\C1_026_8.npy
C1,37,I,0,154212,158820,data\windows\C1_037_5.npy
C1,34,I,0,142341,146949,data\windows\C1_034_5.npy
C1,23,I,0,92608,97216,data\windows\C1_023_14.npy
C1,16,I,0,66230,70838,data\windows\C1_016_4.npy
C1,32,I,0,134492,139100,data\windows\C1_032_0.npy
C1,8,I,0,30057,34665,data\windows\C1_008_4.npy
C1,30,I,0,125175,129783,data\windows\C1_030_3.npy
C1,5,I,0,20348,24956,data\windows\C1_005_11.npy
C1,34,I,0,139454,144062,data\windows\C1_034_6.npy
C1,33,I,0,134907,139515,data\windows\C1_033_6.npy
C1,5,I,0,18146,22754,data\windows\C1_005_12.npy
C1,39,I,0,162492,167100,data\windows\C1_039_5.npy
C1,22,I,0,89128,93736,data\windows\C1_022_1.npy
C1,41,I,0,168762,173370,data\windows\C1_041_6.npy
C1,3,I,0,8896,13504,data\windows\C1_003_2.npy
C1,10,I,0,38461,43069,data\windows\C1_010_4.npy
C1,26,I,0,105885,110493,data\windows\C1_026_9.npy
C1,10,I,0,40340,44948,data\windows\C1_010_5.npy
C1,17,I,0,70748,75356,data\windows\C1_017_3.npy
C1,34,I,0,141761,146369,data\windows\C1_034_7.npy
C1,8,I,0,30979,35587,data\windows\C1_008_5.npy
C1,35,I,0,145305,149913,data\windows\C1_035_6.npy
C1,6,I,0,22152,26760,data\windows\C1_006_2.npy
C1,9,I,0,37689,42297,data\windows\C1_009_5.npy
C1,30,I,0,125935,130543,data\windows\C1_030_4.npy
C1,41,I,0,170177,174785,data\windows\C1_041_7.npy
C1,9,I,0,36701,41309,data\windows\C1_009_6.npy
C1,16,I,0,64369,68977,data\windows\C1_016_5.npy
C1,48,I,0,198404,203012,data\windows\C1_048_4.npy
C1,51,I,0,212272,216880,data\windows\C1_051_3.npy
C1,30,I,0,124524,129132,data\windows\C1_030_5.npy
C1,23,I,0,95811,100419,data\windows\C1_023_15.npy
C1,18,I,0,74373,78981,data\windows\C1_018_4.npy
C1,32,I,0,131307,135915,data\windows\C1_032_1.npy
C1,31,I,0,126738,131346,data\windows\C1_031_2.npy
C1,16,I,0,63244,67852,data\windows\C1_016_6.npy
C1,2,I,0,4850,9458,data\windows\C1_002_4.npy
C1,8,I,0,32474,37082,data\windows\C1_008_6.npy
C1,49,I,0,205661,210269,data\windows\C1_049_1.npy
C1,22,I,0,89631,94239,data\windows\C1_022_2.npy
C1,25,I,0,103371,107979,data\windows\C1_025_3.npy
C1,24,I,0,100162,104770,data\windows\C1_024_8.npy
C1,40,I,0,167857,172465,data\windows\C1_040_10.npy
C1,4,I,0,13909,18517,data\windows\C1_004_3.npy
C1,5,I,0,17777,22385,data\windows\C1_005_13.npy
C1,15,I,0,59162,63770,data\windows\C1_015_6.npy
C1,25,I,0,104304,108912,data\windows\C1_025_4.npy
C1,35,I,0,143895,148503,data\windows\C1_035_7.npy
C1,26,I,0,105181,109789,data\windows\C1_026_10.npy
C1,23,I,0,94553,99161,data\windows\C1_023_16.npy
C1,48,I,0,201129,205737,data\windows\C1_048_5.npy
C1,9,I,0,34641,39249,data\windows\C1_009_7.npy
C1,30,I,0,122524,127132,data\windows\C1_030_6.npy
C1,28,I,0,116232,120840,data\windows\C1_028_3.npy
C1,25,I,0,101482,106090,data\windows\C1_025_5.npy
C1,42,I,0,173144,177752,data\windows\C1_042_6.npy
C1,14,I,0,57232,61840,data\windows\C1_014_4.npy
C1,49,I,0,204634,209242,data\windows\C1_049_2.npy
C1,17,I,0,71114,75722,data\windows\C1_017_4.npy
C1,28,I,0,116823,121431,data\windows\C1_028_4.npy
C1,27,I,0,111609,116217,data\windows\C1_027_2.npy
C1,44,I,0,182316,186924,data\windows\C1_044_6.npy
C1,23,I,0,94069,98677,data\windows\C1_023_17.npy
C1,15,I,0,61031,65639,data\windows\C1_015_7.npy
C1,2,I,0,4596,9204,data\windows\C1_002_5.npy
C1,19,I,0,78012,82620,data\windows\C1_019_7.npy
C1,43,I,0,177194,181802,data\windows\C1_043_6.npy
C1,1,I,0,1217,5825,data\windows\C1_001_2.npy
C1,46,I,0,192323,196931,data\windows\C1_046_4.npy
C1,28,I,0,116357,120965,data\windows\C1_028_5.npy
C1,8,I,0,30062,34670,data\windows\C1_008_7.npy
C1,16,I,0,64838,69446,data\windows\C1_016_7.npy
C1,29,I,0,118752,123360,data\windows\C1_029_8.npy
C1,17,I,0,67709,72317,data\windows\C1_017_5.npy
C1,6,I,0,23261,27869,data\windows\C1_006_3.npy
C1,34,I,0,142918,147526,data\windows\C1_034_8.npy
C1,35,I,0,144134,148742,data\windows\C1_035_8.npy
C1,7,I,0,25488,30096,data\windows\C1_007_5.npy
C1,15,I,0,60317,64925,data\windows\C1_015_8.npy
C1,13,I,0,52491,57099,data\windows\C1_013_3.npy
C1,34,I,0,141509,146117,data\windows\C1_034_9.npy
C1,38,I,0,156579,161187,data\windows\C1_038_4.npy
C1,38,I,0,155872,160480,data\windows\C1_038_5.npy
C1,48,I,0,201329,205937,data\windows\C1_048_6.npy
C1,40,I,0,164836,169444,data\windows\C1_040_11.npy
C1,17,I,0,68779,73387,data\windows\C1_017_6.npy
C1,6,I,0,23082,27690,data\windows\C1_006_4.npy
C1,32,I,0,131776,136384,data\windows\C1_032_2.npy
C1,47,I,0,196413,201021,data\windows\C1_047_4.npy
C1,50,I,0,209128,213736,data\windows\C1_050_5.npy
C1,12,I,0,49354,53962,data\windows\C1_012_3.npy
C1,13,I,0,50894,55502,data\windows\C1_013_4.npy
C1,2,I,0,7957,12565,data\windows\C1_002_6.npy
C1,8,I,0,30280,34888,data\windows\C1_008_8.npy
C1,29,I,0,118927,123535,data\windows\C1_029_9.npy
C1,28,I,0,117209,121817,data\windows\C1_028_6.npy
C1,19,I,0,79566,84174,data\windows\C1_019_8.npy
C1,16,I,0,66506,71114,data\windows\C1_016_8.npy
C1,43,I,0,177945,182553,data\windows\C1_043_7.npy
C1,24,I,0,98645,103253,data\windows\C1_024_9.npy
C1,42,I,0,173284,177892,data\windows\C1_042_7.npy
C1,50,I,0,206567,211175,data\windows\C1_050_6.npy
C1,17,I,0,68019,72627,data\windows\C1_017_7.npy
C1,11,I,0,43446,48054,data\windows\C1_011_4.npy
C1,49,I,0,204447,209055,data\windows\C1_049_3.npy
C1,33,I,0,136213,140821,data\windows\C1_033_7.npy
C1,15,I,0,62394,67002,data\windows\C1_015_9.npy
C1,32,I,0,133324,137932,data\windows\C1_032_3.npy
C1,27,I,0,110406,115014,data\windows\C1_027_3.npy
C1,47,I,0,194166,198774,data\windows\C1_047_5.npy
C1,14,I,0,54872,59480,data\windows\C1_014_5.npy
C1,51,I,0,212636,217244,data\windows\C1_051_4.npy
C1,48,I,0,200746,205354,data\windows\C1_048_7.npy
C1,10,I,0,38728,43336,data\windows\C1_010_6.npy
C1,9,I,0,35413,40021,data\windows\C1_009_8.npy
C1,28,I,0,114284,118892,data\windows\C1_028_7.npy
C1,3,I,0,9600,14208,data\windows\C1_003_3.npy
C1,16,I,0,64112,68720,data\windows\C1_016_9.npy
C1,23,I,0,93252,97860,data\windows\C1_023_18.npy
C1,50,I,0,207888,212496,data\windows\C1_050_7.npy
C1,51,I,0,212849,217457,data\windows\C1_051_5.npy
C1,8,I,0,32483,37091,data\windows\C1_008_9.npy
C1,46,I,0,191361,195969,data\windows\C1_046_5.npy
C1,5,I,0,19539,24147,data\windows\C1_005_14.npy
C1,39,I,0,160587,165195,data\windows\C1_039_6.npy
C1,44,I,0,181429,186037,data\windows\C1_044_7.npy
C1,46,I,0,191171,195779,data\windows\C1_046_6.npy
C1,12,I,0,47897,52505,data\windows\C1_012_4.npy
C1,46,I,0,191740,196348,data\windows\C1_046_7.npy
C1,6,I,0,24847,29455,data\windows\C1_006_5.npy
C1,27,I,0,111220,115828,data\windows\C1_027_4.npy
C1,24,I,0,100685,105293,data\windows\C1_024_10.npy
C1,17,I,0,67760,72368,data\windows\C1_017_8.npy
C1,2,I,0,4703,9311,data\windows\C1_002_7.npy
C1,40,I,0,165558,170166,data\windows\C1_040_12.npy
C1,18,I,0,71953,76561,data\windows\C1_018_5.npy
C1,34,I,0,141989,146597,data\windows\C1_034_10.npy
C1,21,I,0,89316,93924,data\windows\C1_021_5.npy
C1,20,I,0,80106,84714,data\windows\C1_020_2.npy
C1,46,I,0,190206,194814,data\windows\C1_046_8.npy
C1,5,I,0,20299,24907,data\windows\C1_005_15.npy
C1,38,I,0,157935,162543,data\windows\C1_038_6.npy
C1,39,I,0,160197,164805,data\windows\C1_039_7.npy
C1,20,I,0,81464,86072,data\windows\C1_020_3.npy
C1,14,I,0,56264,60872,data\windows\C1_014_6.npy
C1,1,I,0,651,5259,data\windows\C1_001_3.npy
C1,48,I,0,200911,205519,data\windows\C1_048_8.npy
C1,49,I,0,203338,207946,data\windows\C1_049_4.npy
C1,13,I,0,51866,56474,data\windows\C1_013_5.npy
C1,2,I,0,6787,11395,data\windows\C1_002_8.npy
C1,7,I,0,26321,30929,data\windows\C1_007_6.npy
C1,4,I,0,14484,19092,data\windows\C1_004_4.npy
C1,43,I,0,178228,182836,data\windows\C1_043_8.npy
C1,46,I,0,191411,196019,data\windows\C1_046_9.npy
C1,8,I,0,32857,37465,data\windows\C1_008_10.npy
C1,39,I,0,160186,164794,data\windows\C1_039_8.npy
C1,10,I,0,38420,43028,data\windows\C1_010_7.npy
C1,19,I,0,78770,83378,data\windows\C1_019_9.npy
C1,31,I,0,128555,133163,data\windows\C1_031_3.npy
C1,37,I,0,154311,158919,data\windows\C1_037_6.npy
C1,45,I,0,187541,192149,data\windows\C1_045_0.npy
C1,3,I,0,9574,14182,data\windows\C1_003_4.npy
C1,11,I,0,42095,46703,data\windows\C1_011_5.npy
C1,15,I,0,60162,64770,data\windows\C1_015_10.npy
C1,16,I,0,66585,71193,data\windows\C1_016_10.npy
C1,51,I,0,214062,218670,data\windows\C1_051_6.npy
C1,40,I,0,166714,171322,data\windows\C1_040_13.npy
C1,17,I,0,68722,73330,data\windows\C1_017_9.npy
C1,50,I,0,208414,213022,data\windows\C1_050_8.npy
C1,26,I,0,107024,111632,data\windows\C1_026_11.npy
C1,26,I,0,107332,111940,data\windows\C1_026_12.npy
C1,23,I,0,92952,97560,data\windows\C1_023_19.npy
C1,8,I,0,30845,35453,data\windows\C1_008_11.npy
C1,48,I,0,200388,204996,data\windows\C1_048_9.npy
C1,1,I,0,1711,6319,data\windows\C1_001_4.npy
C1,9,I,0,37494,42102,data\windows\C1_009_9.npy
C1,12,I,0,49234,53842,data\windows\C1_012_5.npy
C1,15,I,0,59902,64510,data\windows\C1_015_11.npy
C1,7,I,0,28265,32873,data\windows\C1_007_7.npy
C1,1,I,0,2205,6813,data\windows\C1_001_5.npy
C1,35,I,0,145296,149904,data\windows\C1_035_9.npy
C1,50,I,0,207875,212483,data\windows\C1_050_9.npy
C1,7,I,0,26123,30731,data\windows\C1_007_8.npy
C1,16,I,0,63627,68235,data\windows\C1_016_11.npy
C1,26,I,0,108530,113138,data\windows\C1_026_13.npy
C1,48,I,0,198914,203522,data\windows\C1_048_10.npy
C1,36,I,0,148892,153500,data\windows\C1_036_9.npy
C1,40,I,0,164309,168917,data\windows\C1_040_14.npy
C1,30,I,0,124536,129144,data\windows\C1_030_7.npy
C1,22,I,0,89392,94000,data\windows\C1_022_3.npy
C1,11,I,0,42811,47419,data\windows\C1_011_6.npy
C1,45,I,0,185344,189952,data\windows\C1_045_1.npy
C1,42,I,0,172399,177007,data\windows\C1_042_8.npy
C1,2,I,0,5338,9946,data\windows\C1_002_9.npy
C1,37,I,0,153343,157951,data\windows\C1_037_7.npy
C1,5,I,0,18134,22742,data\windows\C1_005_16.npy
C1,38,I,0,158442,163050,data\windows\C1_038_7.npy
C1,43,I,0,177122,181730,data\windows\C1_043_9.npy
C1,7,I,0,28101,32709,data\windows\C1_007_9.npy
C1,23,I,0,92981,97589,data\windows\C1_023_20.npy
C1,7,I,0,26535,31143,data\windows\C1_007_10.npy
C1,29,I,0,121591,126199,data\windows\C1_029_10.npy
C1,48,I,0,198927,203535,data\windows\C1_048_11.npy
C1,5,I,0,17377,21985,data\windows\C1_005_17.npy
C1,21,I,0,86564,91172,data\windows\C1_021_6.npy
C1,50,I,0,208692,213300,data\windows\C1_050_10.npy
C1,16,I,0,64574,69182,data\windows\C1_016_12.npy
C1,7,I,0,28349,32957,data\windows\C1_007_11.npy
C1,25,I,0,104717,109325,data\windows\C1_025_6.npy
C1,26,I,0,108968,113576,data\windows\C1_026_14.npy
C1,34,I,0,142248,146856,data\windows\C1_034_11.npy
C1,17,I,0,67290,71898,data\windows\C1_017_10.npy
C1,49,I,0,205031,209639,data\windows\C1_049_5.npy
C1,27,I,0,111684,116292,data\windows\C1_027_5.npy
C1,15,I,0,61435,66043,data\windows\C1_015_12.npy
C1,49,I,0,206031,210639,data\windows\C1_049_6.npy
C1,48,I,0,198337,202945,data\windows\C1_048_12.npy
C1,26,I,0,106994,111602,data\windows\C1_026_15.npy
C1,2,I,0,5287,9895,data\windows\C1_002_10.npy
C1,31,I,0,128030,132638,data\windows\C1_031_4.npy
C1,29,I,0,119001,123609,data\windows\C1_029_11.npy
C1,8,I,0,31769,36377,data\windows\C1_008_12.npy
C1,33,I,0,136029,140637,data\windows\C1_033_8.npy
C1,43,I,0,180304,184912,data\windows\C1_043_10.npy
C1,6,I,0,22687,27295,data\windows\C1_006_6.npy
C1,37,I,0,155039,159647,data\windows\C1_037_8.npy
C1,8,I,0,30082,34690,data\windows\C1_008_13.npy
C1,39,I,0,160634,165242,data\windows\C1_039_9.npy
C1,22,I,0,89837,94445,data\windows\C1_022_4.npy
