sample_id,split,condition,run_id,true_stage,true_stage_id,pred_stage,q_true,q_hat,p_E,p_M,p_L,uncertainty,entropy,misclassified,h_00,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,h_24,h_25,h_26,h_27,h_28,h_29,h_30,h_31,h_32,h_33,h_34,h_35,h_36,h_37,h_38,h_39,h_40,h_41,h_42,h_43,h_44,h_45,h_46,h_47,h_48,h_49,h_50,h_51,h_52,h_53,h_54,h_55,h_56,h_57,h_58,h_59,h_60,h_61,h_62,h_63
test_C6_00010,test_C6,C6,22,early,0,early,0.1161809303080454,0.30785518884658813,0.9496676325798035,0.03570166230201721,0.014630654826760292,0.05033236742019653,0.20920114663673925,0,0.0,1.3127959966659546,2.494344472885132,0.0,0.0,1.8801963329315186,0.7017077207565308,2.165382146835327,0.7987871766090393,0.0,0.0,0.0,0.0,0.17162686586380005,2.3337769508361816,1.3281700611114502,0.12686684727668762,0.0,2.594353199005127,0.0,0.0,0.0,0.0,2.0725278854370117,0.10239160060882568,0.3482506573200226,0.0,0.0,0.0,0.12132307142019272,0.0,3.265885829925537,0.002923406660556793,0.7409288883209229,0.0,0.0,0.0,0.0,0.0,0.09917444735765457,0.0,2.291886568069458,0.0,0.0,0.0,0.1478404402732849,0.0,0.0,2.439964771270752,0.0,0.7246649861335754,0.0,0.0,0.0,0.003264591097831726,0.0,1.6011396646499634,1.4590058326721191,0.0,0.793408215045929,0.0,0.0,0.0,1.6480995416641235
test_C6_00011,test_C6,C6,23,early,0,early,0.1213168234786207,0.30786052346229553,0.9508517384529114,0.0343896858394146,0.014758600853383541,0.04914826154708862,0.20574556992947646,0,0.0,1.3308501243591309,2.4979827404022217,0.0,0.0,1.8735381364822388,0.7256274223327637,2.1791701316833496,0.7542438507080078,0.0,0.0,0.0,0.0,0.16724461317062378,2.3377013206481934,1.3166738748550415,0.13428114354610443,0.0,2.571113348007202,0.0,0.0,0.0,0.0,2.0893945693969727,0.11690538376569748,0.341775506734848,0.0,0.0,0.0,0.1313261091709137,0.0,3.2811784744262695,0.005918748676776886,0.7578432559967041,0.0,0.0,0.0,0.0,0.0,0.1274595707654953,0.0,2.299440383911133,0.0,0.0,0.0,0.09944707155227661,0.0,0.0,2.4612555503845215,0.0,0.6928954720497131,0.0,0.0,0.0,0.0,0.0,1.6051887273788452,1.482745885848999,0.0,0.7873532176017761,0.0,0.0,0.0,1.6406692266464233
test_C6_00012,test_C6,C6,24,early,0,early,0.1262477977578404,0.30841875076293945,0.9513874650001526,0.033682726323604584,0.01492968201637268,0.04861253499984741,0.20425050619252852,0,0.0,1.3415215015411377,2.4961023330688477,0.0,0.0,1.8675096035003662,0.7371642589569092,2.1827051639556885,0.7207225561141968,0.0,0.0,0.0,0.0,0.16604892909526825,2.3400027751922607,1.303221583366394,0.13512173295021057,0.0,2.5504629611968994,0.0,0.0,0.0,0.0,2.0962531566619873,0.1258503496646881,0.33479782938957214,0.0,0.0,0.0,0.13960358500480652,0.0,3.2870936393737793,0.008008129894733429,0.770237386226654,0.0,0.0,0.0,0.0,0.0,0.14389249682426453,0.0,2.300387144088745,0.0,0.0,0.0,0.06407730281352997,0.0,0.0,2.4715733528137207,0.0,0.6640322804450989,0.0,0.0,0.0,0.0,0.0,1.6069279909133911,1.4982789754867554,0.0,0.7785535454750061,0.0,0.0,0.0,1.6351600885391235
test_C6_00013,test_C6,C6,25,early,0,early,0.13117877203706002,0.30890193581581116,0.9520279765129089,0.032979708164930344,0.014992300420999527,0.047972023487091064,0.20234226741924702,0,0.0,1.3523660898208618,2.492366075515747,0.0,0.0,1.8598448038101196,0.7529667019844055,2.1892898082733154,0.705578625202179,0.0,0.0,0.0,0.0,0.16903647780418396,2.3441710472106934,1.2891448736190796,0.1335693597793579,0.0,2.545910358428955,0.0,0.0,0.0,0.0,2.1023621559143066,0.14592915773391724,0.33349815011024475,0.0,0.0,0.0,0.14142996072769165,0.0,3.3008697032928467,0.004228584468364716,0.786099374294281,0.0,0.0,0.0,0.0,0.0,0.16356121003627777,0.0,2.3079514503479004,0.0,0.0,0.0,0.042353421449661255,0.0,0.0,2.4824695587158203,0.0,0.6448065638542175,0.0,0.0,0.0,0.0,0.0,1.610001802444458,1.5210360288619995,0.0,0.7808405756950378,0.0,0.0,0.0,1.6387808322906494
test_C6_00014,test_C6,C6,26,early,0,early,0.13610974631627965,0.3093636631965637,0.952582597732544,0.03224040940403938,0.015177013352513313,0.047417402267456055,0.20076849398707738,0,0.0,1.3612691164016724,2.4840948581695557,0.0,0.0,1.8573989868164062,0.762464165687561,2.1894497871398926,0.6724546551704407,0.0,0.0,0.0,0.0,0.16286057233810425,2.3480279445648193,1.272931694984436,0.13277994096279144,0.0,2.5316336154937744,0.009933866560459137,0.0,0.0,0.0,2.107877731323242,0.16667276620864868,0.32751473784446716,0.0,0.0,0.0,0.1503460705280304,0.0,3.308922529220581,0.00971175730228424,0.8030200004577637,0.0,0.0,0.0,0.0,0.0,0.18328143656253815,0.0,2.313732147216797,0.0,0.0,0.0,0.01173689216375351,0.0,0.0,2.490680694580078,0.0,0.6133811473846436,0.0,0.0,0.0,0.0,0.0,1.6169010400772095,1.5350220203399658,0.0,0.7779388427734375,0.0,0.0,0.0,1.6402454376220703
test_C6_00015,test_C6,C6,27,early,0,early,0.14104072059549935,0.3098851144313812,0.9526476860046387,0.031920574605464935,0.015431677922606468,0.04735231399536133,0.20073896598320048,0,0.0,1.3610601425170898,2.474224805831909,0.0,0.0,1.858221173286438,0.7738288640975952,2.1820480823516846,0.6471216678619385,0.0,0.0,0.0,0.0,0.16033653914928436,2.3492136001586914,1.2609460353851318,0.13315819203853607,0.0,2.515105962753296,0.022399641573429108,0.0,0.0,0.0,2.1042909622192383,0.1808076798915863,0.3237188756465912,0.0,0.0,0.0,0.1546856164932251,0.0,3.3078200817108154,0.0151444673538208,0.8166006207466125,0.0,0.0,0.0,0.0,0.0,0.19668683409690857,0.0,2.3117218017578125,0.0,0.0,0.0,0.0,0.0,0.0,2.4940133094787598,0.0,0.5980179309844971,0.0,0.0,0.0,0.0,0.0,1.623288869857788,1.5421357154846191,0.0,0.7666817903518677,0.0,0.0,0.0,1.63386869430542
test_C6_00016,test_C6,C6,28,early,0,early,0.14597169487471898,0.3103255033493042,0.9526540040969849,0.03165341913700104,0.01569250412285328,0.04734599590301514,0.20088895250909428,0,0.0,1.3650343418121338,2.4628190994262695,0.0,0.0,1.855429768562317,0.7832786440849304,2.177356004714966,0.6197471022605896,0.0,0.0,0.0,0.0,0.15412741899490356,2.3527169227600098,1.2454473972320557,0.1318516731262207,0.0,2.501777172088623,0.034193314611911774,0.0,0.0,0.0,2.1040971279144287,0.19543296098709106,0.3200990557670593,0.0,0.0,0.0,0.15803346037864685,0.0,3.3039610385894775,0.021177008748054504,0.8277227878570557,0.0,0.0,0.0,0.0,0.0,0.21165414154529572,0.0,2.311109781265259,0.0,0.0,0.0,0.0,0.0,0.0,2.496077537536621,0.0,0.5735512971878052,0.0,0.0,0.0,0.0,0.0,1.626009225845337,1.5487022399902344,0.0,0.7603840231895447,0.0,0.0,0.0,1.6294094324111938
test_C6_00017,test_C6,C6,29,early,0,early,0.1509026691539386,0.31041914224624634,0.9526751637458801,0.031387489289045334,0.01593732088804245,0.04732483625411987,0.20097708892121743,0,0.0,1.3693853616714478,2.45231556892395,0.0,0.0,1.851650595664978,0.7971639633178711,2.173651933670044,0.5962101221084595,0.0,0.0,0.0,0.0,0.14974865317344666,2.359621047973633,1.234183430671692,0.13280731439590454,0.0,2.4875478744506836,0.045713312923908234,0.0,0.0,0.0,2.1060900688171387,0.20776228606700897,0.320455402135849,0.0,0.0,0.0,0.1613304316997528,0.0,3.300654888153076,0.0292377769947052,0.836568295955658,0.0,0.0,0.0,0.0,0.0,0.2269444316625595,0.0,2.3118021488189697,0.0,0.0,0.0,0.0,0.0,0.0,2.500399112701416,0.0,0.5539121627807617,0.0,0.0,0.0,0.0,0.0,1.6297950744628906,1.5543701648712158,0.0,0.7521225214004517,0.0,0.0,0.0,1.6221994161605835
test_C6_00018,test_C6,C6,30,early,0,early,0.1554870761471252,0.3101087212562561,0.9528656601905823,0.031166503205895424,0.015967870131134987,0.047134339809417725,0.20040355118858771,0,0.0,1.3734694719314575,2.4500412940979004,0.0,0.0,1.8521848917007446,0.8074179291725159,2.172825336456299,0.5883039832115173,0.0,0.0,0.0,0.0,0.15185968577861786,2.3665218353271484,1.2305305004119873,0.13036540150642395,0.0,2.4817709922790527,0.052400946617126465,0.0,0.0,0.0,2.1108665466308594,0.2153114378452301,0.3186994194984436,0.0,0.0,0.0,0.16153550148010254,0.0,3.302487850189209,0.032961346209049225,0.8386416435241699,0.0,0.0,0.0,0.0,0.0,0.23555897176265717,0.0,2.316938877105713,0.0,0.0,0.0,0.0,0.0,0.0,2.5092287063598633,0.0,0.5452656745910645,0.0,0.0,0.0,0.0,0.0,1.6320420503616333,1.5583857297897339,0.0,0.7476862072944641,0.0,0.0,0.0,1.6178232431411743
test_C6_00019,test_C6,C6,31,early,0,early,0.1597249158626929,0.3100453317165375,0.9532483220100403,0.03103828616440296,0.0157134011387825,0.04675167798995972,0.1990551237630377,0,0.0,1.378832459449768,2.4511449337005615,0.0,0.0,1.8556638956069946,0.8083967566490173,2.1741890907287598,0.5917946100234985,0.0,0.0,0.0,0.0,0.1594604104757309,2.373976945877075,1.2370697259902954,0.13009034097194672,0.0,2.481368064880371,0.048559367656707764,0.0,0.0,0.0,2.1228837966918945,0.2062649428844452,0.31738290190696716,0.0,0.0,0.0,0.16438934206962585,0.0,3.314631938934326,0.035695917904376984,0.8362956643104553,0.0,0.0,0.0,0.0,0.0,0.22599220275878906,0.0,2.325995922088623,0.0,0.0,0.0,0.0,0.0,0.0,2.516173839569092,0.0,0.5582216382026672,0.0,0.0,0.0,0.0,0.0,1.6319061517715454,1.5585085153579712,0.0,0.749320387840271,0.0,0.0,0.0,1.6187182664871216
test_C6_00020,test_C6,C6,32,early,0,early,0.1636161882838135,0.31036368012428284,0.953287661075592,0.03097810037434101,0.015734195709228516,0.04671233892440796,0.1989452041748804,0,0.0,1.3808705806732178,2.451991319656372,0.0,0.0,1.8565192222595215,0.8070952892303467,2.171525716781616,0.5846222043037415,0.0,0.0,0.0,0.0,0.15888457000255585,2.375115156173706,1.236548900604248,0.13167546689510345,0.0,2.4734270572662354,0.051363103091716766,0.0,0.0,0.0,2.1199896335601807,0.2033059000968933,0.3153032660484314,0.0,0.0,0.0,0.17004206776618958,0.0,3.3166263103485107,0.03811419755220413,0.8352194428443909,0.0,0.0,0.0,0.0,0.0,0.22521786391735077,0.0,2.3291914463043213,0.0,0.0,0.0,0.0,0.0,0.0,2.5174951553344727,0.0,0.5528501272201538,0.0,0.0,0.0,0.0,0.0,1.63612961769104,1.5565181970596313,0.0,0.7418882846832275,0.0,0.0,0.0,1.6181092262268066
test_C6_00021,test_C6,C6,33,early,0,early,0.16716089342731516,0.3106437027454376,0.9530573487281799,0.03077763505280018,0.01616506464779377,0.04694265127182007,0.1999235210621718,0,0.0,1.3852406740188599,2.4425346851348877,0.0,0.0,1.8560898303985596,0.8056851029396057,2.173454761505127,0.5450706481933594,0.0,0.0,0.0,0.0,0.13904576003551483,2.379356622695923,1.2264947891235352,0.14559273421764374,0.0,2.461090087890625,0.060994647443294525,0.0,0.0,0.0,2.108935594558716,0.22520869970321655,0.3096545934677124,0.0,0.0,0.0,0.18030893802642822,0.0,3.3081750869750977,0.04279571771621704,0.8395962119102478,0.0,0.0,0.0,0.0,0.0,0.24620863795280457,0.0,2.3222577571868896,0.0,0.0,0.0,0.0,0.0,0.0,2.515620708465576,0.0,0.5118007063865662,0.0,0.0,0.0,0.0,0.0,1.6465834379196167,1.5491167306900024,0.0,0.7292160987854004,0.0,0.0,0.0,1.6157269477844238
test_C6_00022,test_C6,C6,34,early,0,early,0.17035903127636987,0.31064513325691223,0.9532911777496338,0.030644811689853668,0.016063952818512917,0.04670882225036621,0.19913278905940845,0,0.0,1.386497139930725,2.439046621322632,0.0,0.0,1.8566170930862427,0.8060185313224792,2.173785924911499,0.5402075052261353,0.0,0.0,0.0,0.0,0.13883982598781586,2.3825647830963135,1.229278326034546,0.14888697862625122,0.0,2.463989496231079,0.05980536341667175,0.0,0.0,0.0,2.1186177730560303,0.2226645052433014,0.31079766154289246,0.0,0.0,0.0,0.1808885633945465,0.0,3.318624258041382,0.04468948394060135,0.8430600166320801,0.0,0.0,0.0,0.0,0.0,0.24350564181804657,0.0,2.3228394985198975,0.0,0.0,0.0,0.0,0.0,0.0,2.517737865447998,0.0,0.5209577083587646,0.0,0.0,0.0,0.0,0.0,1.6477452516555786,1.5498831272125244,0.0,0.7307168841362,0.0,0.0,0.0,1.616416573524475
test_C6_00023,test_C6,C6,35,early,0,early,0.17321060184780543,0.31083691120147705,0.9532259702682495,0.030567770823836327,0.016206277534365654,0.04677402973175049,0.1994200123070416,0,0.0,1.3857567310333252,2.431710958480835,0.0,0.0,1.8575036525726318,0.8101538419723511,2.1692593097686768,0.5304654836654663,0.0,0.0,0.0,0.0,0.1339351236820221,2.3783726692199707,1.2282862663269043,0.1568318009376526,0.0,2.4608004093170166,0.06749876588582993,0.0,0.0,0.0,2.1168689727783203,0.22620686888694763,0.3127468228340149,0.0,0.0,0.0,0.18313780426979065,0.0,3.319406509399414,0.049025192856788635,0.845717191696167,0.0,0.0,0.0,0.0,0.0,0.24751809239387512,0.0,2.321420431137085,0.0,0.0,0.0,0.0,0.0,0.0,2.5173463821411133,0.0,0.5177779197692871,0.0,0.0,0.0,0.0,0.0,1.649176001548767,1.5501538515090942,0.0,0.7269741296768188,0.0,0.0,0.0,1.6168187856674194
test_C6_00024,test_C6,C6,36,early,0,early,0.17571560513320805,0.3107473850250244,0.95329350233078,0.030520780012011528,0.01618567667901516,0.04670649766921997,0.19919647026207363,0,0.0,1.3877207040786743,2.4298675060272217,0.0,0.0,1.8581393957138062,0.8135546445846558,2.1688296794891357,0.5303381085395813,0.0,0.0,0.0,0.0,0.1380482017993927,2.3805575370788574,1.2270911931991577,0.15737080574035645,0.0,2.458843469619751,0.06966856867074966,0.0,0.0,0.0,2.1233291625976562,0.22594112157821655,0.3113403022289276,0.0,0.0,0.0,0.18361270427703857,0.0,3.3213536739349365,0.051909975707530975,0.8457230925559998,0.0,0.0,0.0,0.0,0.0,0.24726545810699463,0.0,2.3218560218811035,0.0,0.0,0.0,0.0,0.0,0.0,2.5197482109069824,0.0,0.5177885293960571,0.0,0.0,0.0,0.0,0.0,1.6468355655670166,1.5529561042785645,0.0,0.7266334891319275,0.0,0.0,0.0,1.6141685247421265
test_C6_00025,test_C6,C6,37,early,0,early,0.17822060841861068,0.3106285333633423,0.9534211158752441,0.03039124608039856,0.016187619417905807,0.04657888412475586,0.1987976048463602,0,0.0,1.3839181661605835,2.428860902786255,0.0,0.0,1.8575268983840942,0.8193204402923584,2.1684606075286865,0.5280632376670837,0.0,0.0,0.0,0.0,0.14054779708385468,2.3798575401306152,1.2252825498580933,0.1565214991569519,0.0,2.459409713745117,0.07510580122470856,0.0,0.0,0.0,2.1316514015197754,0.23068007826805115,0.31072595715522766,0.0,0.0,0.0,0.1821729838848114,0.0,3.3240840435028076,0.053205326199531555,0.8474169969558716,0.0,0.0,0.0,0.0,0.0,0.25331729650497437,0.0,2.323991537094116,0.0,0.0,0.0,0.0,0.0,0.0,2.521775245666504,0.0,0.5144648551940918,0.0,0.0,0.0,0.0,0.0,1.6444100141525269,1.5598814487457275,0.0,0.7315019369125366,0.0,0.0,0.0,1.6141051054000854
test_C6_00026,test_C6,C6,38,early,0,early,0.18072561170401338,0.31030645966529846,0.9535943269729614,0.030284550040960312,0.016121111810207367,0.046405673027038574,0.1982158882500016,0,0.0,1.3857632875442505,2.4291679859161377,0.0,0.0,1.8592766523361206,0.8188526630401611,2.1709253787994385,0.5269394516944885,0.0,0.0,0.0,0.0,0.1414017230272293,2.3828847408294678,1.225904941558838,0.15493756532669067,0.0,2.461874485015869,0.07550277560949326,0.0,0.0,0.0,2.1388652324676514,0.23424971103668213,0.3087620735168457,0.0,0.0,0.0,0.18373751640319824,0.0,3.327047824859619,0.0552966371178627,0.8491554856300354,0.0,0.0,0.0,0.0,0.0,0.2554384768009186,0.0,2.3272626399993896,0.0,0.0,0.0,0.0,0.0,0.0,2.525503158569336,0.0,0.5107818841934204,0.0,0.0,0.0,0.0,0.0,1.6445318460464478,1.5602002143859863,0.0,0.7345907092094421,0.0,0.0,0.0,1.6169254779815674
