run_id,VB_true,VB_smooth,q_true,q_pred,q_pred_norm,true_stage,pred_stage,prob_early,prob_middle,prob_late,max_prob,dominant_prob_stage,relative_life,dataset_id,task_id,protocol_id,aggregation_level,uncertainty_type,n_test,test_universe,source_path,status
54,102.1835317,102.18353172857144,0.2208056642536273,0.31057817,0.0068692498817286,early,early,0.8572567325978704,0.1229559610480901,0.0197873063530395,0.8572567325978704,early,0.1386138613861386,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
55,102.6088418,102.6088418,0.2233106675726861,0.31067303,0.0070947533385207,early,early,0.8569645705706133,0.123134358077182,0.0199010713512046,0.8569645705706133,early,0.1419141914191419,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
56,103.0341519,103.03415187142856,0.2258156708917448,0.31107557,0.0080516810372036,early,early,0.8566355629483715,0.1234343238259305,0.019930113224698,0.8566355629483715,early,0.1452145214521452,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
57,103.4594619,103.4594619285714,0.2283206741266631,0.31170356,0.0095445538585278,early,early,0.8559660445738961,0.1239933298097508,0.020040625615353,0.8559660445738961,early,0.1485148514851485,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
58,103.884772,103.884772,0.230825677445722,0.31208268,0.0104458069740558,early,early,0.8557676973710592,0.1241357520973871,0.0200965505305536,0.8557676973710592,early,0.1518151815181518,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
59,104.3100821,104.31008205714286,0.2333306806806404,0.3124793,0.0113886615073981,early,early,0.8550202685518585,0.1246652473267047,0.0203144841204367,0.8550202685518585,early,0.1551155115511551,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
60,104.7353921,104.73539211428572,0.2358356839155588,0.31273922,0.0120065495370142,early,early,0.8548861734304002,0.1250132881570742,0.0201005384115256,0.8548861734304002,early,0.1584158415841584,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
61,105.1607022,105.16070218571429,0.2383406872346176,0.3130735,0.0128012079339827,early,early,0.854266707099215,0.1254532710513777,0.0202800218484073,0.854266707099215,early,0.1617161716171617,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
62,105.5860122,105.53298042857143,0.2405333421859526,0.3128292,0.0122204521412957,early,early,0.8544947860515113,0.1254695736930378,0.0200356402544507,0.8544947860515113,early,0.165016501650165,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
63,106.0113223,105.85222685714288,0.2424136488537044,0.31355837,0.0139538524743026,early,early,0.8534243744220167,0.1262224550969027,0.0203531704800806,0.8534243744220167,early,0.1683168316831683,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
64,106.4366324,106.11844148571429,0.2439816073220131,0.3137321,0.0143668475781238,early,early,0.8532326769729731,0.1264947908596225,0.0202725321664042,0.8532326769729731,early,0.1716171617161716,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
65,106.4907197,106.3316243,0.2452372175067385,0.31490836,0.0171630809334493,early,early,0.8508629103500511,0.1277872463193975,0.0213498433295512,0.8508629103500511,early,0.1749174917491749,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
66,106.5448071,106.4917753,0.2461804794078805,0.31548768,0.0185402542687724,early,early,0.8502101418558287,0.1284508108446573,0.0213390472985141,0.8502101418558287,early,0.1782178217821782,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
67,106.5988945,106.59889448571428,0.2468113930254392,0.31680593,0.0216740296421235,early,early,0.8479555006234492,0.1303108781564133,0.0217336212191375,0.8479555006234492,early,0.1815181518151815,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
68,106.6529819,106.65515698571429,0.2471427694933539,0.3171714,0.0225428336517564,early,early,0.8463253090467077,0.1317999538808395,0.0218747370714528,0.8463253090467077,early,0.1848184818481848,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
69,106.7070692,106.78525392857144,0.2479090181565044,0.3198522,0.0289156954161253,early,early,0.8422635356447687,0.1352645713825689,0.0224718929716624,0.8422635356447687,early,0.1881188118811881,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
70,106.7611566,106.9869717,0.2490971012066999,0.3223141,0.0347681828742348,early,early,0.8373426817268965,0.1396822470637962,0.0229750712083073,0.8373426817268965,early,0.1914191419141914,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
71,106.8304699,107.25801381428572,0.2506934927372599,0.32480612,0.0406922723154623,early,early,0.8316107710194771,0.1449259609807907,0.0234632679987322,0.8316107710194771,early,0.1947194719471947,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
72,107.4013983,107.59600674285714,0.252684213072299,0.3268025,0.0454381145152352,early,early,0.8267343007765039,0.1496969957555994,0.0235687034668966,0.8267343007765039,early,0.198019801980198,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
73,107.9568315,107.99850585714286,0.255054863769136,0.33228207,0.0584642791445187,early,early,0.8150475922281818,0.1602382707200758,0.0247141370507424,0.8150475922281818,early,0.2013201320132013,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
74,108.4961893,108.46300135714286,0.2577906625365613,0.33443183,0.0635747399422544,early,early,0.8076132323459074,0.1672806582555559,0.0251061093975367,0.8076132323459074,early,0.2046204620462046,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
75,109.0189324,108.98474925714284,0.2608636681129916,0.33585265,0.0669523471684744,early,early,0.7971964606216861,0.177032273592986,0.0257712657843279,0.7971964606216861,early,0.2079207920792079,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
76,109.524563,109.48946842857144,0.2638363774010046,0.3345486,0.0638523283741498,early,early,0.803492922117845,0.1710918901762244,0.0254151877049306,0.803492922117845,early,0.2112211221122112,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
77,110.0126251,109.9767038,0.266706110107996,0.3347901,0.0644264279399865,early,early,0.7946280979024767,0.1796606429539841,0.025711259142539,0.7946280979024767,early,0.2145214521452145,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
78,110.4827052,110.44604252857144,0.2694704346603989,0.33362174,0.0616489746532744,early,early,0.8051335758274555,0.1702502428317875,0.024616181339757,0.8051335758274555,early,0.2178217821782178,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
79,110.9344325,110.89711422857144,0.2721271695499306,0.33459008,0.063950935620489,early,early,0.8025892731314042,0.1728993199709386,0.0245114068966571,0.8025892731314042,early,0.2211221122112211,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
80,111.3674791,111.32959124285716,0.2746743849322597,0.33159715,0.056836070967985,early,early,0.8125933902627149,0.1639533514458266,0.0234532582904584,0.8125933902627149,early,0.2244224422442244,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
81,111.7815604,111.74318875714286,0.2771104033001299,0.33138466,0.0563309346667649,early,early,0.8111432113729177,0.1651825652744244,0.0236742233516578,0.8111432113729177,early,0.2277227722772277,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
82,112.1764343,112.13766477142858,0.2794337993150789,0.3300119,0.0530675768199822,early,early,0.8163245098465473,0.1605823212100873,0.0230931689423654,0.8163245098465473,early,0.231023102310231,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
83,112.5519021,112.51282004285711,0.2816433994708767,0.33040875,0.0540109781148157,early,early,0.8142304886149724,0.1626427846148099,0.0231267267692176,0.8142304886149724,early,0.2343234323432343,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
84,112.9078077,112.8684979,0.2837382809997008,0.33058292,0.054425019197142,early,early,0.8157440050248992,0.1614565144221991,0.0227994805519016,0.8157440050248992,early,0.2376237623762376,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
85,113.2440373,113.20458394285716,0.2857177701051873,0.3312505,0.0560120063116815,early,early,0.8130362992236219,0.1640226436566252,0.0229410571187529,0.8130362992236219,early,0.2409240924092409,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
