sample_id,split,condition,run_id,true_stage,pred_stage,q_true,q_hat,uncertainty,entropy,misclassified,PC1,PC2
final_train_00034,final_train,C1,46,early,early,0.3125097736542056,0.3071514070034027,0.0451699495315551,0.1934402185223789,0,-5.847114419204732,1.0143122741567823
final_train_00035,final_train,C1,81,early,early,0.3653598274439764,0.3079195618629455,0.0452377200126647,0.1937310496933153,0,-6.261463996464404,0.7914734282650644
final_train_00036,final_train,C1,82,early,early,0.3653598274439764,0.3078261911869049,0.0452144742012023,0.1935756105916022,0,-6.046954686938997,0.6619669117644706
final_train_00037,final_train,C1,83,early,early,0.3653598274439764,0.3078698515892029,0.0452664494514465,0.193663150204382,0,-5.901621810779125,0.5863080645870016
final_train_00038,final_train,C1,84,early,early,0.3653598274439764,0.3079384267330169,0.045399010181427,0.1940485062531402,0,-6.0770341863939565,0.6125379145863398
final_train_00039,final_train,C1,85,early,early,0.3653598274439764,0.3077737092971802,0.045501172542572,0.1943290155081601,0,-6.323686151569965,0.3777639874831159
final_train_00040,final_train,C1,86,early,early,0.3653598274439764,0.3076265752315521,0.0455303788185119,0.1943606187461175,0,-6.887843166703078,0.2991368199642814
final_train_00041,final_train,C1,87,early,early,0.3653598274439764,0.3076691627502441,0.045629858970642,0.1946583809276102,0,-6.587233892357834,0.32705266598159044
final_train_00042,final_train,C1,88,early,early,0.3653598274439764,0.3074655830860138,0.0455461740493774,0.1943532130088107,0,-6.116850105613976,0.29490563755097116
final_train_00043,final_train,C1,89,early,early,0.3653598274439764,0.3074977993965149,0.0456257462501525,0.1945764295268641,0,-5.553662442043189,0.48589351858325275
final_train_00044,final_train,C1,90,early,early,0.3653598274439764,0.307630717754364,0.0457944273948669,0.1951111753021727,0,-5.389179984818012,0.506348057987372
final_train_00045,final_train,C1,91,early,early,0.3653598274439764,0.307767242193222,0.0460507273674011,0.1959579793159729,0,-5.49662108645149,0.44406785085705
final_train_00046,final_train,C1,92,early,early,0.3653598274439764,0.3079173564910888,0.0461447834968566,0.1962657921409533,0,-6.18301120679166,0.3020621244455865
final_train_00047,final_train,C1,93,early,early,0.3653598274439764,0.3080745935440063,0.0462622642517089,0.1966421826359391,0,-6.34679712141966,0.23002926783459596
final_train_00048,final_train,C1,94,early,early,0.3653598274439764,0.3081502318382263,0.0463626384735107,0.1968973279188645,0,-6.038501434356877,0.18327082922144883
final_train_00049,final_train,C1,95,early,early,0.3653598274439764,0.3082956671714782,0.0466516017913818,0.1977593231886784,0,-5.255503280457588,0.13782805252497274
final_train_00050,final_train,C1,96,early,early,0.3653598274439764,0.3084698021411896,0.0470215678215026,0.1988623304478763,0,-4.966693600927607,0.12824505004172987
final_train_00051,final_train,C1,97,early,early,0.3653598274439764,0.3091534376144409,0.0483351349830627,0.2031027796734399,0,-3.3917051444719255,-0.3578833929766473
final_train_00052,final_train,C1,98,early,early,0.3653598274439764,0.3092960119247436,0.0488194227218627,0.2047491456075614,0,-3.162008132583004,0.1260144430621104
final_train_00053,final_train,C1,99,early,early,0.3653598274439764,0.3111666440963745,0.0506309270858764,0.2105518663143127,0,-2.707082302814587,0.169552941116997
final_train_00054,final_train,C1,100,early,early,0.3653598274439764,0.3126412630081177,0.0519933700561523,0.2149540210346952,0,-2.351154785245016,0.3271378841758753
final_train_00055,final_train,C1,101,early,early,0.3653598274439764,0.3157617151737213,0.0553084015846252,0.225356911771245,0,-2.1944135082488723,0.5882852865937429
final_train_00056,final_train,C1,102,early,early,0.3653598274439764,0.3176044225692749,0.0564869046211242,0.2293391367718162,0,-2.6723845993373403,0.520130616545195
final_train_00057,final_train,C1,103,early,early,0.3653598274439764,0.3209513425827026,0.0608904957771301,0.2428638577464534,0,-2.944759892574008,0.40332443655465655
final_train_00058,final_train,C1,104,early,early,0.3653598274439764,0.3234797120094299,0.0627511143684387,0.2487953107843006,0,-2.8134550558706866,0.552906205571956
final_train_00059,final_train,C1,105,early,early,0.3653598274439764,0.3291017115116119,0.069753885269165,0.2694488541703473,0,-2.8580515970697014,0.32970634996664044
final_train_00060,final_train,C1,106,early,early,0.3653598274439764,0.3311344087123871,0.0706767439842224,0.2724553936261867,0,-2.8862106352321946,0.3124828572501633
final_train_00061,final_train,C1,107,early,early,0.3653598274439764,0.3360116481781006,0.0764238834381103,0.2888421472338315,0,-2.5950755002085364,0.263801412757465
final_train_00062,final_train,C1,108,early,early,0.3653598274439764,0.3380531668663025,0.0787127614021301,0.2952343564920272,0,-2.9791511584744375,0.03664287060508336
final_train_00063,final_train,C1,109,early,early,0.3653598274439764,0.3362202048301697,0.0760098695755004,0.2878193416682139,0,-3.874900024332178,-0.2262746068917025
final_train_00064,final_train,C1,110,early,early,0.3653598274439764,0.3350599110126495,0.0740774869918823,0.2824100880558425,0,-3.799995531360718,0.2754488061710477
final_train_00065,final_train,C1,111,early,early,0.3653598274439764,0.3341628611087799,0.073984682559967,0.2815636909506856,0,-4.363266516006417,-0.12360087731400766
final_train_00066,final_train,C1,112,early,early,0.3653598274439764,0.3335143029689789,0.0745397210121154,0.2822877170632024,0,-4.113288394038171,-0.36470624178122163
final_train_00067,final_train,C1,113,early,early,0.3653598274439764,0.3355473577976227,0.0824376940727233,0.302444642013811,0,-3.6741462772586932,-0.6952757512409928
final_train_00068,final_train,C1,114,early,early,0.3653598274439764,0.3362325429916382,0.0871737003326416,0.3136183804840918,0,-3.866473131475103,-0.748156596538722
final_train_00069,final_train,C1,115,early,early,0.3653598274439764,0.337738424539566,0.1056299209594726,0.3569048607875459,0,-3.4799674835320413,-0.4948406766121566
final_train_00070,final_train,C1,116,early,early,0.3653598274439764,0.3350794911384582,0.1361774206161499,0.4203009832572655,0,-4.3798419216767135,-0.6606443600725878
final_train_00071,final_train,C1,117,middle,early,0.3653750407856588,0.3337719738483429,0.2212059497833252,0.5579248650070024,1,-4.365969888285156,-0.7797510306856913
final_train_00072,final_train,C1,118,middle,early,0.3657507629788943,0.3352830111980438,0.3374987244606018,0.6769534015426251,1,-4.351224122650826,-0.796421708358457
final_train_00073,final_train,C1,119,middle,middle,0.3664791357373907,0.3358680307865143,0.4759057760238647,0.738219737046447,0,-4.874580010671999,-1.0508234994392402
final_train_00074,final_train,C1,120,middle,middle,0.3675522118110934,0.3420498371124267,0.2711503505706787,0.6175750678888948,0,-3.9414794515319467,-0.7875336441789065
final_train_00075,final_train,C1,121,middle,middle,0.3689619779672225,0.3546786904335022,0.1421863436698913,0.4328843075221735,0,-3.8725995723552566,-1.0523027070222752
final_train_00076,final_train,C1,122,middle,middle,0.3707003775266679,0.3630933761596679,0.0917549133300781,0.3251812049990271,0,-4.255560593286842,-0.9910437297301554
final_train_00077,final_train,C1,123,middle,middle,0.3727593324440388,0.3679217994213104,0.0770569443702697,0.2882209876263227,0,-4.788873050317017,-1.149290267985366
final_train_00078,final_train,C1,124,middle,middle,0.3751155514960781,0.371532142162323,0.070084273815155,0.2695452372643066,0,-4.473778341592327,-1.0558154063703886
final_train_00079,final_train,C1,125,middle,middle,0.3774156825406091,0.3738588094711303,0.0633091330528259,0.2505780860592535,0,-3.7786245951028485,-0.9538872907332462
final_train_00080,final_train,C1,126,middle,middle,0.3796595689344793,0.3799400329589844,0.0586397647857666,0.2370979622719141,0,-3.2686077866526,-1.0827428326176882
final_train_00081,final_train,C1,127,middle,middle,0.3818472046633026,0.3851348459720611,0.0548924803733825,0.2258335645559222,0,-3.842905658576583,-1.2066564543537401
final_train_00082,final_train,C1,128,middle,middle,0.3839787307258092,0.391035795211792,0.0526863932609558,0.219201306325465,0,-3.362016230399835,-1.1664506200426832
final_train_00083,final_train,C1,129,middle,middle,0.3860544313543751,0.4075583219528198,0.0491679906845092,0.2086368457303108,0,-6.106302506541212,0.4201824320754173
final_train_00084,final_train,C1,130,middle,middle,0.3880747301185457,0.4053619801998138,0.0485339760780334,0.2064045720408054,0,-5.832702800919469,-0.24000344689436978
final_train_00085,final_train,C1,131,middle,middle,0.3900401859466456,0.4099307060241699,0.0460681319236755,0.1984274536172372,0,-5.062030998025816,-0.2244162156912041
final_train_00086,final_train,C1,132,middle,middle,0.3919514889601747,0.409759372472763,0.045049250125885,0.1950425976321674,0,-5.299163811595429,-0.3273652306162812
final_train_00087,final_train,C1,133,middle,middle,0.3938094562847998,0.4119146764278412,0.0434703826904296,0.1897957412593083,0,-5.259456736037181,-0.24451210093692421
final_train_00088,final_train,C1,134,middle,middle,0.3956150277677376,0.4132172763347626,0.0430646538734436,0.1884393112971081,0,-5.402142382634235,-0.3230566699501292
final_train_00089,final_train,C1,135,middle,middle,0.3973692615664245,0.4161224067211151,0.0418974161148071,0.1845137822341599,0,-5.2497480118669415,-0.21783551892065997
final_train_00090,final_train,C1,136,middle,middle,0.3990733297137865,0.4158859848976135,0.0412455201148986,0.1822431777504626,0,-5.096328438144616,-0.42547925942802267
final_train_00091,final_train,C1,137,middle,middle,0.4007285136015975,0.4176861345767975,0.0403507351875305,0.1791719398203499,0,-4.896677673629875,-0.6638768123340691
final_train_00092,final_train,C1,138,middle,middle,0.4023361994053349,0.4171173274517059,0.0397566556930542,0.1770819756470028,0,-4.484504775946526,-0.8401610902085549
final_train_00093,final_train,C1,139,middle,middle,0.4038978734973322,0.4167356193065643,0.0393959879875183,0.1758089483930429,0,-4.666257296043193,-1.122554871064989
final_train_00094,final_train,C1,140,middle,middle,0.4054151177780255,0.4165925681591034,0.0392123460769653,0.1751667244814364,0,-4.637639924814542,-0.8906481156662438
final_train_00095,final_train,C1,141,middle,middle,0.4068896049486924,0.4174377918243408,0.0391014218330383,0.1747905374407722,0,-4.888764815439682,-1.3996949002334702
final_train_00096,final_train,C1,142,middle,middle,0.408323093924605,0.4172603189945221,0.0391818881034851,0.1750753599274103,0,-4.5402655179228,-1.2026074781540563
final_train_00097,final_train,C1,143,middle,middle,0.4097174250960695,0.4172000586986542,0.0390759110450744,0.1747035132456072,0,-4.473886922492298,-1.661859624377067
final_train_00098,final_train,C1,144,middle,middle,0.4110745154022457,0.4182195663452148,0.0390263795852661,0.174542594440832,0,-3.9420370998188283,-1.5839932613767
final_train_00099,final_train,C1,145,middle,middle,0.412396354013427,0.4177169799804687,0.0388185977935791,0.1738013289654637,0,-3.6093695443124965,-1.9288841979338853
final_train_00100,final_train,C1,146,middle,middle,0.4136849970187226,0.4186418354511261,0.0389012694358825,0.1741108508067458,0,-2.6962290403912,-1.5716042198806817
final_train_00101,final_train,C1,147,middle,middle,0.415073312552521,0.4180678427219391,0.038764476776123,0.1736213397089426,0,-2.931575077150641,-1.8618844702101465
final_train_00102,final_train,C1,148,middle,middle,0.4167570950429893,0.4179641008377075,0.0389736294746398,0.1743635546378117,0,-3.237447862644784,-2.018584451498616
final_train_00103,final_train,C1,149,middle,middle,0.4187488378317533,0.4166063070297241,0.0389630794525146,0.1743082150623327,0,-3.441395144874076,-2.1254150995611045
final_train_00104,final_train,C1,150,middle,middle,0.4210603787275062,0.4170056879520416,0.0391786694526672,0.1750761466174538,0,-3.0912805566715273,-2.1735626697147024
final_train_00105,final_train,C1,151,middle,middle,0.4237028864677913,0.4164596199989319,0.0391105413436889,0.1748296820522507,0,-3.266307542677135,-2.1337228708639153
final_train_00106,final_train,C1,152,middle,middle,0.426686847964761,0.4165807366371155,0.0392296314239501,0.1752463836301589,0,-2.804686559600493,-2.266141233459328
final_train_00107,final_train,C1,153,middle,middle,0.4300220574231143,0.4166890382766723,0.0393145680427551,0.1755464109364323,0,-2.1770451599246017,-2.1564670355967546
final_train_00108,final_train,C1,154,middle,middle,0.433586856692523,0.417626678943634,0.0395578742027282,0.1764185246678412,0,-1.8374763896205717,-2.0937198680849414
final_train_00109,final_train,C1,155,middle,middle,0.4371960074926133,0.4171444475650787,0.03981214761734,0.1773075793624298,0,-1.6846087821700286,-2.071149623544872
final_train_00110,final_train,C1,156,middle,middle,0.4408469062028606,0.4171189367771148,0.0400872826576232,0.178276415278334,0,-2.0676007804433367,-2.32834989734095
final_train_00111,final_train,C1,157,middle,middle,0.4445369276726433,0.4160110354423523,0.04057377576828,0.1799651404022155,0,-0.972267905584789,-2.2037636544636463
final_train_00112,final_train,C1,158,middle,middle,0.4482634286145747,0.4151612222194671,0.0407937169075012,0.1807194676450314,0,-0.7183886299449386,-2.2354878627506554
final_train_00113,final_train,C1,159,middle,middle,0.4520237516999001,0.4153031706809997,0.0416299700736999,0.183635700509317,0,1.247465256107154,-1.6164374953628442
final_train_00114,final_train,C1,160,middle,middle,0.455815229185851,0.4156050086021423,0.0421157479286193,0.1853229878893258,0,0.9610932148850755,-1.6229996331689214
final_train_00115,final_train,C1,194,middle,middle,0.5852035158639834,0.4237566292285919,0.0406230092048645,0.1802538420845857,0,5.288057750229503,-3.537904771412449
final_train_00116,final_train,C1,195,middle,middle,0.5885630689577716,0.4273431599140167,0.04072767496109,0.1806436876920409,0,4.894261694658767,-3.819481026424245
final_train_00117,final_train,C1,196,middle,middle,0.5918768682563342,0.4267864823341369,0.0406952500343322,0.1805213166994008,0,4.155268516972727,-3.941010682901103
final_train_00118,final_train,C1,197,middle,middle,0.5951438508281696,0.4323379397392273,0.0410509705543518,0.1817947915528683,0,4.432175504124193,-3.9156684652090075
final_train_00119,final_train,C1,198,middle,middle,0.5983630305012503,0.4296644032001495,0.0410190820693969,0.1816731936866503,0,4.253552676709392,-3.909959992099571
final_train_00120,final_train,C1,199,middle,middle,0.6015334985650915,0.4315164089202881,0.0410482287406921,0.1817817433490421,0,3.9481459593734836,-3.8888338575556047
final_train_00121,final_train,C1,200,middle,middle,0.6046544245898313,0.4312595427036285,0.0409637093544006,0.1814838048404707,0,4.369985380234106,-3.737438115238327
final_train_00122,final_train,C1,201,middle,middle,0.6077250565432409,0.4340669214725494,0.0413646101951599,0.1828931057990476,0,4.551486367581983,-3.642109126377368
final_train_00123,final_train,C1,202,middle,middle,0.6107447217268177,0.4333394765853882,0.041494607925415,0.183346388463982,0,4.619728251598215,-3.406583548870811
final_train_00124,final_train,C1,203,middle,middle,0.6137128264247487,0.4344701170921325,0.0418236255645751,0.1844933825475128,0,4.752086585096863,-3.105754326972909
final_train_00125,final_train,C1,204,middle,middle,0.6166288567229923,0.4366321265697479,0.0420957207679748,0.1854354031838282,0,4.629514258011096,-2.9509939901140907
final_train_00126,final_train,C1,205,middle,middle,0.6194923782752548,0.4352200031280517,0.0418881773948669,0.1847176841552814,0,4.754922449443664,-3.0511083749179324
final_train_00127,final_train,C1,206,middle,middle,0.6223030367710348,0.4360935389995575,0.0419486165046691,0.1849261163259642,0,4.6742395145481135,-2.9870791316294314
final_train_00128,final_train,C1,207,middle,middle,0.6250605575845918,0.4380291104316711,0.0423551201820373,0.1863317686703735,0,4.824070069290826,-2.790247453378669
final_train_00129,final_train,C1,208,middle,middle,0.6277647458919545,0.4400169849395752,0.0428476333618164,0.1880240067722082,0,4.830312526966993,-2.5564605333417085
final_train_00130,final_train,C1,209,middle,middle,0.6304154864369003,0.4419894516468048,0.0437099337577819,0.1909772411957848,0,4.461252132027682,-2.3207254997623203
final_train_00131,final_train,C1,210,middle,middle,0.633012743647965,0.4425779283046722,0.0440210700035095,0.1920408190074538,0,4.420680329289047,-2.3116553577931964
final_train_00132,final_train,C1,211,middle,middle,0.635556560585342,0.4429778158664703,0.0443010926246643,0.1929957115205167,0,3.978686551854484,-2.5826950534895032
final_train_00133,final_train,C1,212,middle,middle,0.6380470595259374,0.4436248242855072,0.0446501374244689,0.1941812941070469,0,4.133272949789136,-2.285880711482124
final_train_00134,final_train,C1,213,middle,middle,0.6404844407932582,0.4430578351020813,0.0448149442672729,0.1947497861725006,0,3.8265632242830314,-2.446447372236251
final_train_00135,final_train,C1,214,middle,middle,0.6428689826403983,0.4414223134517669,0.0446346998214721,0.1941528240656424,0,3.5042501724325885,-2.4592098983311925
final_train_00136,final_train,C1,215,middle,middle,0.6452010406649842,0.4417900443077087,0.0448155999183654,0.1947695348053186,0,3.9807562495619964,-2.2468045113691972
final_train_00137,final_train,C1,216,middle,middle,0.64748104675607,0.4403308033943176,0.0449197888374328,0.1951381126543544,0,3.902957127003202,-2.3206520600749885
final_train_00138,final_train,C1,217,middle,middle,0.6497095087431055,0.4415726959705353,0.0454680919647216,0.1969937245764451,0,4.2847662564780515,-2.1960080475324104
final_train_00139,final_train,C1,218,middle,middle,0.6518870099278887,0.4394348859786987,0.0452964305877685,0.196428202944087,0,3.7399922948139883,-2.330076302853143
final_train_00140,final_train,C1,219,middle,middle,0.6540142073293967,0.4416654407978058,0.0461098551750183,0.1991673356032185,0,4.308202093334962,-1.9808487131368482
final_train_00141,final_train,C1,220,middle,middle,0.6560918316837835,0.4415794909000397,0.0466338992118835,0.2009407655429986,0,4.336168275469721,-2.1361084070597616
final_train_00142,final_train,C1,221,middle,middle,0.6581206860402454,0.4434004127979278,0.0469787120819091,0.2020779260009847,0,4.1511268658306255,-2.3726395427655356
final_train_00143,final_train,C1,222,middle,middle,0.6601016448249287,0.4514186084270477,0.0512616634368896,0.2160808460131432,0,6.137437772940518,-1.038231214488766
final_train_00144,final_train,C1,223,middle,middle,0.6620356526708159,0.4556692242622375,0.0535972714424133,0.2234831517236663,0,4.755620312240665,-1.8449794588940533
final_train_00145,final_train,C1,224,middle,middle,0.6639237235986464,0.4673106670379638,0.0628499388694763,0.2517486808440915,0,5.495858433391243,-1.4495007566053162
final_train_00146,final_train,C1,225,middle,middle,0.6657669392617445,0.5158886313438416,0.1662988662719726,0.4884806966095294,0,6.718462541682865,3.594878920712033
final_train_00147,final_train,C1,226,middle,middle,0.6675664482439528,0.5565370917320251,0.4475880265235901,0.7538632584536147,0,5.735677187001224,1.2639623447731458
final_train_00148,final_train,C1,227,middle,late,0.669323464421471,0.603814423084259,0.2080427408218383,0.5450901525823083,1,5.435124975206651,0.8277065400832632
final_train_00149,final_train,C1,228,late,late,0.6710392657927426,0.644677996635437,0.066697359085083,0.2589702784261571,0,5.208983063201852,0.6604728800713264
final_train_00150,final_train,C1,229,late,late,0.6727151928402959,0.679283857345581,0.0290899872779846,0.1378570946567922,0,5.297239662825005,0.8748719237203527
final_train_00151,final_train,C1,230,late,late,0.6743526474776406,0.6962051391601562,0.0200611352920532,0.1021112554389372,0,5.650261611041725,0.9633176462169719
final_train_00152,final_train,C1,231,late,late,0.6759530910600745,0.705986738204956,0.0168620347976684,0.0884616474198827,0,5.324248142375228,0.6328217649807053
final_train_00153,final_train,C1,232,late,late,0.6775180433315812,0.7127669453620911,0.0153248906135559,0.0816812540978584,0,5.465756045808354,0.9684035136119634
final_train_00154,final_train,C1,233,late,late,0.6790490804356356,0.7178958058357239,0.0143471956253051,0.0772679907715159,0,5.47408291302059,0.7999843179706507
final_train_00155,final_train,C1,234,late,late,0.6805478335110681,0.7190117239952087,0.0141421556472778,0.0763264855528152,0,5.5720729090991306,0.9994225310975126
final_train_00156,final_train,C1,235,late,late,0.6820159868198822,0.7208083271980286,0.0138323903083801,0.0749011727391272,0,5.7830554017561,1.3074796201020062
final_train_00157,final_train,C1,236,late,late,0.6834552763431168,0.7213538885116577,0.0137019157409667,0.0742974830760343,0,5.947131325756817,1.5808043957813118
final_train_00158,final_train,C1,237,late,late,0.6848674877916536,0.7211713790893555,0.013734757900238,0.0744497957630053,0,6.086288466990717,1.7815006592543887
final_train_00159,final_train,C1,238,late,late,0.6862544548510455,0.7215334177017212,0.013660192489624,0.0741103254455817,0,6.435718682592141,2.0084490737094334
final_train_00160,final_train,C1,239,late,late,0.6876180574263471,0.7219964861869812,0.0135884284973144,0.0737850562398067,0,6.179274043268949,1.7822897900662111
final_train_00161,final_train,C1,240,late,late,0.6889602198869407,0.722618818283081,0.013492465019226,0.0733480227933585,0,5.905411126666426,1.8865066024741943
final_train_00162,final_train,C1,241,late,late,0.6902829088433233,0.7232464551925659,0.0134076476097106,0.0729632906711866,0,5.3095189008089,1.0438718448969317
final_train_00163,final_train,C1,242,late,late,0.6915881317429678,0.723472535610199,0.0133896470069885,0.0728799693446749,0,4.8863531193939345,0.6318780016763866
final_train_00164,final_train,C1,243,late,late,0.6928779344130844,0.7236882448196411,0.0133661031723022,0.0727712569188259,0,4.7311309136905235,0.5929711453914523
final_train_00165,final_train,C1,244,late,late,0.6941543995394726,0.723726212978363,0.0133373141288757,0.072636264976435,0,5.252460439530586,1.0320178106800164
final_train_00166,final_train,C1,245,late,late,0.6957773433598424,0.7238813638687134,0.0133209824562072,0.0725604918052553,0,5.67614319458509,1.3368295279875584
final_train_00167,final_train,C1,246,late,late,0.6979584125730586,0.7235256433486938,0.0133591294288635,0.0727290062380374,0,5.460258472582333,1.6676344558257525
final_train_00168,final_train,C1,247,late,late,0.7007012486907094,0.7234761714935303,0.0133678317070007,0.0727685984490235,0,5.05487901005689,1.1717733576704341
final_train_00169,final_train,C1,248,late,late,0.7040089156561428,0.7228522300720215,0.0134468674659729,0.0731210288067339,0,4.51727327448164,0.5611945064214482
final_train_00170,final_train,C1,249,late,late,0.7078838958660797,0.7227482199668884,0.0134811997413635,0.0732796417958641,0,4.340964189408879,0.5911221248829698
final_train_00171,final_train,C1,250,late,late,0.7123280874793507,0.721849262714386,0.0136009454727172,0.0738210066184359,0,4.237784550235666,0.3111849259851678
final_train_00172,final_train,C1,251,late,late,0.7173428017256361,0.7215537428855896,0.0136759877204895,0.0741634473689551,0,4.0093640223238864,0.249816811397403
final_train_00173,final_train,C1,252,late,late,0.7225710619997311,0.7209881544113159,0.0138044357299804,0.074743142985719,0,4.319776317739089,1.2985395576731655
final_train_00174,final_train,C1,253,late,late,0.7278035041440307,0.720787763595581,0.0138055086135864,0.0747476664534695,0,5.091641279820799,2.183525310368537
final_train_00175,final_train,C1,254,late,late,0.7330382089376536,0.7205868363380432,0.0138021111488342,0.074730040527407,0,5.581988168516208,2.699491544435199
final_train_00176,final_train,C1,255,late,late,0.7382732731902786,0.7206446528434753,0.013798177242279,0.074711919529162,0,5.024186626448714,2.350863551532334
final_train_00177,final_train,C1,256,late,late,0.7435068116143274,0.7203298211097717,0.0138782858848571,0.075075567001804,0,4.318238851164816,1.7769455728528243
final_train_00178,final_train,C1,257,late,late,0.7487369589311712,0.7210958003997803,0.0137220025062561,0.0743729849747853,0,5.779481628725184,4.501331529651848
final_train_00179,final_train,C1,258,late,late,0.7539618725623903,0.7209804058074951,0.0137854218482971,0.0746568444443011,0,5.002321833785132,2.31330640369921
final_train_00180,final_train,C1,259,late,late,0.7591797346189703,0.721794605255127,0.0136880278587341,0.0742290003513791,0,5.077463965094195,2.1332758990351026
